gene	status
AC104596.1	LOW_EXPRESSION
SMARCA5-AS1	LOW_EXPRESSION
FREM3	LOW_EXPRESSION
GYPE	LOW_EXPRESSION
HHIP-AS1	LOW_EXPRESSION
ANAPC10	LOW_EXPRESSION
OTUD4	LOW_EXPRESSION
SMAD1-AS1	LOW_EXPRESSION
ZNF827	TESTED
AC108206.1	LOW_EXPRESSION
SLC10A7	TESTED
AC093835.1	LOW_EXPRESSION
PRMT9	TESTED
NR3C2	TESTED
LINC02430	LOW_EXPRESSION
IQCM	LOW_EXPRESSION
LRBA	TESTED
SH3D19	TESTED
AC104819.3	LOW_EXPRESSION
FAM160A1-DT	LOW_EXPRESSION
GATB	TESTED
AC080078.2	LOW_EXPRESSION
FBXW7	TESTED
TMEM154	TESTED
TIGD4	LOW_EXPRESSION
RNF175	LOW_EXPRESSION
SFRP2	TESTED
DCHS2	LOW_EXPRESSION
PLRG1	TESTED
AC104407.1	LOW_EXPRESSION
MAP9	TESTED
CTSO	TESTED
PDGFC	LOW_EXPRESSION
FAM198B	TESTED
C4orf46	TESTED
PPID	TESTED
FSTL5	LOW_EXPRESSION
NAF1	TESTED
NPY1R	LOW_EXPRESSION
MARCH1	LOW_EXPRESSION
TRIM61	LOW_EXPRESSION
TMEM192	TESTED
DDX60	TESTED
DDX60L	TESTED
CBR4	TESTED
SH3RF1	TESTED
NEK1	TESTED
HPF1	TESTED
MFAP3L	LOW_EXPRESSION
AADAT	TESTED
AC105285.1	LOW_EXPRESSION
AC097534.1	LOW_EXPRESSION
HMGB2	TESTED
AC097534.2	LOW_EXPRESSION
SCRG1	LOW_EXPRESSION
HAND2	LOW_EXPRESSION
FBXO8	TESTED
HPGD	TESTED
GLRA3	LOW_EXPRESSION
GPM6A	LOW_EXPRESSION
VEGFC	LOW_EXPRESSION
AGA	TESTED
AC079766.1	LOW_EXPRESSION
DCTD	TESTED
WWC2-AS2	LOW_EXPRESSION
AC107214.1	LOW_EXPRESSION
RWDD4	TESTED
ENPP6	LOW_EXPRESSION
LINC02363	LOW_EXPRESSION
LINC02362	LOW_EXPRESSION
IRF2	TESTED
LINC02427	LOW_EXPRESSION
LINC02365	LOW_EXPRESSION
CASP3	TESTED
CENPU	TESTED
ACSL1	TESTED
MIR3945HG	LOW_EXPRESSION
LINC01093	LOW_EXPRESSION
CFAP97	TESTED
LRP2BP	LOW_EXPRESSION
UFSP2	TESTED
CCDC110	LOW_EXPRESSION
PDLIM3	LOW_EXPRESSION
SORBS2	TESTED
FAT1	TESTED
FRG1-DT	LOW_EXPRESSION
ZNF595	TESTED
ZNF718	LOW_EXPRESSION
ZNF141	TESTED
PIGG	TESTED
PDE6B	LOW_EXPRESSION
MYL5	TESTED
PCGF3	TESTED
TMEM175	TESTED
IDUA	TESTED
FGFRL1	TESTED
AC092535.1	LOW_EXPRESSION
AC092535.4	LOW_EXPRESSION
CTBP1-AS	LOW_EXPRESSION
CTBP1-DT	LOW_EXPRESSION
MAEA	TESTED
UVSSA	TESTED
AC147067.2	LOW_EXPRESSION
AC016773.1	TESTED
TACC3	TESTED
FGFR3	TESTED
NSD2	TESTED
C4orf48	TESTED
NAT8L	LOW_EXPRESSION
RNF4	LOW_EXPRESSION
FAM193A	TESTED
SH3BP2	TESTED
ADD1	TESTED
NOP14-AS1	LOW_EXPRESSION
GRK4	LOW_EXPRESSION
HTT	TESTED
MSANTD1	LOW_EXPRESSION
RGS12	LOW_EXPRESSION
DOK7	LOW_EXPRESSION
ADRA2C	TESTED
ZBTB49	LOW_EXPRESSION
NSG1	LOW_EXPRESSION
STX18-AS1	LOW_EXPRESSION
MSX1	TESTED
STK32B	LOW_EXPRESSION
EVC	LOW_EXPRESSION
AC113615.1	LOW_EXPRESSION
WFS1	TESTED
MAN2B2	TESTED
MRFAP1	TESTED
AC093323.1	TESTED
S100P	TESTED
BLOC1S4	TESTED
KIAA0232	TESTED
TBC1D14	TESTED
TADA2B	TESTED
SORCS2	LOW_EXPRESSION
AFAP1-AS1	LOW_EXPRESSION
AC097381.1	LOW_EXPRESSION
SH3TC1	LOW_EXPRESSION
HTRA3	LOW_EXPRESSION
TRMT44	LOW_EXPRESSION
AC105345.1	LOW_EXPRESSION
DRD5	LOW_EXPRESSION
AC005674.1	LOW_EXPRESSION
AC084048.1	LOW_EXPRESSION
AC025539.1	LOW_EXPRESSION
AC005699.1	LOW_EXPRESSION
CPEB2	TESTED
C1QTNF7	LOW_EXPRESSION
CC2D2A	LOW_EXPRESSION
FAM200B	TESTED
BST1	LOW_EXPRESSION
CD38	LOW_EXPRESSION
TAPT1-AS1	LOW_EXPRESSION
LAP3	TESTED
MED28	TESTED
NCAPG	TESTED
SLIT2	LOW_EXPRESSION
PACRGL	TESTED
AC093607.1	LOW_EXPRESSION
AC092834.1	LOW_EXPRESSION
LINC02473	LOW_EXPRESSION
SOD3	TESTED
SEPSECS-AS1	LOW_EXPRESSION
PI4K2B	TESTED
ZCCHC4	LOW_EXPRESSION
ANAPC4	TESTED
AC092436.4	LOW_EXPRESSION
SMIM20	TESTED
LINC02357	LOW_EXPRESSION
RBPJ	TESTED
TBC1D19	LOW_EXPRESSION
STIM2	TESTED
LINC02261	LOW_EXPRESSION
PCDH7	TESTED
LINC02506	LOW_EXPRESSION
AC104078.1	LOW_EXPRESSION
DTHD1	LOW_EXPRESSION
NWD2	LOW_EXPRESSION
C4orf19	LOW_EXPRESSION
PGM2	TESTED
TBC1D1	TESTED
AC098680.1	LOW_EXPRESSION
KLF3	TESTED
FAM114A1	TESTED
KLHL5	LOW_EXPRESSION
AC079921.2	LOW_EXPRESSION
WDR19	LOW_EXPRESSION
KLB	LOW_EXPRESSION
LIAS	TESTED
UGDH-AS1	LOW_EXPRESSION
AC108471.2	LOW_EXPRESSION
UBE2K	TESTED
N4BP2	TESTED
RHOH	LOW_EXPRESSION
LINC02265	LOW_EXPRESSION
NSUN7	TESTED
UCHL1	LOW_EXPRESSION
LIMCH1	TESTED
TMEM33	TESTED
DCAF4L1	LOW_EXPRESSION
SLC30A9	TESTED
AC111006.1	LOW_EXPRESSION
SHISA3	LOW_EXPRESSION
AC096734.2	LOW_EXPRESSION
AC096734.1	LOW_EXPRESSION
LINC02475	LOW_EXPRESSION
GUF1	TESTED
AC096586.1	LOW_EXPRESSION
GABRB1	LOW_EXPRESSION
ATP10D	TESTED
NIPAL1	TESTED
SLAIN2	TESTED
OCIAD1	TESTED
CWH43	TESTED
DCUN1D4	TESTED
AC027271.1	LOW_EXPRESSION
SPATA18	TESTED
USP46-AS1	LOW_EXPRESSION
RASL11B	TESTED
FIP1L1	TESTED
PDGFRA	TESTED
KIT	TESTED
SRD5A3	TESTED
AC069200.1	LOW_EXPRESSION
TMEM165	TESTED
AC024243.1	LOW_EXPRESSION
EXOC1	TESTED
CEP135	TESTED
KIAA1211	LOW_EXPRESSION
AC068620.1	LOW_EXPRESSION
AC068620.2	LOW_EXPRESSION
PAICS	TESTED
SRP72	TESTED
ARL9	LOW_EXPRESSION
REST	TESTED
POLR2B	TESTED
ADGRL3	LOW_EXPRESSION
AC116049.2	LOW_EXPRESSION
STAP1	LOW_EXPRESSION
UBA6-AS1	LOW_EXPRESSION
TMPRSS11E	TESTED
UGT2B10	LOW_EXPRESSION
UGT2B7	LOW_EXPRESSION
AC111000.4	LOW_EXPRESSION
ODAM	LOW_EXPRESSION
FDCSP	LOW_EXPRESSION
ENAM	LOW_EXPRESSION
UTP3	TESTED
RUFY3	TESTED
MOB1B	LOW_EXPRESSION
DCK	TESTED
SLC4A4	TESTED
NPFFR2	LOW_EXPRESSION
AC053527.1	LOW_EXPRESSION
AFP	LOW_EXPRESSION
CXCL8	TESTED
CXCL6	LOW_EXPRESSION
PF4V1	LOW_EXPRESSION
CXCL1	TESTED
MTHFD2L	LOW_EXPRESSION
EREG	TESTED
AREG	TESTED
PARM1	TESTED
THAP6	LOW_EXPRESSION
ODAPH	LOW_EXPRESSION
USO1	TESTED
AC110615.1	LOW_EXPRESSION
ART3	TESTED
FAM47E	LOW_EXPRESSION
STBD1	LOW_EXPRESSION
SHROOM3	TESTED
SEPT11	TESTED
CCNG2	TESTED
CXCL13	LOW_EXPRESSION
MRPL1	TESTED
FRAS1	LOW_EXPRESSION
ANXA3	TESTED
LINC01094	LOW_EXPRESSION
BMP2K	TESTED
LINC01088	LOW_EXPRESSION
LINC00989	LOW_EXPRESSION
PRDM8	LOW_EXPRESSION
CFAP299	LOW_EXPRESSION
BMP3	LOW_EXPRESSION
AC139722.1	LOW_EXPRESSION
AC124016.1	LOW_EXPRESSION
ENOPH1	TESTED
THAP9	LOW_EXPRESSION
COPS4	TESTED
MRPS18C	TESTED
GPAT3	LOW_EXPRESSION
CDS1	TESTED
ARHGAP24	LOW_EXPRESSION
PTPN13	TESTED
AFF1	TESTED
NUDT9	TESTED
IBSP	LOW_EXPRESSION
SPP1	TESTED
PKD2	TESTED
AC107067.1	LOW_EXPRESSION
HERC6	TESTED
HERC5	LOW_EXPRESSION
HERC3	TESTED
FAM13A-AS1	LOW_EXPRESSION
TIGD2	TESTED
AC104785.1	LOW_EXPRESSION
AC097478.1	LOW_EXPRESSION
AC097478.2	LOW_EXPRESSION
MMRN1	LOW_EXPRESSION
CCSER1	TESTED
ATOH1	TESTED
SMARCAD1	TESTED
PDLIM5	TESTED
AC108067.1	LOW_EXPRESSION
BMPR1B	LOW_EXPRESSION
AC106881.1	LOW_EXPRESSION
RAP1GDS1	TESTED
AC114811.2	LOW_EXPRESSION
METAP1	TESTED
AP002026.1	LOW_EXPRESSION
MTTP	TESTED
DAPP1	TESTED
AP001816.1	TESTED
BANK1	LOW_EXPRESSION
NFKB1	TESTED
AC018797.2	LOW_EXPRESSION
CISD2	TESTED
LINC02428	LOW_EXPRESSION
AC105460.2	LOW_EXPRESSION
TET2	TESTED
ARHGEF38	TESTED
GSTCD	TESTED
NPNT	LOW_EXPRESSION
AIMP1	TESTED
SGMS2	TESTED
CYP2U1	TESTED
HADH	TESTED
RPL34	TESTED
OSTC	TESTED
SEC24B	TESTED
MCUB	TESTED
AC004067.1	LOW_EXPRESSION
GAR1	TESTED
RRH	LOW_EXPRESSION
LRIT3	LOW_EXPRESSION
EGF	LOW_EXPRESSION
ENPEP	LOW_EXPRESSION
FAM241A	TESTED
AP1AR	TESTED
ALPK1	TESTED
AC023886.1	LOW_EXPRESSION
LARP7	TESTED
ANK2	LOW_EXPRESSION
AC104779.1	LOW_EXPRESSION
UGT8	TESTED
MTRNR2L13	LOW_EXPRESSION
LINC02263	LOW_EXPRESSION
NDST3	LOW_EXPRESSION
SNHG8	TESTED
METTL14	TESTED
SYNPO2	LOW_EXPRESSION
USP53	TESTED
AC093752.3	LOW_EXPRESSION
AC093752.2	LOW_EXPRESSION
EXOSC9	TESTED
AC079341.2	LOW_EXPRESSION
KIAA1109	TESTED
IL21-AS1	LOW_EXPRESSION
BBS12	LOW_EXPRESSION
FGF2	TESTED
SPATA5	TESTED
SPRY1	TESTED
LINC01091	LOW_EXPRESSION
FAT4	LOW_EXPRESSION
INTU	TESTED
HSPA4L	TESTED
PLK4	TESTED
ABHD18	TESTED
LARP1B	TESTED
AC108062.1	LOW_EXPRESSION
JADE1	TESTED
C4orf33	TESTED
PCDH10	LOW_EXPRESSION
LINC02172	LOW_EXPRESSION
NOCT	LOW_EXPRESSION
NAA15	TESTED
RAB33B	TESTED
AC112236.2	LOW_EXPRESSION
MGST2	TESTED
SCOC	TESTED
ELMOD2	TESTED
AC096733.2	LOW_EXPRESSION
ZNF330	TESTED
IL15	LOW_EXPRESSION
AC139720.1	LOW_EXPRESSION
USP38	TESTED
GAB1	TESTED
SMARCA5	TESTED
HHIP	LOW_EXPRESSION
ABCE1	TESTED
SMAD1	TESTED
MMAA	TESTED
LSM6	TESTED
REELD1	LOW_EXPRESSION
EDNRA	LOW_EXPRESSION
TMEM184C	LOW_EXPRESSION
ARHGAP10	LOW_EXPRESSION
AC108935.1	LOW_EXPRESSION
LINC02355	LOW_EXPRESSION
DCLK2	LOW_EXPRESSION
AC110813.1	LOW_EXPRESSION
MAB21L2	LOW_EXPRESSION
RPS3A	TESTED
AC095055.1	LOW_EXPRESSION
PRSS48	LOW_EXPRESSION
FAM160A1	LOW_EXPRESSION
AC092611.2	LOW_EXPRESSION
AC092611.1	LOW_EXPRESSION
AC097375.1	LOW_EXPRESSION
LINC02273	LOW_EXPRESSION
AC106882.1	LOW_EXPRESSION
ARFIP1	TESTED
FHDC1	TESTED
TRIM2	TESTED
MND1	TESTED
TMEM131L	TESTED
TLR2	LOW_EXPRESSION
FGB	LOW_EXPRESSION
LRAT	LOW_EXPRESSION
GUCY1A1	LOW_EXPRESSION
GUCY1B1	LOW_EXPRESSION
TDO2	TESTED
GLRB	LOW_EXPRESSION
FAM198B-AS1	LOW_EXPRESSION
TMEM144	TESTED
RXFP1	LOW_EXPRESSION
ETFDH	TESTED
FNIP2	TESTED
RAPGEF2	TESTED
NPY5R	LOW_EXPRESSION
TMA16	TESTED
AC093788.1	LOW_EXPRESSION
SMIM31	TESTED
APELA	LOW_EXPRESSION
FAM218A	LOW_EXPRESSION
KLHL2	TESTED
MSMO1	TESTED
CPE	TESTED
TLL1	LOW_EXPRESSION
ANXA10	LOW_EXPRESSION
PALLD	TESTED
AC021151.1	LOW_EXPRESSION
AC096741.1	LOW_EXPRESSION
CLCN3	TESTED
LINC01612	TESTED
LINC02512	LOW_EXPRESSION
GALNTL6	LOW_EXPRESSION
GALNT7	TESTED
SAP30	TESTED
HAND2-AS1	LOW_EXPRESSION
CEP44	TESTED
AC096751.2	LOW_EXPRESSION
WDR17	LOW_EXPRESSION
SPCS3	TESTED
NEIL3	LOW_EXPRESSION
AC078881.1	LOW_EXPRESSION
TENM3	LOW_EXPRESSION
WWC2	TESTED
CDKN2AIP	TESTED
ING2	TESTED
AC107214.2	LOW_EXPRESSION
TRAPPC11	TESTED
STOX2	LOW_EXPRESSION
PRIMPOL	TESTED
AC084871.2	LOW_EXPRESSION
SLC25A4	TESTED
SNX25	TESTED
ANKRD37	TESTED
C4orf47	LOW_EXPRESSION
AC106897.1	LOW_EXPRESSION
AC093797.1	LOW_EXPRESSION
AC108472.1	LOW_EXPRESSION
TLR3	LOW_EXPRESSION
FAM149A	LOW_EXPRESSION
CYP4V2	LOW_EXPRESSION
KLKB1	LOW_EXPRESSION
F11	LOW_EXPRESSION
AC108865.1	LOW_EXPRESSION
AC108865.2	LOW_EXPRESSION
AC108474.1	LOW_EXPRESSION
FRG1	TESTED
CCDC127	TESTED
AC021087.1	LOW_EXPRESSION
EXOC3-AS1	TESTED
SLC9A3	TESTED
TPPP	TESTED
ZDHHC11B	TESTED
ZDHHC11	LOW_EXPRESSION
BRD9	TESTED
AC116351.1	LOW_EXPRESSION
SLC12A7	TESTED
AC114291.1	LOW_EXPRESSION
TERT	LOW_EXPRESSION
CLPTM1L	TESTED
LINC01511	LOW_EXPRESSION
LPCAT1	TESTED
MRPL36	TESTED
IRX2	TESTED
AC106799.3	LOW_EXPRESSION
LINC02145	LOW_EXPRESSION
MED10	TESTED
NSUN2	TESTED
LINC02102	LOW_EXPRESSION
C5orf49	LOW_EXPRESSION
FASTKD3	TESTED
AC091932.1	LOW_EXPRESSION
SEMA5A	TESTED
AC034229.4	LOW_EXPRESSION
FAM173B	TESTED
AC012640.4	LOW_EXPRESSION
AC012640.3	LOW_EXPRESSION
CMBL	LOW_EXPRESSION
AC012640.2	TESTED
DAP	TESTED
CTNND2	LOW_EXPRESSION
DNAH5	LOW_EXPRESSION
AC010491.1	LOW_EXPRESSION
ANKH	TESTED
LINC02150	LOW_EXPRESSION
ZNF622	TESTED
RETREG1	TESTED
MYO10	TESTED
BASP1-AS1	LOW_EXPRESSION
LINC02100	LOW_EXPRESSION
AC093274.1	LOW_EXPRESSION
DROSHA	TESTED
AC025178.1	LOW_EXPRESSION
GOLPH3	TESTED
MTMR12	TESTED
ZFR	TESTED
AC010343.3	LOW_EXPRESSION
AC034231.1	LOW_EXPRESSION
ADAMTS12	LOW_EXPRESSION
SLC45A2	LOW_EXPRESSION
AMACR	TESTED
C1QTNF3-AMACR	LOW_EXPRESSION
AC026801.2	LOW_EXPRESSION
RAD1	TESTED
PRLR	LOW_EXPRESSION
UGT3A2	LOW_EXPRESSION
LMBRD2	TESTED
NADK2	TESTED
RANBP3L	LOW_EXPRESSION
AC008957.1	LOW_EXPRESSION
AC026741.1	LOW_EXPRESSION
CPLANE1	TESTED
NUP155	TESTED
GDNF	LOW_EXPRESSION
LIFR	LOW_EXPRESSION
OSMR-AS1	LOW_EXPRESSION
RICTOR	TESTED
FYB1	TESTED
C9	LOW_EXPRESSION
DAB2	TESTED
TTC33	TESTED
PRKAA1	TESTED
RPL37	TESTED
C6	LOW_EXPRESSION
PLCXD3	LOW_EXPRESSION
OXCT1	TESTED
SELENOP	TESTED
AC008875.1	LOW_EXPRESSION
ANXA2R	TESTED
HMGCS1	TESTED
CCL28	TESTED
TMEM267	TESTED
C5orf34	TESTED
PAIP1	TESTED
NNT-AS1	TESTED
FGF10	LOW_EXPRESSION
MRPS30-DT	TESTED
HCN1	LOW_EXPRESSION
EMB	TESTED
AC112187.3	LOW_EXPRESSION
AC010478.1	LOW_EXPRESSION
AC022126.1	LOW_EXPRESSION
AC008966.2	LOW_EXPRESSION
MOCS2	TESTED
AC025175.1	LOW_EXPRESSION
ARL15	TESTED
ESM1	LOW_EXPRESSION
CDC20B	LOW_EXPRESSION
MCIDAS	LOW_EXPRESSION
CCNO	TESTED
DHX29	TESTED
PLPP1	TESTED
SLC38A9	TESTED
IL6ST	TESTED
ANKRD55	LOW_EXPRESSION
AC008937.1	LOW_EXPRESSION
MIER3	TESTED
PLK2	TESTED
PDE4D	TESTED
DEPDC1B	TESTED
ELOVL7	TESTED
AC104113.1	LOW_EXPRESSION
ERCC8	TESTED
SMIM15	TESTED
LINC02057	LOW_EXPRESSION
DIMT1	TESTED
SREK1IP1	TESTED
ADAMTS6	TESTED
AC025176.1	LOW_EXPRESSION
CENPK	TESTED
TRIM23	TESTED
SGTB	TESTED
AC010359.1	LOW_EXPRESSION
AC025442.1	LOW_EXPRESSION
MAST4-AS1	LOW_EXPRESSION
CD180	LOW_EXPRESSION
AC106798.1	LOW_EXPRESSION
AC010280.2	LOW_EXPRESSION
AC010280.1	LOW_EXPRESSION
AC010273.2	LOW_EXPRESSION
AC010273.1	LOW_EXPRESSION
CCDC125	TESTED
AK6	TESTED
TAF9	LOW_EXPRESSION
NAIP	LOW_EXPRESSION
GTF2H2	LOW_EXPRESSION
MRPS27	TESTED
ZNF366	LOW_EXPRESSION
AC035140.1	LOW_EXPRESSION
AC008972.2	LOW_EXPRESSION
FOXD1	LOW_EXPRESSION
AC099522.2	LOW_EXPRESSION
ANKRA2	TESTED
ENC1	TESTED
GFM2	TESTED
FAM169A	TESTED
GCNT4	LOW_EXPRESSION
LINC01336	LOW_EXPRESSION
ANKRD31	LOW_EXPRESSION
AC008897.2	LOW_EXPRESSION
COL4A3BP	TESTED
AC010245.1	LOW_EXPRESSION
POC5	TESTED
AC026725.1	LOW_EXPRESSION
F2RL2	LOW_EXPRESSION
ZBED3	TESTED
WDR41	TESTED
TBCA	TESTED
AP3B1	TESTED
SCAMP1-AS1	LOW_EXPRESSION
LHFPL2	TESTED
ARSB	LOW_EXPRESSION
DMGDH	LOW_EXPRESSION
HOMER1	TESTED
MTX3	TESTED
AC012636.1	LOW_EXPRESSION
SERINC5	TESTED
AC008771.1	TESTED
ANKRD34B	LOW_EXPRESSION
LINC01337	LOW_EXPRESSION
DHFR	TESTED
RASGRF2-AS1	LOW_EXPRESSION
CKMT2-AS1	LOW_EXPRESSION
SSBP2	TESTED
RPS23	TESTED
AC027338.1	LOW_EXPRESSION
AC104118.1	LOW_EXPRESSION
TMEM167A	TESTED
HAPLN1	LOW_EXPRESSION
EDIL3	LOW_EXPRESSION
LINC01949	LOW_EXPRESSION
CCNH	TESTED
TMEM161B	LOW_EXPRESSION
MEF2C	TESTED
CETN3	TESTED
MBLAC2	TESTED
LYSMD3	TESTED
AC123595.1	LOW_EXPRESSION
LUCAT1	LOW_EXPRESSION
ARRDC3	TESTED
AC012625.1	LOW_EXPRESSION
NR2F1-AS1	LOW_EXPRESSION
FAM172A	TESTED
KIAA0825	LOW_EXPRESSION
MCTP1	LOW_EXPRESSION
TTC37	TESTED
GLRX	TESTED
AC008592.4	LOW_EXPRESSION
ELL2	TESTED
AC099509.1	LOW_EXPRESSION
PCSK1	TESTED
AC020900.1	LOW_EXPRESSION
ERAP1	TESTED
AC009126.1	LOW_EXPRESSION
RIOK2	TESTED
RGMB-AS1	LOW_EXPRESSION
AC008522.1	LOW_EXPRESSION
CHD1	TESTED
AC021086.1	LOW_EXPRESSION
ST8SIA4	LOW_EXPRESSION
SLCO4C1	LOW_EXPRESSION
LINC00491	LOW_EXPRESSION
GIN1	TESTED
NUDT12	TESTED
EFNA5	TESTED
FBXL17	TESTED
LINC01023	LOW_EXPRESSION
AC008467.1	LOW_EXPRESSION
PJA2	TESTED
AC012603.1	LOW_EXPRESSION
TMEM232	LOW_EXPRESSION
STARD4	TESTED
NREP	LOW_EXPRESSION
EPB41L4A	LOW_EXPRESSION
REEP5	TESTED
MCC	LOW_EXPRESSION
TRIM36	TESTED
PGGT1B	TESTED
CCDC112	TESTED
FEM1C	TESTED
TMED7-TICAM2	LOW_EXPRESSION
CDO1	LOW_EXPRESSION
ATG12	TESTED
AC034236.3	LOW_EXPRESSION
AC034236.2	LOW_EXPRESSION
SEMA6A	TESTED
AC093206.1	LOW_EXPRESSION
DTWD2	TESTED
AC008629.1	LOW_EXPRESSION
LOX	LOW_EXPRESSION
AC022101.1	LOW_EXPRESSION
PPIC	TESTED
CEP120	TESTED
LINC01170	LOW_EXPRESSION
ZNF608	TESTED
ALDH7A1	TESTED
LMNB1-DT	LOW_EXPRESSION
MARCH3	TESTED
C5orf63	TESTED
AC011416.3	LOW_EXPRESSION
AC010424.3	LOW_EXPRESSION
AC068658.1	LOW_EXPRESSION
LINC01184	TESTED
FBN2	LOW_EXPRESSION
HINT1	TESTED
RAPGEF6	TESTED
FNIP1	LOW_EXPRESSION
MEIKIN	LOW_EXPRESSION
P4HA2	TESTED
AC116366.2	LOW_EXPRESSION
AC116366.1	TESTED
IRF1	TESTED
IL5	LOW_EXPRESSION
KIF3A	TESTED
SEPT8	LOW_EXPRESSION
AC004775.1	LOW_EXPRESSION
SHROOM1	TESTED
GDF9	LOW_EXPRESSION
AFF4	TESTED
ZCCHC10	TESTED
FSTL4	LOW_EXPRESSION
C5orf15	TESTED
VDAC1	TESTED
SKP1	TESTED
PPP2CA	TESTED
CDKL3	LOW_EXPRESSION
CDKN2AIPNL	TESTED
AC109454.3	TESTED
SAR1B	TESTED
PITX1	TESTED
C5orf66-AS1	LOW_EXPRESSION
H2AFY	TESTED
TIFAB	LOW_EXPRESSION
CXCL14	TESTED
SMAD5-AS1	LOW_EXPRESSION
SMIM32	TESTED
SPOCK1	LOW_EXPRESSION
KLHL3	TESTED
HNRNPA0	TESTED
AC106791.1	LOW_EXPRESSION
FAM13B	TESTED
NME5	LOW_EXPRESSION
BRD8	TESTED
CDC23	TESTED
GFRA3	LOW_EXPRESSION
CDC25C	TESTED
AC104116.1	LOW_EXPRESSION
ETF1	TESTED
HSPA9	TESTED
AC034243.1	LOW_EXPRESSION
LRRTM2	LOW_EXPRESSION
SIL1	TESTED
SLC23A1	LOW_EXPRESSION
MZB1	TESTED
PROB1	LOW_EXPRESSION
SPATA24	LOW_EXPRESSION
DNAJC18	LOW_EXPRESSION
TMEM173	TESTED
NRG2	LOW_EXPRESSION
PFDN1	TESTED
HBEGF	TESTED
AC008438.1	LOW_EXPRESSION
SRA1	LOW_EXPRESSION
APBB3	TESTED
CD14	TESTED
NDUFA2	TESTED
DND1	LOW_EXPRESSION
HARS	TESTED
TAF7	LOW_EXPRESSION
DIAPH1	TESTED
HDAC3	TESTED
FCHSD1	TESTED
ARAP3	TESTED
AC005753.1	LOW_EXPRESSION
PCDH1	TESTED
PCDH12	LOW_EXPRESSION
GNPDA1	TESTED
SPRY4	TESTED
FGF1	LOW_EXPRESSION
ARHGAP26-AS1	LOW_EXPRESSION
NR3C1	LOW_EXPRESSION
YIPF5	TESTED
AC137770.1	LOW_EXPRESSION
PRELID2	TESTED
PLAC8L1	LOW_EXPRESSION
LARS	TESTED
PPP2R2B	LOW_EXPRESSION
DPYSL3	TESTED
JAKMIP2	LOW_EXPRESSION
SPINK1	TESTED
C5orf46	LOW_EXPRESSION
AC091948.1	LOW_EXPRESSION
AC114939.1	LOW_EXPRESSION
HTR4	LOW_EXPRESSION
SH3TC2	LOW_EXPRESSION
GRPEL2-AS1	LOW_EXPRESSION
IL17B	LOW_EXPRESSION
AC131025.2	LOW_EXPRESSION
CSNK1A1	TESTED
PDE6A	LOW_EXPRESSION
TIGD6	LOW_EXPRESSION
CSF1R	LOW_EXPRESSION
PDGFRB	LOW_EXPRESSION
CAMK2A	LOW_EXPRESSION
ARSI	LOW_EXPRESSION
CD74	TESTED
RPS14	TESTED
NDST1-AS1	LOW_EXPRESSION
RBM22	TESTED
DCTN4	TESTED
ZNF300	TESTED
TNIP1	TESTED
ANXA6	LOW_EXPRESSION
CCDC69	LOW_EXPRESSION
SPARC	TESTED
AC011374.2	LOW_EXPRESSION
ATOX1	TESTED
NMUR2	LOW_EXPRESSION
FAM114A2	TESTED
SAP30L-AS1	LOW_EXPRESSION
HAND1	LOW_EXPRESSION
FAXDC2	TESTED
GEMIN5	TESTED
TIMD4	LOW_EXPRESSION
HAVCR1	LOW_EXPRESSION
HAVCR2	LOW_EXPRESSION
MED7	LOW_EXPRESSION
AC010609.1	LOW_EXPRESSION
FNDC9	LOW_EXPRESSION
AC008676.1	LOW_EXPRESSION
ADAM19	LOW_EXPRESSION
SOX30	LOW_EXPRESSION
CLINT1	TESTED
LINC02227	LOW_EXPRESSION
EBF1	LOW_EXPRESSION
RNF145	TESTED
IL12B	LOW_EXPRESSION
PWWP2A	TESTED
AC008609.1	LOW_EXPRESSION
CCNJL	TESTED
C1QTNF2	LOW_EXPRESSION
ZBED8	LOW_EXPRESSION
SLU7	TESTED
ATP10B	TESTED
LINC02159	LOW_EXPRESSION
GABRB2	LOW_EXPRESSION
AC113414.1	LOW_EXPRESSION
NUDCD2	TESTED
AC008637.1	LOW_EXPRESSION
PANK3	TESTED
SLIT3	LOW_EXPRESSION
LCP2	LOW_EXPRESSION
AC034199.1	LOW_EXPRESSION
KCNMB1	LOW_EXPRESSION
FBXW11	TESTED
STK10	TESTED
UBTD2	TESTED
SH3PXD2B	LOW_EXPRESSION
DUSP1	TESTED
AC008429.1	LOW_EXPRESSION
AC008378.1	LOW_EXPRESSION
STC2	TESTED
BOD1	TESTED
LINC01484	LOW_EXPRESSION
LINC01485	LOW_EXPRESSION
DRD1	LOW_EXPRESSION
THOC3	TESTED
KIAA1191	TESTED
NOP16	TESTED
CLTB	TESTED
RNF44	TESTED
GPRIN1	LOW_EXPRESSION
HK3	LOW_EXPRESSION
UIMC1	TESTED
RAB24	LOW_EXPRESSION
MXD3	LOW_EXPRESSION
LMAN2	TESTED
F12	TESTED
PRR7-AS1	LOW_EXPRESSION
DBN1	TESTED
PDLIM7	TESTED
DOK3	LOW_EXPRESSION
DDX41	TESTED
FAM193B	TESTED
NHP2	TESTED
PHYKPL	TESTED
COL23A1	LOW_EXPRESSION
CLK4	TESTED
ZNF354A	LOW_EXPRESSION
GRM6	LOW_EXPRESSION
ADAMTS2	LOW_EXPRESSION
AC109479.1	LOW_EXPRESSION
AC136604.2	LOW_EXPRESSION
HNRNPH1	TESTED
