pathway	pval	log2err	ES	NES	size	leadingEdge	pathway_id	selected	status	reason
Complement and coagulation cascades	0.54468085106383	0.022337867864579	-0.303290323501153	-0.941102372844504	22	PROC;F10;SERPINA1;C3;SERPINE1;F12;SERPINF2;TFPI;PROS1;CFD	hsa04610	FALSE	DONE	NOMINAL_P_ONLY
Sphingolipid signaling pathway	0.549447852760736	0.0268640784536404	0.219273749528245	0.956930149439313	85	SGMS2;SPTLC2;MAP3K5;BAX;RAC1;KRAS;CERS6;MAP2K1;PPP2R5E;PPP2R3C;GNAQ;RHOA;SMPD1;CERS5;ASAH1	hsa04071	FALSE	DONE	NOMINAL_P_ONLY
Platelet activation	0.551124002900653	0.0265509861006362	0.223919024281565	0.951037777931471	72	PPP1CC;ACTB;ITGB1;PLCG2;ARHGEF12;LYN;MYL12B;GNAQ;RHOA;PRKCI;ITGA2;PTGS1;GNAI1;PPP1CA;RAP1B;ARHGAP35;MAPK1;VASP;PIK3R3;PIK3CB;MYL12A;ITPR3;MAPK13;RAP1A;TLN2;ADCY3	hsa04611	FALSE	DONE	NOMINAL_P_ONLY
Apoptosis - multiple species	0.557003977021653	0.0248525597253793	0.275817681545139	0.931877215570964	26	BCL2L1;BAX;BIRC5;BIRC2	hsa04215	FALSE	DONE	NOMINAL_P_ONLY
Human cytomegalovirus infection	0.573069559668156	0.019271737884772	-0.209012456976687	-0.951485908746544	154	NFKBIA;ITPR2;HLA-A;PRKCG;TAPBPL;HLA-E;TRAF2;MAPK3;HLA-C;CREB3L1;MAP2K2;TMEM173;HLA-F;TNFRSF1A;HLA-B;AKT2;BAK1;PPP3CB;PLCB3;IRF3;ARHGEF11;ATF4;AKAP13;TRAF5;B2M;CDKN1A;RB1	hsa05163	FALSE	DONE	NOMINAL_P_ONLY
Choline metabolism in cancer	0.580065641734324	0.02029260468578	-0.234518642673051	-0.933425678996957	68	JUN;PDGFA;PRKCG;FOS;PLPP1;MAPK3;MAP2K2;SLC44A4;AKT2	hsa05231	FALSE	DONE	NOMINAL_P_ONLY
Amyotrophic lateral sclerosis	0.585531389788678	0.0184459095608006	-0.196727123130151	-0.956293455035307	264	HNRNPA1;TUBB4B;CHCHD10;PSMC3;TUBA1C;NDUFB10;COX6B1;GPX2;NDUFB7;COX5B;TRAF2;NDUFS7;NDUFB8;DDIT3;NDUFV1;KLC1;MAP1LC3A;NDUFA2;UQCRC1;NDUFA3;COX4I1;TNFRSF1A;ATP5F1D;SQSTM1;BAD;KLC4;TUBA1A;PPP3CB;TUBA4A;SPG11;XBP1;NDUFB11;NDUFA4L2;UQCR11;OPTN;RAB1A;NDUFB1;NDUFS6;MAP2K3;ATF4;NUP98;NDUFA11;NDUFC1;COX7C;NDUFA10	hsa05014	FALSE	DONE	NOMINAL_P_ONLY
Tryptophan metabolism	0.588020452885318	0.0209370908169415	-0.280532750767013	-0.910701428429343	26	ALDH2;ALDH1B1;AFMID;AOC1;KYAT1;DLD	hsa00380	FALSE	DONE	NOMINAL_P_ONLY
Amoebiasis	0.588326983027364	0.0201164527929248	-0.23890197182483	-0.92788719819548	60	PRKCG;COL1A2;FN1;PLCB3;ACTN1;LAMA1;LAMB2;COL4A4;NOS2;TNF;LAMB1;LAMB3;MUC2;GNA14;LAMA5;RELA;PIK3R1;PRKACA	hsa05146	FALSE	DONE	NOMINAL_P_ONLY
Cellular senescence	0.603545734840699	0.0260408931785063	0.202084121913916	0.941738637845112	127	CCNB2;PPP1CC;EIF4EBP1;CAPN2;RAD1;CALM1;E2F1;CDK4;VDAC3;VDAC1;MAPKAPK2;CDK6;KRAS;MAP2K1;CDKN2A;FBXW11;RAD50;SMAD2;RHEB;NFATC3;RBL1;VDAC2;CCND1;PPP3CA;PPP1CA;CHEK1;MCU;RASSF5;IGFBP3;NFKB1;SLC25A4;CDK1;CCNA2;MYBL2;MAPK1	hsa04218	FALSE	DONE	NOMINAL_P_ONLY
Hedgehog signaling pathway	0.604645917907082	0.0238402778825044	0.254800940732343	0.912521541424248	33	KIF3A;CUL3;FBXW11;GRK2;CSNK1A1;CCND1;CSNK1E	hsa04340	FALSE	DONE	NOMINAL_P_ONLY
Glucagon signaling pathway	0.605032043674341	0.0246693542998985	0.219998221659569	0.926133551580814	68	SLC2A1;LDHB;LDHA;CALM1	hsa04922	FALSE	DONE	NOMINAL_P_ONLY
Phosphatidylinositol signaling system	0.609767891682785	0.0248459701133656	0.216685779866103	0.927075505617599	75	CALM1;IMPAD1;PLCG2;MTMR2;PIP5K1B;INPP5B;MTMR6;PIP4K2B;PIP4K2C;SYNJ2;IPMK;PIK3C3;PIKFYVE;DGKA;PIP4P2	hsa04070	FALSE	DONE	NOMINAL_P_ONLY
ErbB signaling pathway	0.61051724137931	0.0194871190960158	-0.233615031049488	-0.915819913793976	63	JUN;PRKCG;SHC2;MAPK3;HBEGF;MAP2K2;BAD;AKT2;ABL1;CDKN1A;ERBB2;PAK4	hsa04012	FALSE	DONE	NOMINAL_P_ONLY
Cholinergic synapse	0.611581676750216	0.0194999066997947	-0.236309742500949	-0.91227819560398	58	ITPR2;PRKCG;FOS;MAPK3;CREB3L1;AKT2;PLCB3;ATF4;CACNA1D;CHRM3	hsa04725	FALSE	DONE	NOMINAL_P_ONLY
Gastric cancer	0.611981108625404	0.0252476307269126	0.209823387448991	0.933667750242937	95	E2F1;SOS1;BAX;MET;EGFR;DVL3;KRAS;MLH1;CDH1;POLK;FGF2;MAP2K1;FRAT2;SMAD2;CDH17;CSNK1A1;CCND1;CTNNA1	hsa05226	FALSE	DONE	NOMINAL_P_ONLY
Chemical carcinogenesis - receptor activation	0.613722040713747	0.0253844341133135	0.204174820959435	0.935626518283412	113	EIF4EBP1;PTGES3;KPNA1;E2F1;SOS1;BIRC5;EGFR;KRAS;NOTCH2;EPHX1;ATF6B;CACNA1C;FGF2;MAP2K1;KPNA3;JAK2;STAT5B;CCND1;GNAI1;RPS6KA2;PAQR5;GSTO2;KPNB1;NFKB1;EPHX4;MAPK1;RPS6KA3;NRAS;HSP90B1;CCND3;KPNA4;ATF2	hsa05207	FALSE	DONE	NOMINAL_P_ONLY
Steroid hormone biosynthesis	0.617400644468314	0.0227201637711662	0.293681387810905	0.882725613534301	17	STS;HSD17B12;DHRS9;SRD5A1	hsa00140	FALSE	DONE	NOMINAL_P_ONLY
Hematopoietic cell lineage	0.624014417661635	0.0233110681854237	0.248846001227123	0.908437875746461	36	KITLG;IL1R2;KIT;CD14;CD24;ITGA2;IL4R;MME;IL1B;ITGA6;IL11;ITGA3	hsa04640	FALSE	DONE	NOMINAL_P_ONLY
Long-term potentiation	0.627548307037759	0.0194913801539594	-0.245617125518072	-0.900850045608929	45	ITPR2;PRKCG;MAPK3;MAP2K2;PPP3CB;RPS6KA1;PLCB3;ATF4	hsa04720	FALSE	DONE	NOMINAL_P_ONLY
Glycerophospholipid metabolism	0.63152873837348	0.0240424087834484	0.217611422450704	0.913221380591357	67	SGMS2;GPAT4;PTDSS1;CHKA;PISD;PLPP5;GPAM;CEPT1;SELENOI;AGPAT5;DGKA;GNPAT;CDS1;GPD1;SAMD8;LPCAT2;AGPAT1;CDS2;LCLAT1;LYPLA2;ETNK1	hsa00564	FALSE	DONE	NOMINAL_P_ONLY
Olfactory transduction	0.632008592910849	0.0223486268143336	0.290291559560674	0.872536720583794	17	GNB1;CALM1;GRK2	hsa04740	FALSE	DONE	NOMINAL_P_ONLY
Platinum drug resistance	0.634214186369958	0.0190394964097323	-0.237074081479836	-0.899164209995533	53	MGST3;BBC3;MGST2;MAPK3;BAD;AKT2;BAK1;CDKN1A;ERBB2;MSH2;MSH3;REV3L;BID;CASP9;ATM;MDM2;CASP8;PIK3R1	hsa01524	FALSE	DONE	NOMINAL_P_ONLY
mTOR signaling pathway	0.637096774193548	0.0248065053712848	0.201896894609452	0.927801914524755	115	EIF4EBP1;SLC7A5;SKP2;RRAGC;SOS1;IRS1;DVL3;KRAS;SGK1;RICTOR;ATP6V1A;RRAGD;MAP2K1;IKBKB;CAB39;RHOA;RHEB;FNIP2;RRAGB;RPS6KA2;FZD1;CLIP1;RPTOR;ATP6V1D;LAMTOR3;SEH1L;PRR5L;SLC38A9;LRP6;MAPK1;FZD7;RPS6KA3;NRAS;FZD6;WDR59;GSK3B;PIK3R3;PIK3CB;TBC1D7;GRB2;ATP6V1C2	hsa04150	FALSE	DONE	NOMINAL_P_ONLY
Malaria	0.640816326530612	0.0221299348211727	0.288808694471673	0.868079635287262	17	MYD88;MET;IL18;KLRB1	hsa05144	FALSE	DONE	NOMINAL_P_ONLY
Tuberculosis	0.643229813664596	0.0244122213398535	0.206241581071134	0.922970984731053	98	MYD88;CALM1;IRAK1;BAX;HSPD1;ARHGEF12;IL18;PLA2R1;LAMP1;RAB7A;JAK2;RHOA;CD14;TRAF6;PIK3C3;ATP6V0D1;PPP3CA;ATP6V0B;IFNGR2	hsa05152	FALSE	DONE	NOMINAL_P_ONLY
Primary immunodeficiency	0.644891122278057	0.0198152437300378	-0.307190658233551	-0.86185701655483	15	RFXANK;DCLRE1C;TAP1;IL7R;LCK	hsa05340	FALSE	DONE	NOMINAL_P_ONLY
Pentose phosphate pathway	0.648260869565217	0.0221352225818006	0.267900743317508	0.876794163530349	23	RPE;PRPS2;PGM2;PRPS1;RPIA;PFKM	hsa00030	FALSE	DONE	NOMINAL_P_ONLY
Endocrine resistance	0.654935622317597	0.0183717204394817	-0.223202104606035	-0.894393366550529	70	JUN;SHC2;FOS;MAPK3;HBEGF;MAP2K2;MMP9;BAD;AKT2;BIK;CDKN1A;RB1;ERBB2	hsa01522	FALSE	DONE	NOMINAL_P_ONLY
IgSF CAM signaling	0.657355679702048	0.0251865531395241	0.193609089079823	0.925879291974864	152	ACTB;ACTR3;ITGB1;TJP1;PLCG2;CDC42;ARPC2;RAC1;F11R;EPB41L3;NRCAM;NECTIN4;LYN;CDH1;MYL12B;MAP2K1;CSK;PTPN11;RHOA;CD48;PRKCI;PARD6A;PAK2;ACTR2;TRAF6;APP;CXADR;RAP1B;MAGI1;NRP2;PTPRF;LMO7;PLXNA1;PARD6B;MAPK1;SRGAP1;ARPC3;DYNLL2;AFDN;RDX;ARPC5L;EPB41L1;GSK3B;NRP1;PIK3R3;PIK3CB;MYL12A;GRB2;PARD3;TUBA1B;MAPK13;SPTAN1	hsa04517	FALSE	DONE	NOMINAL_P_ONLY
Renin secretion	0.661664880314398	0.0188115400720902	-0.247161255144175	-0.879707402954262	39	EDN3;ITPR2;EDN1;PPP3CB;PLCB3;CACNA1D;GUCY1A2;AQP1;KCNMA1;KCNJ2;PRKACA;ADRB2;PDE3B	hsa04924	FALSE	DONE	NOMINAL_P_ONLY
Mineral absorption	0.665019096832173	0.0222521346383621	0.244311763218945	0.881225117932761	34	ATP1B3;SLC31A1;ATP2B4;STEAP1;MT1H;MT1M;ATP2B1;SLC30A1;HEPH;MT1E;MT1A;SLC40A1;VDR	hsa04978	FALSE	DONE	NOMINAL_P_ONLY
Collecting duct acid secretion	0.673119880863738	0.0191716701212118	-0.296368451838949	-0.84577518678277	16	ATP6V1F;ATP6V1E2;TCIRG1	hsa04966	FALSE	DONE	NOMINAL_P_ONLY
Prostate cancer	0.673323092677931	0.0178756002125517	-0.217664052705428	-0.888422771063886	77	NFKBIA;PDGFA;MAPK3;CREB3L1;MAP2K2;MMP9;FGFR2;BAD;AKT2;ATF4;CDKN1A;RB1;ERBB2;FOLR1;BRAF;CASP9;TCF7L1;MDM2;NKX3-1;CTNNB1;LEF1;RELA;PIK3R1	hsa05215	FALSE	DONE	NOMINAL_P_ONLY
ECM-receptor interaction	0.676975945017182	0.0222788618908992	0.230667491456223	0.877984167989293	43	CD47;ITGB1;ITGAV;COL6A1;LAMA4;ITGB4;DAG1;ITGA2;LAMC1;TNC;ITGA6;AGRN;COL4A1;ITGA3;SPP1;THBS3;LAMC2	hsa04512	FALSE	DONE	NOMINAL_P_ONLY
Alanine, aspartate and glutamate metabolism	0.678433060697374	0.0212676060298378	0.27132954824891	0.853578629054473	20	PPAT;GLUD1;ASNS;GOT2;GLS;NIT2;RIMKLA	hsa00250	FALSE	DONE	NOMINAL_P_ONLY
Galactose metabolism	0.683803206191266	0.0187833384792023	-0.268667941667089	-0.852920997143871	24	GLB1;PFKL;AKR1B10;AKR1B1;GALK1;MGAM2;HK1;PFKP;GALT;GALM;GAA;HKDC1	hsa00052	FALSE	DONE	NOMINAL_P_ONLY
Mucin type O-glycan biosynthesis	0.685837837837838	0.0211694647682954	0.267916307001267	0.854421411379838	21	GALNT1;GALNT7;C1GALT1;GALNT12;B4GALT5;GALNT5	hsa00512	FALSE	DONE	NOMINAL_P_ONLY
NF-kappa B signaling pathway	0.690355329949239	0.0228204242028808	0.209225469353873	0.888630727556085	72	PTGS2;MYD88;IRAK1;PLCG2;BCL2L1;BIRC2;LYN;IKBKB;CARD11;CD14	hsa04064	FALSE	DONE	NOMINAL_P_ONLY
Phospholipase D signaling pathway	0.69244028564393	0.0230690057152936	0.203772145531101	0.895547551869792	89	KITLG;PLCG2;SOS1;PIP5K1B;EGFR;KRAS;KIT;PTK2B;MAP2K1;PTPN11;RHOA;RALA;RHEB;AGPAT5;DGKA;RALGDS	hsa04072	FALSE	DONE	NOMINAL_P_ONLY
GnRH signaling pathway	0.696592285071787	0.0175724549069424	-0.225183757769873	-0.87245918301164	59	JUN;ITPR2;EGR1;MAPK3;HBEGF;MAP2K2;PLCB3;MAP2K3;ATF4;CACNA1D	hsa04912	FALSE	DONE	NOMINAL_P_ONLY
Inositol phosphate metabolism	0.701102588686481	0.0224404611923246	0.212220587548602	0.880106973724291	64	PLCG2;MTMR2;PIP5K1B;INPP5B;MTMR6;PIP4K2B;PIP4K2C;SYNJ2;IPMK;PIK3C3;PIKFYVE;FIG4;MINPP1	hsa00562	FALSE	DONE	NOMINAL_P_ONLY
Carbohydrate digestion and absorption	0.703072935949648	0.0184380793328517	-0.267537938705011	-0.838333598156345	23	AKT2;PLCB3;CACNA1D;ATP1A1;MGAM2;HK1;HKDC1;PIK3R1;SLC5A1	hsa04973	FALSE	DONE	NOMINAL_P_ONLY
Fc gamma R-mediated phagosome formation	0.70529087862102	0.0223271183515722	0.207532322748429	0.879009882256511	70	ACTR3;ASAP1;PLCG2;CDC42;PIP5K1B;ARPC2;RAC1;LYN;MAP2K1	hsa04666	FALSE	DONE	NOMINAL_P_ONLY
Progesterone-mediated oocyte maturation	0.707607917958502	0.0222148141706255	0.20868594881743	0.875765013356516	67	CDC25B;MAD2L1;CCNB2;KRAS;MAP2K1;GNAI1;RPS6KA2;ANAPC7;KIF22;ANAPC13;CDK1;CCNA2;MAPK1;CDC16;RPS6KA3;PIK3R3;PIK3CB;HSP90AA1	hsa04914	FALSE	DONE	NOMINAL_P_ONLY
Hormone signaling	0.717661097852029	0.0220037088086317	0.206546631583493	0.872311048702417	69	ADIPOR1;GNB1;ITGAV;GNG4;IRS1;JAK2;GNAQ;RHOA;STAT5B;SMAD1;GNAI1;GNG5;ADIPOR2;RAMP1;AGT;THRB;GNA12;GNA11;AMH;PIK3R3;PIK3CB;HEPH;RAPGEF3;IGF1R;ADCY3	hsa04081	FALSE	DONE	NOMINAL_P_ONLY
Notch signaling pathway	0.720712773465067	0.0173623422400133	-0.230060324078515	-0.850758820239833	47	NRARP;MAML3;HES1;PSENEN	hsa04330	FALSE	DONE	NOMINAL_P_ONLY
Protein export	0.744920174165457	0.01728711641568	-0.248216087271693	-0.814444717238974	27	SRP14;TMEM208;SEC11C;IMMP2L;SRPRB;SEC61B	hsa03060	FALSE	DONE	NOMINAL_P_ONLY
Mismatch repair	0.747012696041822	0.0176677875323547	-0.269165584585662	-0.799823459381443	19	RFC1;POLD1;MSH2;MLH3;MSH3	hsa03430	FALSE	DONE	NOMINAL_P_ONLY
Citrate cycle (TCA cycle)	0.751215201060539	0.0201030069688066	0.242074303585156	0.817871888134546	26	IDH1;SDHB;CS;ACLY;SDHA;DLAT;OGDH;SDHC	hsa00020	FALSE	DONE	NOMINAL_P_ONLY
Pyrimidine metabolism	0.761162296243799	0.0166258800530875	-0.22770491800912	-0.824111584920888	42	NME3;ENTPD8;NT5C	hsa00240	FALSE	DONE	NOMINAL_P_ONLY
Longevity regulating pathway - multiple species	0.765528225092904	0.0165245048559652	-0.223669352693162	-0.82378186921872	46	HSPA1B;HSPA1A;HSPA6;AKT2;INSR;PRKAG2;PIK3R1;PRKACA;ATG5;FOXO1;IRS2;SOD1;PRKAA2;SOD2	hsa04213	FALSE	DONE	NOMINAL_P_ONLY
Cushing syndrome	0.770028432848302	0.0156205318145506	-0.201343657131819	-0.851335196758414	95	ITPR2;NR4A1;MAPK3;CREB3L1;MAP2K2;WNT11;RASD1;PLCB3;WNT4;DVL1;ATF4;FZD3;CACNA1D;CDKN1A;RB1	hsa04934	FALSE	DONE	NOMINAL_P_ONLY
Synaptic vesicle cycle	0.788317256162915	0.0162348963351906	-0.225424580533913	-0.802341257685657	39	CLTA;ATP6V1F;ATP6V1E2;TCIRG1;UNC13B;SLC18A1;ATP6V1C1;STX3;AP2A2;AP2S1;AP2B1;STX1A;DNM1;SLC1A1;ATP6V1H;VAMP2	hsa04721	FALSE	DONE	NOMINAL_P_ONLY
Lysosome biogenesis	0.794900047221785	0.0142851878431205	-0.186058845531815	-0.870262665202416	189	GPR155;BLOC1S1;CLTA;NEU1;ATP6V1F;NAGLU;SNAP29;AP1G2;SLC2A6;CD63;AP1M1;ABCA5;TFEB;M6PR;AP1M2;GLB1;ATP6V1E2;TCIRG1;SPG11;TPCN1;ATP6AP1;DEPTOR;CLCN7;MLST8;DNASE2;CTSZ;LAMTOR4;STX17;AP1S3;VPS39;IGF2R;NAGA;GUSB;HYAL1;CTSS;KXD1;CTSO;IDS;DMXL1;PLA2G15;ATP6V1C1;OSBPL7;AP5Z1;AP5S1;LAMP2;FUCA1;BLOC1S4	hsa04142	FALSE	DONE	NOMINAL_P_ONLY
Viral life cycle - HIV-1	0.799723119520074	0.0198108689005535	0.209718512590243	0.816220264220816	47	SAMHD1;XPO1;RAN;MAP1B;TNPO3;ELL;VPS4B;SUPT4H1;KAT2B	hsa03250	FALSE	DONE	NOMINAL_P_ONLY
Adipocytokine signaling pathway	0.799929428369795	0.0158424157898368	-0.217623590107355	-0.804768008206855	47	NFKBIA;TRAF2;PCK1;SOCS3;TNFRSF1A;AKT2	hsa04920	FALSE	DONE	NOMINAL_P_ONLY
Endometrial cancer	0.802741635687732	0.0198590780017481	0.207968203890705	0.816837402370293	49	SOS1;BAX;EGFR;KRAS;MLH1;CDH1;POLK;MAP2K1;CCND1;CTNNA1;ELK1	hsa05213	FALSE	DONE	NOMINAL_P_ONLY
cGMP-PKG signaling pathway	0.804594861660079	0.0207609354900429	0.190768082354252	0.842204142500771	91	PPP1CC;CALM1;VDAC3;ATP1B3;VDAC1;IRS1;ATF6B;CACNA1C;MAP2K1;GNAQ;RHOA;ATP2B4;NFATC3;VDAC2;GNAI1;PPP3CA;PPP1CA;SLC25A4;MAPK1;VASP;GNA12;GNA11;ATP2A2;ATF2;SLC25A5	hsa04022	FALSE	DONE	NOMINAL_P_ONLY
Shigellosis	0.80471327572663	0.0140809028191376	-0.185083167903877	-0.865273001002886	188	JUN;UBB;NFKBIA;ITPR2;PLCD1;UBC;PYCARD;UBA52;TRAF2;DOCK1;MAPK3;MAP1LC3A;TMEM173;HIST1H3B;TNFRSF1A;SQSTM1;RPS27A;AKT2;PLCB3;ILK;C3;IRF3;ACTN1;HIST1H3A;FNBP1;ARPC1B;TRAF5	hsa05131	FALSE	DONE	NOMINAL_P_ONLY
T cell receptor signaling pathway	0.812510652803818	0.0151175265839807	-0.200386797827857	-0.819374169153586	78	JUN;NFKBIA;FOS;MAPK3;MAP2K2;PTPN6;VAV3;AKT2;PPP3CB	hsa04660	FALSE	DONE	NOMINAL_P_ONLY
Butanoate metabolism	0.815682062298604	0.0184419938311596	0.249539180117278	0.75004625765287	17	EHHADH;ACAT1;HMGCL;ECHS1	hsa00650	FALSE	DONE	NOMINAL_P_ONLY
Endocrine and other factor-regulated calcium reabsorption	0.821873308067136	0.0157786447239392	-0.228986855453052	-0.770722676906695	30	PRKCG;CLTA;KLK1;PLCB3	hsa04961	FALSE	DONE	NOMINAL_P_ONLY
Cholesterol metabolism	0.822028206850235	0.0189412859890119	0.224694487258457	0.778631617317535	29	NCEH1;VDAC3;VDAC1;LIPG;VDAC2;VAPA;LIPA;LPL	hsa04979	FALSE	DONE	NOMINAL_P_ONLY
Other glycan degradation	0.82393448725107	0.0161888846368252	-0.2628047342951	-0.737327448492447	15	NEU1;GLB1;HEXDC;FUCA1	hsa00511	FALSE	DONE	NOMINAL_P_ONLY
Human papillomavirus infection	0.829750778816199	0.0135140981583095	-0.180697338458596	-0.862979412786373	226	HLA-A;IRF1;MAML3;HES1;HLA-E;COL1A2;THBS1;ATP6V1F;MAPK3;STAT1;HLA-C;CREB3L1;FN1;IKBKE;MAP2K2;COL9A3;HLA-F;TNFRSF1A;BAD;HLA-B;WNT11;AKT2;BAK1;ATP6V1E2;TCIRG1;IRF3;WNT4;ATP6AP1;DVL1;LAMA1;FZD3	hsa05165	FALSE	DONE	NOMINAL_P_ONLY
Circadian entrainment	0.829941603256061	0.0153528342431647	-0.212348542000224	-0.782086936580838	46	PRKCG;PRKG1;FOS;MAPK3;RASD1;PLCB3	hsa04713	FALSE	DONE	NOMINAL_P_ONLY
Motor proteins	0.835677643554526	0.0142851878431205	-0.190837899275998	-0.828438863705679	114	MYO9B;TUBB4B;TUBA1C;MYO18A;DYNC2LI1;KLC1;KIF13B;KIF2C;MYL6;KLC4;BICDL2;KIFAP3;TUBA1A;TUBA4A;MYO1D;KIFC1;KIF1C	hsa04814	FALSE	DONE	NOMINAL_P_ONLY
Longevity regulating pathway	0.836221220033231	0.019564044890536	0.192538109136546	0.810533837428988	68	EIF4EBP1;ADIPOR1;BAX;IRS1;KRAS;ATF6B;RHEB;RPTOR;ADIPOR2;PRKAB2;NFKB1;NRAS;ATF2;PIK3R3;PIK3CB;RB1CC1;SESN1;FOXO3;IGF1R;ADCY3	hsa04211	FALSE	DONE	NOMINAL_P_ONLY
DNA replication	0.83829121002013	0.0186353293871468	0.218923246873541	0.772594001081338	31	MCM6;SSBP1;POLE3;RFC4;RPA3;MCM5;PRIM1;RFC5;RNASEH1;PCNA;MCM7;POLE;MCM2	hsa03030	FALSE	DONE	NOMINAL_P_ONLY
Insulin signaling pathway	0.841429650138434	0.0203610357742636	0.184638862984433	0.834841210396297	104	PPP1CC;HK2;EIF4EBP1;CALM1;SOS1;IRS1;KRAS;MAP2K1;IKBKB;RHOQ;PRKAR2B;PRKCI;RHEB;ELK1;PYGL;TRIP10;PPP1CA;RPTOR	hsa04910	FALSE	DONE	NOMINAL_P_ONLY
Type II diabetes mellitus	0.842984409799555	0.0184890640973116	0.223467689324984	0.760984392931897	27	HK2;IRS1;CACNA1C;IKBKB	hsa04930	FALSE	DONE	NOMINAL_P_ONLY
Purine metabolism	0.847255949490044	0.019710675673393	0.187169519900179	0.812088853244549	81	PRPS2;PAICS;PDE7A;PGM2;PPAT;RRM2B;C2orf48;AK6;GMPS;PRPS1;AK2;ATIC;ADK;GART;PRUNE1;NT5C2;PAPSS2;ENPP4;NUDT9;NME6;PGM1;NME1	hsa00230	FALSE	DONE	NOMINAL_P_ONLY
Retinol metabolism	0.849332759362893	0.0178718590215315	0.233237967839368	0.733745904626437	20	ADH1C;DHRS9;CYP26B1;RDH10	hsa00830	FALSE	DONE	NOMINAL_P_ONLY
Alcoholic liver disease	0.855340622371741	0.014185527561584	-0.191613767723284	-0.802480959916225	90	NFKBIA;ALDH2;ALDH1B1;IKBKE;FABP1;TNFRSF1A;ACADM;AKT2;C3;IRF3;MAP2K3;ACACB;TRA2B;LPIN3;TNF;PRKAG2;MAPK14;TCF7L1;MAP2K6;CTNNB1;LEF1;RELA;CASP8;ADH6;LPIN1;FOXO1;TRADD;PRKAA2	hsa04936	FALSE	DONE	NOMINAL_P_ONLY
Inflammatory mediator regulation of TRP channels	0.859342679843714	0.0186711693920784	0.201545360443683	0.779634963851151	46	PPP1CC;CALM1;PLCG2;CYP2J2;GNAQ	hsa04750	FALSE	DONE	NOMINAL_P_ONLY
Vasopressin-regulated water reabsorption	0.865943992773261	0.0150389705030668	-0.215395260951632	-0.745572284476918	35	DYNC2LI1;CREB3L1;STX4;ARHGDIG	hsa04962	FALSE	DONE	NOMINAL_P_ONLY
Drug metabolism - other enzymes	0.887356733524355	0.0145591958199475	-0.205125581451597	-0.725293967698445	38	MGST3;NME3;MGST2	hsa00983	FALSE	DONE	NOMINAL_P_ONLY
Regulation of lipolysis in adipocytes	0.892849136964806	0.0177342113347808	0.208019594227032	0.726480473628939	30	PTGS2;IRS1;PTGS1;GNAI1	hsa04923	FALSE	DONE	NOMINAL_P_ONLY
Neuroactive ligand signaling	0.896259703599153	0.0141997232718026	-0.198392671471401	-0.733652427037507	47	PRKCG;SLC17A9;P2RY1;P2RX4;PLCB3;CHRM3;SLC18A1;ACHE;GRIN2B;GNB5;PRKACA;ADRB2;OGFRL1;SLC1A1	hsa04082	FALSE	DONE	NOMINAL_P_ONLY
Gastric acid secretion	0.930265995686556	0.0139295210197022	-0.194925193111739	-0.685049874706672	37	ITPR2;PRKCG;PLCB3;CHRM3;ATP1A1	hsa04971	FALSE	DONE	NOMINAL_P_ONLY
Cytosolic DNA-sensing pathway	0.93781483411499	0.0133198837658502	-0.182264063165153	-0.701031198416125	57	NFKBIA;PYCARD;IKBKE;TMEM173;DDX58;IRF3;DNASE2;GSDMD;ZBP1;POLR2L;POLR3C;IRF7;DDX41;MAVS;RELA;CASP8;NFKBIB;POLR3A	hsa04623	FALSE	DONE	NOMINAL_P_ONLY
Axon guidance	0.941702550513415	0.0125681035109179	-0.173490642312252	-0.755034219872693	116	RRAS;MAPK3;NEO1;NGEF;EPHB4;LIMK2;EFNA1;EPHB2;ROBO1;PPP3CB;ILK;PLXNB2;WNT4;EPHB3;FZD3;ABL1;NTNG2;RGS3;PTCH1;PLXNA3;PAK4	hsa04360	FALSE	DONE	NOMINAL_P_ONLY
Autophagy - other	0.968772826880935	0.0135739266468524	-0.184761158563366	-0.599795391311235	26	MLST8;ATG2B;ATG12;IGBP1;PPP2CA;ATG2A;GABARAPL1;ATG4D;ATG5;ATG13;WIPI1	hsa04136	FALSE	DONE	NOMINAL_P_ONLY
TGF-beta signaling pathway	0.97025641025641	0.0125937385421453	-0.167580375252894	-0.678170058770536	73	ID1;THBS1;MAPK3;FMOD;LEFTY1;NEO1;SIN3A;ID4	hsa04350	FALSE	DONE	NOMINAL_P_ONLY
Circadian rhythm	0.971793149764943	0.0164741120528418	0.177839816289188	0.616266582550491	29	CLOCK;FBXW11;CSNK1E;PER3;NR1D2;PRKAB2	hsa04710	FALSE	DONE	NOMINAL_P_ONLY
Glutamatergic synapse	0.972043757596805	0.0127950200976283	-0.169845882289939	-0.637554554614011	50	ITPR2;PRKCG;MAPK3;PPP3CB;PLCB3	hsa04724	FALSE	DONE	NOMINAL_P_ONLY
Insulin resistance	0.979138398914518	0.0123466517714437	-0.163873498894075	-0.67671728696786	83	NFKBIA;PCK1;CREB3L1;SOCS3;NR1H2;TNFRSF1A;AKT2;RPS6KA1;INSR;SLC27A2;ACACB;TBC1D4;MLXIPL;PPP1CB	hsa04931	FALSE	DONE	NOMINAL_P_ONLY
FoxO signaling pathway	0.988317176236639	0.01776013762356	0.153052804185686	0.681051188286443	95	CCNB2;SKP2;SOS1;EGFR;IRS1;KRAS;SGK1;MAP2K1;IKBKB;CCND1;CSNK1E;STK4	hsa04068	FALSE	DONE	NOMINAL_P_ONLY
