cohort	contrast	direction	library	term	universe_n	selected_n	term_n	overlap_n	p_value	genes	q_contrast	q_joint4
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Differentiation (GO:0045595)	13204	282	150	4	0.3989922772	CCN2;CTNNB1;PLEKHB1;PRAME	0.986963865	0.9716749334
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Division (GO:0051302)	13204	282	65	1	0.7550505725	SFRP2	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Growth (GO:0001558)	13204	282	184	5	0.3571480746	FRZB;NDUFA13;SFRP1;SFRP2;TNC	0.9561816749	0.9444666048
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Junction Assembly (GO:1901888)	13204	282	21	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	13204	282	313	13	0.01716740619	ANXA1;CD74;CGA;DLG5;INSR;KRT5;MMP7;SEMA5A;SFRP1;SFRP2;STC1;TNC;TWIST1	0.271298388	0.2684319164
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)	13204	282	22	1	0.3783200357	ANXA1	0.9749781137	0.9627262137
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Morphogenesis (GO:0022604)	13204	282	27	2	0.1126145202	EFNA5;SPARC	0.5941373217	0.6068939047
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Motility (GO:2000145)	13204	282	80	4	0.09176725845	CAVIN1;KRT5;TNC;TWIST1	0.5566178327	0.5614996122
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell Size (GO:0008361)	13204	282	20	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion (GO:0022407)	13204	282	25	2	0.0989126226	EFNA5;FSTL3	0.5581563347	0.5756751337
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell-Matrix Adhesion (GO:0001952)	13204	282	55	3	0.1127655419	EFNA5;HOXA7;SFRP1	0.5941373217	0.6068939047
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell-Substrate Adhesion (GO:0010810)	13204	282	33	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cell-Substrate Junction Assembly (GO:0090109)	13204	282	20	1	0.3508457501	EFNA5	0.9558476178	0.9349229844
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Biosynthetic Process (GO:0031326)	13204	282	63	3	0.1514218657	C3;RPL10;STC2	0.6862357956	0.6880469206
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Catabolic Process (GO:0031329)	13204	282	57	1	0.708638818	IFI16	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Component Biogenesis (GO:0044087)	13204	282	30	1	0.4771056837	APOE	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Component Organization (GO:0051128)	13204	282	125	2	0.7505621508	APOE;TNC	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Component Size (GO:0032535)	13204	282	38	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Localization (GO:0060341)	13204	282	50	3	0.09085337953	KRT5;PARD6A;TRIM22	0.5566178327	0.5589743596
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Metabolic Process (GO:0031323)	13204	282	40	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Response To Heat (GO:1900034)	13204	282	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Response To Stress (GO:0080135)	13204	282	98	1	0.8803962141	AMFR	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	13204	282	19	1	0.3366582357	DKK3	0.9402123612	0.9185166056
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cellular Senescence (GO:2000772)	13204	282	28	1	0.4539825999	TWIST1	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Centriole Replication (GO:0046599)	13204	282	16	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Centrosome Cycle (GO:0046605)	13204	282	21	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Centrosome Duplication (GO:0010824)	13204	282	27	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Chemokine Production (GO:0032642)	13204	282	23	1	0.391619516	CD74	0.9851047619	0.9696127477
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Chemotaxis (GO:0050920)	13204	282	20	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cholesterol Efflux (GO:0010874)	13204	282	25	1	0.4173739225	APOE	1	0.9863009213
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cholesterol Metabolic Process (GO:0090181)	13204	282	20	1	0.3508457501	APOE	0.9558476178	0.9349229844
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cholesterol Transport (GO:0032374)	13204	282	16	1	0.292215034	APOC1	0.9201290671	0.8789431943
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Chromatin Organization (GO:1902275)	13204	282	24	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Chromosome Organization (GO:0033044)	13204	282	42	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Chromosome Segregation (GO:0051983)	13204	282	24	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cilium Assembly (GO:1902017)	13204	282	63	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	13204	282	103	1	0.8927235565	BSCL2	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Collagen Biosynthetic Process (GO:0032965)	13204	282	15	2	0.03973948038	RGCC;VIM	0.3926442001	0.4012471461
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)	13204	282	46	1	0.6301977712	CCND1	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	13204	282	69	2	0.4354441036	CCND1;RGCC	1	0.9947258598
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)	13204	282	69	2	0.4354441036	AQP1;NDUFA13	1	0.9947258598
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cytokine Production (GO:0001817)	13204	282	104	8	0.00171862416	ANXA1;CCDC88B;HLA-DRB1;IFI16;LTF;RGCC;SAA1;SOD1	0.06763617663	0.07436308952
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)	13204	282	28	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)	13204	282	37	1	0.5506163812	CD74	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cytokinesis (GO:0032465)	13204	282	62	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cytoplasmic Translation (GO:2000765)	13204	282	19	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cytoskeleton Organization (GO:0051493)	13204	282	92	1	0.8637270821	EFNA5	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480)	13204	282	16	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Defense Response (GO:0031347)	13204	282	66	4	0.05239788942	ANXA1;APOE;BIRC3;TNC	0.4451631274	0.4497186843
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Defense Response To Virus (GO:0050688)	13204	282	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Defense Response To Virus By Host (GO:0050691)	13204	282	27	1	0.4420417773	TRIM22	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Dendrite Development (GO:0050773)	13204	282	24	1	0.4046354705	PTN	0.9904800843	0.9799345267
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Dendrite Morphogenesis (GO:0048814)	13204	282	20	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Dendritic Spine Development (GO:0060998)	13204	282	15	1	0.2767509168	DLG5	0.9192226718	0.8669755348
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	13204	282	22	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Developmental Growth (GO:0048638)	13204	282	25	3	0.01566186647	APOE;INSR;SOD1	0.2540887911	0.2555592984
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair (GO:2000779)	13204	282	77	1	0.8112197632	TWIST1	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	13204	282	62	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)	13204	282	21	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Early Endosome To Late Endosome Transport (GO:2000641)	13204	282	18	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Embryonic Development (GO:0045995)	13204	282	54	1	0.6890590195	INSR	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Endocytosis (GO:0030100)	13204	282	50	1	0.6608986411	APOE	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Endopeptidase Activity (GO:0052548)	13204	282	42	8	2.463082965e-06	BIRC3;PSMB9;SERPINA1;SERPINA6;SERPINF1;SERPING1;TIMP1;TIMP3	0.0003130167935	0.00043530655
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)	13204	282	22	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	13204	282	22	3	0.01099036514	CCL2;RGCC;SEMA5A	0.2056762629	0.2118641002
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Endothelial Cell Migration (GO:0010594)	13204	282	62	4	0.04327857269	APOE;PTN;SPARC;STC1	0.4102310375	0.4159879887
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Endothelial Cell Proliferation (GO:0001936)	13204	282	60	5	0.008993996054	APOE;NR4A1;RGCC;SEMA5A;SPARC	0.1810672473	0.189515806
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Epidermal Cell Differentiation (GO:0045604)	13204	282	15	2	0.03973948038	MAFF;ZFP36	0.3926442001	0.4012471461
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	13204	282	42	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	13204	282	23	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	13204	282	40	2	0.2101553507	PLCG2;PTN	0.8207091161	0.7865859331
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Epithelial Cell Proliferation (GO:0050678)	13204	282	67	5	0.01410761511	NR4A1;SFRP1;SFRP2;TGFBR3;ZFP36	0.2377222221	0.2414418864
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)	13204	282	67	6	0.003015940943	CTNNB1;FOXC1;RGCC;SFRP1;SFRP2;TWIST1	0.09785765825	0.1043973157
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Erythrocyte Differentiation (GO:0045646)	13204	282	32	2	0.1487182124	HOXA5;ZFP36	0.6785198922	0.6798237266
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Establishment Of Cell Polarity (GO:2000114)	13204	282	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Establishment Of Planar Polarity (GO:0090175)	13204	282	24	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Exocytosis (GO:0017157)	13204	282	40	1	0.5788780939	SEPTIN4	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Exosomal Secretion (GO:1903541)	13204	282	16	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Extracellular Matrix Organization (GO:1903053)	13204	282	16	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	13204	282	53	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	13204	282	18	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	13204	282	23	1	0.391619516	SFRP1	0.9851047619	0.9696127477
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Fat Cell Differentiation (GO:0045598)	13204	282	59	4	0.03707784128	FRZB;SFRP1;SFRP2;ZFP36	0.3926442001	0.3922873123
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Fatty Acid Biosynthetic Process (GO:0042304)	13204	282	19	1	0.3366582357	APOC1	0.9402123612	0.9185166056
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	13204	282	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Fibroblast Migration (GO:0010762)	13204	282	18	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Fibroblast Proliferation (GO:0048145)	13204	282	39	6	0.0001622644282	AQP1;CD74;CTNNB1;FTH1;S100A6;SFRP1	0.01207089039	0.01454352889
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Filopodium Assembly (GO:0051489)	13204	282	28	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Focal Adhesion Assembly (GO:0051893)	13204	282	46	2	0.2576673284	EFNA5;SFRP1	0.9007281967	0.8459750124
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Gluconeogenesis (GO:0006111)	13204	282	25	1	0.4173739225	NNMT	1	0.9863009213
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Glucose Import (GO:0046324)	13204	282	26	1	0.4298407678	INSR	1	0.9896691836
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Glucose Metabolic Process (GO:0010906)	13204	282	24	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Glycogen Biosynthetic Process (GO:0005979)	13204	282	18	1	0.3221617712	INSR	0.9375891243	0.9071685997
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Glycolytic Process (GO:0006110)	13204	282	33	1	0.5099733825	INSR	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Heart Contraction (GO:0008016)	13204	282	30	1	0.4771056837	S100A1	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)	13204	282	17	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	13204	282	17	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Hippo Signaling (GO:0035330)	13204	282	22	1	0.3783200357	DLG5	0.9749781137	0.9627262137
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Histone Acetylation (GO:0035065)	13204	282	18	1	0.3221617712	TWIST1	0.9375891243	0.9071685997
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Histone Deacetylation (GO:0031063)	13204	282	18	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Histone Modification (GO:0031056)	13204	282	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Hydrolase Activity (GO:0051336)	13204	282	54	3	0.1082325812	EFNA5;NTRK2;SOD1	0.5847818823	0.6002662667
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Immune Response (GO:0050776)	13204	282	44	2	0.2417710724	BIRC3;HLA-DRB1	0.8731814928	0.8255440626
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Inflammatory Response (GO:0050727)	13204	282	147	6	0.09526025083	ANXA1;APOE;BIRC3;LGALS1;SAA1;TNC	0.5576655759	0.5696095437
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Innate Immune Response (GO:0045088)	13204	282	64	2	0.3983443099	BIRC3;IFI16	0.986963865	0.9707563412
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Insulin Receptor Signaling Pathway (GO:0046626)	13204	282	35	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Insulin Secretion (GO:0050796)	13204	282	52	3	0.09938846872	EFNA5;SFRP1;TRH	0.5587738794	0.5776526634
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178)	13204	282	17	2	0.05006112391	EFNA5;HLA-DRB1	0.4310323875	0.438410854
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interferon-Alpha Production (GO:0032647)	13204	282	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interferon-Beta Production (GO:0032648)	13204	282	42	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interleukin-1 Beta Production (GO:0032651)	13204	282	52	2	0.3053308949	IFI16;ORM1	0.9263008329	0.8898684917
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interleukin-10 Production (GO:0032653)	13204	282	22	2	0.07935852113	HLA-DRB1;PLCG2	0.5198903537	0.529369935
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interleukin-12 Production (GO:0032655)	13204	282	23	1	0.391619516	PLCG2	0.9851047619	0.9696127477
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interleukin-17 Production (GO:0032660)	13204	282	16	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interleukin-2 Production (GO:0032663)	13204	282	28	2	0.1196395683	PLCG2;ZFP36	0.6107124409	0.6251248401
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interleukin-6 Production (GO:0032675)	13204	282	67	4	0.05482901794	CD74;ORM1;PLCG2;TWIST1	0.4529629243	0.4606505886
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Interleukin-8 Production (GO:0032677)	13204	282	51	2	0.2974100323	ANXA1;CD74	0.9201290671	0.8846500226
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146)	13204	282	22	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Intracellular Protein Transport (GO:0033157)	13204	282	33	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Intracellular Signal Transduction (GO:1902531)	13204	282	229	3	0.8708760842	LBH;NTRK2;PLCG2	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143)	13204	282	19	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Intracellular Transport (GO:0032386)	13204	282	32	1	0.4992528623	CRYAB	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	13204	282	46	2	0.2576673284	NDUFA13;SEPTIN4	0.9007281967	0.8459750124
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229)	13204	282	15	1	0.2767509168	SFRP2	0.9192226718	0.8669755348
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Keratinocyte Differentiation (GO:0045616)	13204	282	23	4	0.001308939115	FOXC1;HOXA7;PLAAT4;ZFP36	0.05622907467	0.06174649631
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Keratinocyte Proliferation (GO:0010837)	13204	282	21	1	0.3647308759	ZFP36	0.9561816749	0.9458145369
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Kinase Activity (GO:0043549)	13204	282	56	5	0.006737904719	CD74;HLA-DRB1;INSR;NTRK2;SOD1	0.1527926349	0.1621231609
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Lamellipodium Assembly (GO:0010591)	13204	282	24	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Lipid Biosynthetic Process (GO:0046890)	13204	282	19	2	0.06122541074	APOE;C3	0.4771031213	0.4799980501
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Lipid Metabolic Process (GO:0019216)	13204	282	37	2	0.186743288	APOC1;PLCG2	0.7693701924	0.7520766968
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Lipid Storage (GO:0010883)	13204	282	16	1	0.292215034	C3	0.9201290671	0.8789431943
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Long-Term Synaptic Potentiation (GO:1900271)	13204	282	18	2	0.05554365039	APOE;PTN	0.4529629243	0.4606505886
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Lysosomal Lumen pH (GO:0035751)	13204	282	21	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of mRNA Catabolic Process (GO:0061013)	13204	282	44	2	0.2417710724	VIM;ZFP36	0.8731814928	0.8255440626
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of mRNA Metabolic Process (GO:1903311)	13204	282	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of mRNA Processing (GO:0050684)	13204	282	34	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	13204	282	79	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of mRNA Stability (GO:0043488)	13204	282	65	2	0.4058576183	VIM;ZFP36	0.9914823674	0.9800580755
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Macroautophagy (GO:0016241)	13204	282	85	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Macromolecule Biosynthetic Process (GO:0010556)	13204	282	48	1	0.6458795778	RPL10	1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Macromolecule Metabolic Process (GO:0060255)	13204	282	103	3	0.3779898601	APOE;ASCL1;CRIP1	0.9749781137	0.9627262137
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Macrophage Activation (GO:0043030)	13204	282	18	1	0.3221617712	CD74	0.9375891243	0.9071685997
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Macrophage Chemotaxis (GO:0010758)	13204	282	15	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743)	13204	282	19	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Meiotic Cell Cycle (GO:0051445)	13204	282	19	1	0.3366582357	NPPC	0.9402123612	0.9185166056
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043)	13204	282	15	3	0.003625025699	APOE;TIMP1;TIMP3	0.107342994	0.1137703807
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Metal Ion Transport (GO:0010959)	13204	282	20	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099)	13204	282	28	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of miRNA Transcription (GO:1902893)	13204	282	47	0	1		1	1
Pal2021_reprocessed	high_vs_zero	down	GO_Biological_Process_2023	Regulation Of Microtubule Cytoskeleton Organization (GO:0070507)	13204	282	32	1	0.4992528623	EFNA5	1	1
