cohort	contrast	gene	n_high	n_reference	mean_log_high	mean_log_reference	mean_log_difference	mean_CP10k_high	mean_CP10k_reference	descriptive_log2ratio	detection_high	detection_reference	welch_t	welch_df	p_value	q_contrast	q_joint4
Wu2021	high_vs_zero	XRCC3	7222	10045	0.0171499462	0.02357650742	-0.006426561218	0.02571100886	0.04466916695	-0.2026464799	0.0400166159	0.02906918865	-3.226633704	17210.10731	0.001254899342	0.002264636746	0.001795753488
Wu2021	high_vs_zero	ZFYVE21	7222	10045	0.3653746114	0.3838610253	-0.01848641396	0.663026	0.8384458869	-0.2985413405	0.4577679313	0.3361871578	-2.235645481	17009.03809	0.02538792467	0.03755689538	0.0323512067
Wu2021	high_vs_zero	PPP1R13B	7222	10045	0.06221079924	0.05432963944	0.0078811598	0.1018126236	0.1031246058	-0.009348593888	0.1049570756	0.06182180189	2.250601208	16159.1681	0.0244241957	0.03623432599	0.03117968092
Wu2021	high_vs_zero	ATP5MJ	7222	10045	1.166669322	1.157611294	0.009058028064	3.097409623	3.596539604	-0.2092717893	0.8166712822	0.6896963664	0.7371738752	17067.44437	0.4610267519	0.5193150305	0.4967408479
Wu2021	high_vs_zero	TDRD9	7222	10045	0.01338253484	0.01737164201	-0.003989107177	0.02321660849	0.03278639296	-0.1079105853	0.01924674605	0.01891488303	-2.122917837	17032.17429	0.03377511969	0.0489008645	0.04245036435
Wu2021	high_vs_zero	ASPG	7222	10045	0.01401594781	0.007212026625	0.006803921182	0.02278029173	0.01468748763	0.09837100049	0.02118526724	0.007267297163	4.325825708	14057.94222	1.530097983e-05	3.407551849e-05	2.495730455e-05
Wu2021	high_vs_zero	INF2	7222	10045	0.1380423668	0.1810698838	-0.04302751699	0.2399994099	0.3697989641	-0.4665112898	0.212821933	0.1819810851	-7.475683616	17201.50339	8.049165312e-14	3.26405985e-13	1.9117198e-13
Wu2021	high_vs_zero	ADSS1	7222	10045	0.03142047217	0.05422138503	-0.02280091286	0.05331888263	0.1038573632	-0.411024678	0.05483245638	0.06212045794	-7.515803433	17232.14559	5.933268144e-14	2.420188222e-13	1.416331816e-13
Wu2021	high_vs_zero	SIVA1	7222	10045	0.8173337609	0.9215656935	-0.1042319326	1.870461507	2.958524637	-0.6343023306	0.7130988646	0.5678446989	-8.574987614	17264.96805	1.073703925e-17	5.322091163e-17	2.918078157e-17
Wu2021	high_vs_zero	AKT1	7222	10045	0.1880352212	0.2617197868	-0.07368456556	0.3357781012	0.5538642235	-0.5853973879	0.2657158682	0.2416127427	-10.78266569	17233.6577	5.069637538e-27	3.68466217e-26	1.795080382e-26
Wu2021	high_vs_zero	ZBTB42	7222	10045	0.04124936253	0.04228603884	-0.001036676318	0.06721767331	0.07949397813	-0.1022081091	0.07726391581	0.04907914385	-0.3509188202	16729.47505	0.7256536705	0.7665674577	0.751841657
Wu2021	high_vs_zero	ENSG00000258593	7222	10045	0.008107271917	0.009717791093	-0.001610519175	0.01224431361	0.01851153887	-0.07838517513	0.01675436167	0.01244400199	-1.212752591	17226.41678	0.2252410568	0.2751350315	0.2556894921
Wu2021	high_vs_zero	CEP170B	7222	10045	0.05463275329	0.06720790541	-0.01257515211	0.08949656912	0.1281899846	-0.2680637439	0.09484907228	0.07695370831	-3.527415077	17099.4453	0.0004207381555	0.000804136283	0.0006238267824
Wu2021	high_vs_zero	AHNAK2	7222	10045	0.0638070716	0.0719878527	-0.008180781107	0.1361347288	0.209821456	-0.3918268213	0.07754084741	0.05654554505	-1.773941156	17054.51053	0.07609072311	0.1032366027	0.09204089821
Wu2021	high_vs_zero	CLBA1	7222	10045	0.06385042109	0.05791818933	0.005932231767	0.1016082619	0.1135846939	-0.08325350072	0.1129880919	0.06401194624	1.669324673	16663.22123	0.09507183769	0.1262709436	0.1136416593
Wu2021	high_vs_zero	CDCA4	7222	10045	0.1156808816	0.1466900104	-0.0310091288	0.1957176832	0.3083441083	-0.4655648964	0.1759900305	0.143952215	-5.818577396	17230.0062	6.040313568e-09	1.783669065e-08	1.17463705e-08
Wu2021	high_vs_zero	LINC02298	7222	10045	0.0122161328	0.008023312276	0.004192820523	0.02015402361	0.01549414993	0.05706518354	0.02021600665	0.00856147337	2.758500882	14925.86383	0.005813783907	0.009562429796	0.007876547292
Wu2021	high_vs_zero	JAG2	7222	10045	0.02260262789	0.01830584338	0.004296784513	0.03740618843	0.03429007832	0.03309426207	0.04223206868	0.02170233947	2.040310365	15765.14222	0.04133605075	0.0588989162	0.05147329794
Wu2021	high_vs_zero	NUDT14	7222	10045	0.312262339	0.3459972364	-0.03373489742	0.5454910676	0.7586305376	-0.4116403524	0.4063971199	0.3014435042	-4.299213003	17175.41998	1.723504563e-05	3.817249265e-05	2.80181137e-05
Wu2021	high_vs_zero	BRF1	7222	10045	0.05502833912	0.09257792128	-0.03754958216	0.08863061391	0.1781190623	-0.5601387925	0.1016338964	0.1018417123	-9.692711755	17146.76953	3.691156792e-22	2.211352287e-21	1.144001059e-21
Wu2021	high_vs_zero	BTBD6	7222	10045	0.0498015021	0.05552775285	-0.00572625075	0.08689702264	0.1117142412	-0.1798747304	0.08003323179	0.06132404181	-1.651304851	16821.33647	0.09869500868	0.1306302333	0.1177216254
Wu2021	high_vs_zero	PACS2	7222	10045	0.07069770704	0.09004425915	-0.0193465521	0.1166823747	0.1747294127	-0.3424295672	0.1233730269	0.09915380786	-4.729041677	17195.59367	2.273722036e-06	5.475739521e-06	3.887606773e-06
Wu2021	high_vs_zero	TEX22	7222	10045	0.01554013375	0.01374828994	0.001791843805	0.02657536965	0.02805215545	-0.01673483987	0.02187759623	0.01423593828	0.9460924065	16111.91577	0.3441156445	0.401155954	0.379394314
