cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	stable_gene_id	same_cohort_postselection	normal_source_confounding	degrees_freedom	p_method	ci_method	bootstrap_mean_lower	bootstrap_mean_upper	bootstrap_valid	seed	family_n_planned
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	GPI	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-1.1159310084487934	-1.4931918003565703	-0.7386702165410165	0.0001612626307822837	0.0007453876473489442	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P06744	True	True	7.594909598098603	Welch_t	analytic_Welch_t95	-1.3938454461420524	-0.7902051692818457	4000.0	2015230650.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	GPI	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-1.122324792265675	-1.5018964063231324	-0.7427531782082175	9.927649020896556e-08	4.312322543451941e-07	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P06744	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	MPI	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.1994366342817968	-0.45021709498100043	0.05134382641740681	0.10101122396871516	0.14625583470470216	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P34949	True	True	6.530681246544637	Welch_t	analytic_Welch_t95	-0.3825839417983716	-0.01090291044615199	4000.0	3787228285.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	MPI	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.196047231078294	-0.4138560979926448	0.02176163583605681	0.07700303614543225	0.11509055940016219	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P34949	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	PFKL	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.18641262862606833	0.06310489425453349	0.3097203629976032	0.00465479599631175	0.011155459370471263	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P17858	True	True	24.028335144700474	Welch_t	analytic_Welch_t95	0.07537894235970737	0.29838152968214693	4000.0	3191005166.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	PFKL	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.19377395239362288	0.0819112362135117	0.30563666857373406	0.0009178259116803673	0.002025044471802715	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P17858	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	PFKM	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-1.1027340683570563	-1.5224988355386497	-0.682969301175463	0.0006733940625932637	0.0023400443675115914	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P08237	True	True	5.9881722931057855	Welch_t	analytic_Welch_t95	-1.3661261468697257	-0.7499108961882628	4000.0	2823469468.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	PFKM	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-1.1010453878747204	-1.4844884686729238	-0.717602307076517	2.0039493158503647e-07	7.958541568662877e-07	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P08237	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	PFKP	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-1.0983399550365784	-1.5013915987008	-0.695288311372357	0.00029906073624280264	0.001259680070840896	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q01813	True	True	7.399290847077872	Welch_t	analytic_Welch_t95	-1.4116806059453089	-0.7957537310106878	4000.0	783409837.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	PFKP	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-1.097404248163483	-1.470456778868025	-0.7243517174589409	1.1249733923674579e-07	4.738524289062929e-07	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:Q01813	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ACSL3	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.8973268617691215	-1.3866580814176215	-0.40799564212062145	0.003722834186756756	0.009582850962207205	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:O95573	True	True	6.539675503708202	Welch_t	analytic_Welch_t95	-1.2323613680070071	-0.49735970085965747	4000.0	3167152481.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ACSL3	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.8951340716197358	-1.3556541936939699	-0.43461394954550164	0.0002273463487811845	0.0005847360956214081	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:O95573	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ACSL4	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.7704533108618237	-1.2934491730440296	-0.2474574486796176	0.011808780307328804	0.023118598066460615	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:O60488	True	True	5.622402851282181	Welch_t	analytic_Welch_t95	-1.1237406392836342	-0.378076228157052	4000.0	1055489271.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ACSL4	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.7893351772347299	-1.3032045843089468	-0.275465770160513	0.003063570615663024	0.006355765904136721	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:O60488	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ALOX15	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.30863657560411745	-0.5793353008784043	-0.03793785032983055	0.03245472840499445	0.05861632684495673	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P16050	True	True	5.1263541562518276	Welch_t	analytic_Welch_t95	-0.5172141492652843	-0.15440768215384484	4000.0	3397252884.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ALOX15	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.31004088881457104	-0.5497492441982015	-0.07033253343094065	0.01193359504112246	0.021825917246263444	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P16050	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	CYP4F2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.0023529177266522136	-0.054858045444218136	0.05015220999091371	0.9276757449007791	0.9422375725300192	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P78329	True	True	29.85665628319688	Welch_t	analytic_Welch_t95	-0.044104236035738986	0.053457590488319405	4000.0	3519959005.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	CYP4F2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.00873586117840925	-0.04823169407858678	0.03075997172176828	0.6608060353974141	0.7065896012757478	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	UniProt:P78329	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	BCAT1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.7428094952679318	0.2449801641406531	1.2406388263952106	0.008322605868589798	0.017266301727372865	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:586	True	True	8.762783756012407	Welch_t	analytic_Welch_t95	0.402172670292317	1.1997038820585686	4000.0	3203431570.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	BCAT1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.6909691848725119	0.05990862826633647	1.3220297414786875	0.0322961233043818	0.054745867552549635	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:586	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	BCAT2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.06997693630819013	-0.5001201979497047	0.640074070566085	0.7713979868124158	0.8185062608162275	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:587	True	True	5.656066014205867	Welch_t	analytic_Welch_t95	-0.3708118695748728	0.46353539582439723	4000.0	1651262125.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	BCAT2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.048483669546540833	-0.44184571070789264	0.5388130498009743	0.8444031913162557	0.8759107730817877	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:587	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	IARS1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.18669221698887695	-0.35829552693950395	0.7316799609172578	0.4263707282488134	0.47412424981268053	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:3376	True	True	5.446775041899966	Welch_t	analytic_Welch_t95	-0.1472690057490743	0.6208056799926194	4000.0	3519302316.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	IARS1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.18545511795764769	-0.31073579397649664	0.681646029891792	0.4589284285099844	0.5062781870070463	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:3376	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	IARS2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.17946956415907245	-0.4681248303225779	0.109185702004433	0.17847613662195158	0.23854022106203143	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:55699	True	True	5.926067863236365	Welch_t	analytic_Welch_t95	-0.3625215728335203	0.0632548164392662	4000.0	3322244350.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	IARS2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.1844205749253458	-0.4609215316683888	0.09208038181769718	0.18801942374745248	0.24890190381805616	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:55699	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC43A1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.0187527082100426	-0.25437538282136585	0.21686996640128062	0.8521907903772091	0.8774408878698672	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:8501	True	True	6.035497793676629	Welch_t	analytic_Welch_t95	-0.1820529522101226	0.16144027499194635	4000.0	1422841520.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC43A1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.018064666093477122	-0.2367559248454796	0.20062659265852537	0.8697592515278904	0.8955298960176057	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:8501	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC43A2	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.4959311080667703	-0.7585229537561529	-0.23333926237738772	0.0010648046957793503	0.003523996493174516	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:124935	True	True	15.449395646511594	Welch_t	analytic_Welch_t95	-0.7238964548140836	-0.2668119819064825	4000.0	2704022846.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC43A2	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.5172028283771846	-0.7308692869150946	-0.30353636983927457	7.162326456378003e-06	2.428203359601323e-05	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:124935	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC6A14	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.025573554982745526	0.014406358486151192	0.03674075147933986	1.985607343095298e-05	0.000131428295566784	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:11254	True	True	73.0	Welch_t	analytic_Welch_t95	0.016014106216202535	0.03784196325362788	4000.0	738826587.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC6A14	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.026060963530543192	0.013493458234169402	0.03862846882691698	9.221758057390497e-05	0.00026704674374526644	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:11254	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC6A15	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-2.5242640380862493	-3.2199394874699023	-1.8285885887025963	0.00016623753286199475	0.0007453876473489442	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:55117	True	True	5.47363621467607	Welch_t	analytic_Welch_t95	-2.931361566120545	-1.964554502499263	4000.0	3620378700.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC6A15	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-2.54049940466464	-3.2087914211800954	-1.8722073881491847	7.254491228484324e-11	5.041871403796606e-10	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:55117	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC6A19	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.0027435373056231274	-0.009513574862815797	0.004026500251569542	0.3527184201649784	0.40856550335776665	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:340024	True	True	5.469992391267973	Welch_t	analytic_Welch_t95	-0.007791513443031749	0.0018764352534662047	4000.0	2352512822.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC6A19	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.002514627815768986	-0.008684109587152697	0.0036548539556147245	0.41944822412329175	0.4664264252251004	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:340024	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC7A5	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.39733964035782643	-0.9468120839330278	0.152132803217375	0.12673505628995896	0.17794113963943733	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:8140	True	True	5.889449085188037	Welch_t	analytic_Welch_t95	-0.8131458161226922	-0.004804115667932261	4000.0	4119551782.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC7A5	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.3990082646808926	-0.8959686454806697	0.09795211611888438	0.11394574228896164	0.16672061240174388	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:8140	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC7A8	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.9920200284354554	-1.2143510184695112	-0.7696890384013997	3.428543344783754e-06	2.8033383819114225e-05	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:23428	True	True	8.950577113132937	Welch_t	analytic_Welch_t95	-1.1779924081444395	-0.8210597980099401	4000.0	1164674714.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	SLC7A8	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-1.0111149852418824	-1.2620230539786816	-0.7602069165050831	9.81320411401301e-12	9.075967323624382e-11	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:23428	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	ADO	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.8468222435751729	-1.2928430646924234	-0.4008014224579224	0.0035704008779606756	0.009526076843892029	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:84890	True	True	5.938993862308149	Welch_t	analytic_Welch_t95	-1.1488207527814644	-0.5077540857064922	4000.0	602088362.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	ADO	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.845232567965135	-1.235039063205517	-0.455426072724753	4.685166303988463e-05	0.00014800866278509009	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:84890	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	CSAD	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-0.025742984026514648	-0.7211905978275894	0.6697046297745601	0.9286801973857023	0.9422375725300192	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:51380	True	True	5.231953616666966	Welch_t	analytic_Welch_t95	-0.4712499197153929	0.47217183741777785	4000.0	316204312.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	CSAD	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	-0.028649929830136894	-0.619718032308193	0.5624181726479192	0.9233464134100936	0.9300373294492972	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:51380	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	FMO1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.026201426923799547	-0.0040153910486734855	0.056418244896272576	0.08736069999809624	0.12918231169931252	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2326	True	True	40.22747722880331	Welch_t	analytic_Welch_t95	-0.0012310617677074817	0.05766049731373454	4000.0	2086785805.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	FMO1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.03037998931220971	-0.013242505755048099	0.07400248437946752	0.16947822605489044	0.22871333419058032	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2326	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	FMO3	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.10907835989675085	-0.0053143896201137825	0.22347110941361548	0.059786738924653596	0.09663205477356801	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2328	True	True	11.360131351418334	Welch_t	analytic_Welch_t95	0.015778088615437027	0.20818184573520665	4000.0	3501498755.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	FMO3	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.12097437965732635	-0.013302128657447454	0.25525088797210016	0.07673127485509512	0.11509055940016219	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:2328	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	GADL1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	0.00022731969092429187	-0.005626352045989196	0.00608099142783778	0.9378877676391741	0.9446840558104724	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:339896	True	True	41.47617216105978	Welch_t	analytic_Welch_t95	-0.004504380735888585	0.006270739310323159	4000.0	3310332071.0	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_AGE_SEX	NA	NA	GADL1	unpaired_unique_author_case	74.0	6.0	age_sex_adjusted_log2TPM1_difference	0.000385631564380201	-0.006903198013316604	0.007674461142077005	0.9163568087943934	0.9297342804556255	RNA_UNPAIRED_AGE_SEX	139.0	DONE	NA	CAMP_GBM_TPM	hsa:339896	True	True	76.0	OLS_HC3_t	HC3_t95	NA	NA	NA	NA	142.0
GBM	CAMP_GBM	03_PATIENT	20260925T103000Z_discovery_v1	gbm_identity_RNA_v2	RNA_UNPAIRED_CURRENT	NA	NA	SLC6A1	unpaired_unique_author_case	74.0	6.0	mean_log2TPM1_difference	-2.2355671636109955	-2.5053804887540023	-1.9657538384679887	5.3531275793980344e-18	2.4802824451210894e-16	RNA_UNPAIRED_CURRENT	139.0	DONE	NA	CAMP_GBM_TPM	hsa:6529	True	True	33.761031194317	Welch_t	analytic_Welch_t95	-2.487380497319857	-1.9829081210211799	4000.0	3500556134.0	142.0
