gene	cohort	source_status	reason	display_top	mechanical_top	top_n	top_detection	bootstrap
ESD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.6569206625980819	0.698
ETHE1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.4957104808407393	0.998
EZH1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.22988947109210225	0.633
EZH2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.13708766969225128	0.536
FAAH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.22243899390279587	1.0
FARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.14658595435568814	0.514
FARSA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08638652652400185	0.869
FARSB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.19553667367295138	0.984
FBP1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4213823038313509	1.0
FBP2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0006676854625328295	0.9893333333333331
FGGY	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.06335164481397003	0.748
FMO1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.04033333333333333	0.6
FMO2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.09513978494623657	0.927
FMO3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.05015547805870387	0.679
FMO4	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Mast	8	0.009390297398881389	0.583
FMO5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.04806617460459368	0.999
FOLH1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.12932457501806535	0.989
FPGS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.04728959653179883	0.756
FTCD	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
FTO	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.028539167473379933	0.426
G6PC1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
G6PC2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
G6PC3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.28530364863401936	0.99
GAA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.42114809745277587	1.0
GAD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.011298794825359101	0.998
GAD2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GADL1	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Bcells	11	0.001334486861231025	0.649
GALE	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3196490835027633	1.0
GALT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.05975365967903434	0.441
GAMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.2725454809648358	0.999
GANAB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5425736545976301	0.958
GANC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02767576965025385	0.827
GATB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.06014383998857629	0.594
GATC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.24834287308392783	0.962
GATM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.21584203038737673	1.0
GBA1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GBA2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.22984638411199174	1.0
GBA3	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GCK	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.020903225806451615	0.581
GCLC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.23204548077606238	0.997
GCLM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.24285677146017925	0.515
GDA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.023565027095189626	1.0
GDPD5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1501166162819607	0.998
GFPT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5386742840183435	1.0
GFPT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.20413557665426246	1.0
GGCT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3330329743186519	0.954
GGH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2695084790748499	1.0
GGT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.05785040521419801	0.863
GGT5	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.7093894216797444	0.999
GGT6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.32069331057882094	1.0
GGT7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.109240046498111	0.603
GLA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5397634399731547	1.0
GLO1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.493645675228227	0.745
GLS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.29835973336809046	0.998
GLS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.011904453601514162	0.856
GLUD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.4358372566114501	0.478
GLUD2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Endothelial	7	0.003993211540381352	0.791
GLUL	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.8614259306707202	0.994
GLYCTK	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.05938618153855558	0.996
GMPR	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.24956182422818057	1.0
GMPR2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.24343101068266756	0.909
GMPS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.2728079046788724	0.492
GNAI1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.37413339145597213	0.963
GNE	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.18656747023833686	1.0
GNMT	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Mast	8	0.007356875334403424	0.513
GNPAT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2192230345749928	0.664
GNPNAT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.23634589217546365	0.725
GOT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.22459887953374638	0.969
GOT1L1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GOT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2745102160093692	0.865
GPCPD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5865556304163495	1.0
GPD1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.03851065128286036	1.0
GPD1L	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.11650885260875903	0.806
GPD2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.017287961892717515	0.764
GPT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.16121748312506243	1.0
GPT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.12610652219961221	1.0
GPX1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GPX2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.654692084326754	1.0
GPX3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.1976646323743098	0.863
GPX4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.7055179077930789	0.575
GPX5	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GPX6	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GPX7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.27876317121645805	0.791
GPX8	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.37340401649849475	1.0
GSR	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.26384892412856603	0.999
GSS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3109533716694976	1.0
GSTA1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.031589270848925675	0.998
GSTA2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0008647262166167554	0.9991111111111111
GSTA3	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTA4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.22584173106612707	0.597
GSTA5	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.27673677521943635	0.801
GSTM1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTM2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Pericytes	5	0.009154315605928508	0.494
GSTM3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.4683130674399699	0.94
GSTM4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.011036036036036036	0.524
GSTM5	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTO1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.7415454990519276	0.999
GSTO2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.16498470976357313	1.0
GSTP1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.8135804118676222	0.966
GSTT1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTT2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTT2B	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTT4	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GUK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.9276351518345057	1.0
GUSB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4186930556544623	0.758
GYG1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.26090160849853045	0.484
GYG2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.03348354182085335	0.698
GYS1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10351031676838127	0.871
GYS2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
H6PD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.16798200803807706	0.676
HAGH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.21340453649349425	0.898
HDC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.6103766594786911	1.0
HDDC3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.17321905111241687	0.755
HEMK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.11099495923603055	0.79
HIF1AN	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.16039118431225452	0.528
HK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.3814030956111491	0.561
HK2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2697638310444832	0.813
HK3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.13114218953573242	1.0
HKDC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.17733240409548892	1.0
HNMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.37982812685423295	0.93
HPGDS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.8975322211838148	1.0
HPRT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.0413012518172442	0.52
HYKK	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.040672437802001325	0.721
IARS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
IARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4677908798127483	0.886
ICMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.41153256969515467	0.859
IDH1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3154397316215936	0.919
IDH2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.44573501133272736	0.696
IDH3A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.03678166687556177	0.777
IDH3B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.15461188032459683	0.382
IDH3G	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4412442304218746	0.326
IDNK	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.13250767927599943	1.0
IDO1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.10804177138231165	0.998
IDO2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.02744357540396299	1.0
IL4I1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.3367692601602264	1.0
IMPDH1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.24575735010065314	0.687
IMPDH2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.48640598663179313	0.795
INMT	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
ITPA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.3492133100842778	0.696
KCNK1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.29315797616204375	1.0
KCNK2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.008560477633518502	0.9759999999999996
KDM2A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4672263983738108	0.689
KDM2B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.19287949659525083	1.0
KL	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.19027760443410635	1.0
KMO	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.16569821695241513	1.0
KMT2A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5683548855340702	0.672
KMT2B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3203233366626394	0.924
KMT2C	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5324785448806182	0.907
KMT2D	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14269649767417705	0.654
KMT2E	Uhlitz	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.5092781578836759	0.578
KMT5A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.21530059905122592	0.506
KMT5B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.29720050902420525	0.531
KMT5C	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.07965778710036278	0.788
KYAT1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.031236559139784948	0.625
KYAT3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.13431095611740773	0.387
KYNU	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5226024560835477	1.0
L2HGDH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.021654979378329452	0.841
L3HYPDH	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.059878523684975295	0.513
LACC1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.062112791720020454	1.0
LALBA	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
LANCL1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.19982127288578902	0.652
LAP3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6708072309963401	0.992
LARS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
LARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.06853483255247093	0.511
LCMT2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.039809332120918375	0.431
LCT	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
LDHA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.8290965772801925	0.483
LDHAL6A	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.0022222222222222222	0.498
LDHAL6B	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.002858500373917301	0.902
LDHB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.7300402259491238	0.965
LDHC	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.01692395432357766	0.416
LDHD	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.0665640095209541	1.0
LIAS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.0681147751570116	0.909
LRRC8A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.5747471498586668	1.0
LRRC8B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14232908281267903	0.504
LRRC8C	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Endothelial	7	0.008980713549590224	0.691
LRRC8D	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.12144789985335892	0.82
LRRC8E	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.04460260345937714	0.992
LRTOMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.015036036036036038	0.544
LSG1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.36450662864018984	1.0
LTC4S	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.8839152649018462	1.0
LYPLA1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.561541890437418	0.999
LYPLA2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14176413731903068	0.882
MAOA	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.279870580066578	0.999
MAOB	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.49772175285433684	1.0
MAT1A	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.006341085646319349	0.9951111111111111
MAT2A	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6298841191445999	0.996
MAT2B	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4408070118221663	0.953
MDH1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.5226829410055216	0.883
MECOM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.6035905429157742	1.0
METTL3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.17141116257588002	0.911
METTL6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.08320168555652427	0.824
MGAM	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.01696709119759693	0.641
MGAM2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.0353466352861365	1.0
MGST1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.018343823891183806	1.0
MGST2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.7694833408805558	1.0
MGST3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.7223818264480979	0.798
MINPP1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.21955768671897702	0.88
MIOX	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.005797407333410433	0.851
MOCS1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.011036036036036036	0.835
MTAP	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.03416564952048823	0.604
NADSYN1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.154388263350434	1.0
NAGK	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4140235951465332	1.0
NAGS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.03451026020837073	0.8
NANP	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.04251351351351351	0.459
NANS	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.4634852372736818	0.995
NARS1	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
NARS2	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.09911637217744146	0.755
NAT8L	Uhlitz	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.014041322693902014	0.857
NEU1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.3376385575428619	0.459
NEU2	Uhlitz	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
NEU3	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Plasma	11	0.006132272347568122	0.686
NEU4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.10961747828128192	1.0
NME1	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.16442626393203078	0.654
NME1-NME2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.0015432098765432098	0.467
NME2	Uhlitz	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Mast	8	0.005952380952380952	0.41
NME3	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.6531927150900964	0.899
NME4	Uhlitz	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.03351351351351352	0.793
NME6	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1491030129686909	0.557
NME7	Uhlitz	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.14392533112676661	0.454
NNMT	Uhlitz	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.8908739479787847	1.0
