gene	cohort	source_status	reason	display_top	mechanical_top	top_n	top_detection	bootstrap
GATB	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.06877202453176637	0.851
GATC	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.21404397222050242	0.997
GATM	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.11647677166431128	1.0
GBA1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GBA2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.21924905725179816	1.0
GBA3	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GCK	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.00947166425440786	0.997
GCLC	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2642889023888719	0.999
GCLM	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3045192234779181	0.567
GDA	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.16876909143969743	1.0
GDPD5	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.1210641418559057	0.559
GFPT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5955249350630104	1.0
GFPT2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.184736357120905	1.0
GGCT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6925557979892611	1.0
GGH	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6222758856482697	1.0
GGT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.057569478624161514	0.842
GGT5	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.4187300796275353	1.0
GGT6	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22996151835050582	1.0
GGT7	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.14711088212795184	0.97
GLA	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.35628346638380703	1.0
GLO1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6423965705845824	1.0
GLS	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3732777058469474	0.968
GLS2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.03697535105338837	1.0
GLUD1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.398717678586702	1.0
GLUD2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.0006493318514487258	0.336
GLUL	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.7948247784776533	1.0
GLYCTK	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.1622962090988562	0.971
GMPR	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.13278096249717286	0.987
GMPR2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.22043837602712973	0.9
GMPS	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.35532923430153596	0.974
GNAI1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.24392683127749723	1.0
GNE	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.15910375437663452	1.0
GNMT	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.00383467609189129	0.683
GNPAT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3413769379196894	0.901
GNPNAT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3579940495425278	1.0
GOT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3130869118591724	1.0
GOT1L1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	2.631994525451387e-05	0.7144000000000019
GOT2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.44929664930021923	1.0
GPCPD1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3306088450525983	1.0
GPD1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.04725396159035784	1.0
GPD1L	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.13934423951578742	1.0
GPD2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2089299862490811	1.0
GPT	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.02860725125051339	1.0
GPT2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3041634443176126	1.0
GPX1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.9266575701458251	1.0
GPX2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.8461740970593105	1.0
GPX3	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.1990833414462434	0.612
GPX4	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.8459164870425364	1.0
GPX5	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718
GPX6	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718
GPX7	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3014293691693055	1.0
GPX8	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.43684359156195696	1.0
GSR	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2472294650884649	1.0
GSS	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4981600555104438	1.0
GSTA1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.017452310169151837	0.994
GSTA2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0005411336675023025	0.49
GSTA3	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0006341154090044388	0.6154000000000001
GSTA4	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.2220370995525312	1.0
GSTA5	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718
GSTK1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7737233268289436	0.563
GSTM1	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Myeloids	23	0.0016192101350540659	0.535
GSTM2	Lee	DONE	DESCRIPTIVE_ONLY	B cells	B cells	22	0.012691562353848945	0.791
GSTM3	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.36577270736511136	1.0
GSTM4	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.26404766480772185	0.864
GSTM5	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.05847359595783038	1.0
GSTO1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.7364373030237238	1.0
GSTO2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3508213110719008	1.0
GSTP1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.9405576779146969	1.0
GSTT1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTT2	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GSTT2B	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.115875216512882	1.0
GSTT4	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
GUK1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.9234767430777254	1.0
GUSB	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3050751659751001	0.504
GYG1	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.14597934862321368	0.806
GYG2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.054155307971011604	0.97
GYS1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.0651810404647551	0.694
GYS2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.0002918004085205719	0.6426000000000002
H6PD	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.20203211352008085	1.0
HAGH	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4214275006346693	0.934
HDC	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.000803410725154681	0.677
HDDC3	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3294954279179446	1.0
HEMK1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.168435972438886	0.877
HIF1AN	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.11034846963930725	0.961
HK1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.28129732926243356	1.0
HK2	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.1481429999549213	0.688
HK3	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.07475600336520725	1.0
HKDC1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22397726875659593	1.0
HNMT	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3892574413803742	1.0
HPGDS	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.03493620169162595	1.0
HPRT1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4888107268806289	0.968
HYKK	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.06877005891028572	0.982
IARS1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
IARS2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4584013682078289	1.0
ICMT	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.27449747993940204	1.0
IDH1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5414196667492868	1.0
IDH2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7067315613421034	1.0
IDH3A	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3438108070972043	0.988
IDH3B	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5775112402607246	0.998
IDH3G	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5974250159905491	0.922
IDNK	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.026148021120402588	0.855
IDO1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.09281092780908205	1.0
IDO2	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.010225154454866332	1.0
IL4I1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3221521516276803	1.0
IMPDH1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.25815308634599143	0.571
IMPDH2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7074057250263425	1.0
INMT	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.09748689231481773	1.0
ITPA	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5831786099125681	0.989
KCNK1	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.4225806408912795	1.0
KCNK2	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0039967578244617455	0.986
KDM2A	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.13627711600702996	0.698
KDM2B	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.0769386268467556	1.0
KL	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.02333086535952805	1.0
KMO	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.22405949322185592	1.0
KMT2A	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3239185885594394	1.0
KMT2B	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.18309467183545083	0.99
KMT2C	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.24924618101540494	0.597
KMT2D	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.09926269920846678	0.718
KMT2E	Lee	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.47728105150005695	1.0
KMT5A	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.23138580219573202	0.736
KMT5B	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.28078836759753245	0.694
KMT5C	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22330691761002147	0.901
KYAT1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
KYAT3	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
KYNU	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.4743918089412406	1.0
L2HGDH	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.08071256233923975	1.0
L3HYPDH	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.13242384534232948	1.0
LACC1	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.11764634151751018	1.0
LALBA	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718
LANCL1	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.0925826752663048	0.881
LAP3	Lee	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.4492351809206004	0.998
LARS1	Lee	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
LARS2	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.07195266887939729	0.999
LCMT2	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.022859231420382726	0.477
LCT	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0009569377990430621	0.622
LDHA	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.8855332720480633	0.894
LDHAL6A	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.00018081944596846727	0.9048000000000023
LDHAL6B	Lee	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.00040225261464199515	0.6147999999999999
LDHB	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7419247508754893	0.538
LDHC	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.01036264744358209	0.964
LDHD	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.04731178185594737	1.0
LIAS	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.15379439985995014	0.965
LRRC8A	Lee	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.29079907777960756	0.977
LRRC8B	Lee	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.146365484599155	0.999
