gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn	Lee__source_status	Lee__reason	Lee__display_top	Lee__mechanical_top	Lee__top_n	Lee__top_detection	Lee__bootstrap	Uhlitz__source_status	Uhlitz__reason	Uhlitz__display_top	Uhlitz__mechanical_top	Uhlitz__top_n	Uhlitz__top_detection	Uhlitz__bootstrap
NME2	hsa:4831	True	False	False	True	DONE	0.9674938938703452	6.267731634528753e-10	7.685432837576924e-09	DONE	Epithelial cells	暂不可定位	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.26371711361508293	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Mast	8	0.005952380952380952	0.41
NME3	hsa:4832	True	False	False	True	DONE	0.03297160574753641	0.7404192741152755	0.7781957676925855	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.6077886875845884	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.6531927150900964	0.899
NME4	hsa:4833	True	False	False	True	DONE	0.842966548420942	0.00012493334046273584	0.00032010283750402463	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.6187007989159418	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.03351351351351352	0.793
NME6	hsa:10201	True	False	True	True	DONE	0.08640691392985128	0.23631344894801407	0.2817162643708964	DONE	Epithelial cells	Endothelial	Epithelial	Stromal	False	K562及乳腺癌证据不是COAD功能；组织UDP不是线粒体UDP池	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.19826844705783442	0.952	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1491030129686909	0.557
NME7	hsa:29922	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.15694089015243975	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.14392533112676661	0.454
NNMT	hsa:4837	True	False	False	True	DONE	0.15085274259078196	0.5876497474629381	0.6398300633053131	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	已知轴研究较多；癌细胞与基质作用需要区分	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.8313842125908023	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.8908739479787847	1.0
NPL	hsa:80896	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.24626902812163246	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.24645184685135066	1.0
NSD1	hsa:64324	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.19366802991578624	0.896	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.342897029450199	0.746
NSD2	hsa:7468	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	Epithelial	暂不可定位	Epithelial	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2132012543758041	1.0
NSD3	hsa:54904	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	Tcells	暂不可定位	Tcells	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.4378959672825522	0.582
NT5C	hsa:30833	True	False	True	True	DONE	-0.32351066258405753	0.004754805879704563	0.008386044616602226	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6139762432884007	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5318345142719622	0.998
NT5C1A	hsa:84618	True	False	True	True	DONE	-0.07097778968346097	0.6853077679169545	0.7264415282526081	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
NT5C1B	hsa:93034	True	False	True	True	DONE	-0.14423754396153024	0.48375820971191674	0.5323407649607631	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
NT5C1B-RDH14	hsa:100526794	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	4.158695832986776e-05	0.7312000000000028	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
NT5C2	hsa:22978	True	False	False	True	DONE	-0.1945499181601699	0.04079826104147084	0.05740738917037564	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.24228503146121547	0.926	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.24618780403340157	0.701
NT5C3A	hsa:51251	True	False	False	True	DONE	-0.28748007407470916	0.05517404537062987	0.07517098774040842	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NT5C2/NT5C3及不同剪接名称不可混用；AML不作CRC证据	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6205740304678403	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.36414596103985103	0.949
NT5C3B	hsa:115024	True	False	False	True	DONE	1.111001168070242	1.8902097653294193e-07	9.360173357160105e-07	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3701146681467282	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.311039096398079	0.635
NT5DC4	hsa:284958	False	False	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.021676947077176698	0.645	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Bcells	11	0.0018965560551634055	0.439
NT5E	hsa:4907	True	False	False	True	DONE	-0.8771099282787038	0.0011329455991153394	0.002381497892017958	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.20648096074528371	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2694210847657456	0.998
NT5M	hsa:56953	True	False	True	True	DONE	-0.2951287798651929	0.24388314194843053	0.28940050254249244	DONE	Stromal cells	Mast	Stromal	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.011268191249610303	0.692	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.022720718459355072	0.894
NUDT16	hsa:131870	True	False	False	True	DONE	-0.8464330538212639	7.723156703596367e-09	5.524202364377957e-08	DONE	Epithelial cells	Endothelial	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.32428438526544034	0.777	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.2450685460457926	0.917
NUDT2	hsa:318	False	False	True	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.41220770320134625	0.578	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.2017149224320481	0.301
OAT	hsa:4942	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.4675914553093551	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.5341249261693454	1.0
OGT	hsa:8473	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.34337723859655217	0.995	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.35937446742660284	0.708
OPLAH	hsa:26873	True	True	False	True	DONE	-0.27145810064401515	0.038876638233471664	0.05485333887736413	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.13010785343134143	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.16816012099944463	1.0
OXCT1	hsa:5019	True	False	False	False	DONE	-0.07525109870586581	0.7918336340728658	0.8188640994930239	DONE	T cells	Tcells	Tcells	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	T cells	T cells	23	0.06346129307070149	1.0	DONE	DESCRIPTIVE_ONLY	Tcells	Tcells	12	0.09517277191118262	0.527
OXCT2	hsa:64064	True	False	False	False	DONE	-0.5344427975262975	0.004546146401274694	0.008045585555520507	DONE	Myeloids	暂不可定位	Myeloid	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.02560871977674228	0.747	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
P4HA1	hsa:5033	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3583388843512482	0.973	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.4937464704184332	0.962
P4HA2	hsa:8974	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.3460822167804581	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.49030171123856503	0.749
P4HA3	hsa:283208	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.12100365079103123	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.007301499492168864	0.73
PAH	hsa:5053	True	False	False	True	DONE	1.3134984182363847	0.000759897316034433	0.0016512536614250338	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.0337125242488912	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.007876411620571531	0.995
PANK1	hsa:53354	True	False	False	False	DONE	-0.3465187792726819	0.024637722277551722	0.0361873254161211	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.13056548490189182	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.08525426292657699	0.966
PANK2	hsa:80025	True	False	False	False	DONE	-0.028886769900390897	0.7662327943932943	0.8036861285387914	DONE	Stromal cells	Pericytes	Stromal	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.23538236245425895	0.999	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.22748793955245566	0.501
PANK3	hsa:79646	True	False	False	False	DONE	-0.8906600714769183	1.7958508367942625e-11	4.0211442649958486e-10	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.27777429454518515	0.876	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.36970351002132423	0.997
PANX1	hsa:24145	True	True	False	True	DONE	0.5165908113772243	2.594943679893489e-06	9.482377711547815e-06	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.1704202143896331	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.18139256222774464	0.937
PANX2	hsa:56666	True	False	False	False	DONE	-0.4311459294764199	0.001927169294034991	0.0038172776401077706	DONE	暂不可定位	Monocyte	暂不可定位	Myeloid	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.005025803644687527	0.702	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.014622120735401275	0.911
PAOX	hsa:196743	True	False	False	True	DONE	-0.717410074620697	3.189784727650759e-07	1.5071001236148083e-06	DONE	B cells	暂不可定位	B_lineage	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	B cells	B cells	22	0.08566966809291002	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Bcells	11	0.004895005493363205	0.678
PARS2	hsa:25973	True	False	False	True	DONE	0.15467579866492212	0.11027124678458572	0.14056854478728129	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.02811367961222078	0.962	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02427297254751887	0.999
PCK1	hsa:5105	True	False	False	True	DONE	-3.4926237052848634	1.774408486852389e-09	1.6922599457944078e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3035081897554115	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.3776809332539339	1.0
PCK2	hsa:5106	True	False	False	True	DONE	-1.1266434550765925	1.0719196399390236e-09	1.2267524768191046e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.29427936623215056	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.015436083582812688	0.997
PCYT1A	hsa:5130	True	False	False	True	DONE	-0.18838764979596775	0.02994035692793419	0.043070625189626	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.20831568178363222	0.997	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.06789279576599427	0.561
PCYT1B	hsa:9468	True	False	False	True	DONE	-0.26288917366206305	0.03551278360678624	0.050522330269322964	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.002263806482029769	0.991	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.0026928953399541636	0.7246666666666667
PEMT	hsa:10400	True	False	False	True	DONE	0.9128137435452236	1.829638825664136e-05	5.478279041959477e-05	DONE	Epithelial cells	Pericytes	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3219333525599191	0.923	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.15514094739901194	0.57
PFAS	hsa:5198	True	True	False	True	DONE	1.2481968197189521	3.098503782550794e-07	1.4775272666793137e-06	DONE	Epithelial cells	Pericytes	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.05579883453402572	0.869	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.07965329845975008	0.992
PFKL	hsa:5211	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5867203474362643	0.694	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.5487487572303827	0.999
PFKM	hsa:5213	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.1869409313899142	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.20679106096845964	0.788
PFKP	hsa:5214	False	True	True	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.39552994239309114	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10653182214472537	0.715
PGAM1	hsa:5223	True	False	False	True	DONE	-0.25783235448779407	0.004946172105612767	0.008664213042144814	DONE	Stromal cells	Pericytes	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.7538857621911361	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.15475123510607383	0.448
PGAM2	hsa:5224	True	False	False	True	DONE	-0.3341736857093744	0.00035177483398087124	0.0008234729068188577	DONE	暂不可定位	Fibroblast	暂不可定位	暂不可定位	False	不能借用PGAM1论文；小样本不证明无功能但当前信号不足	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.002551603805391554	0.464	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.0165642265006794	0.945
PGAM4	hsa:441531	True	False	False	True	DONE	-0.25917034568363045	0.0014634730384495474	0.0029790063826146914	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	8.609556607834697e-05	0.5637999999999997	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PGD	hsa:5226	True	True	False	True	DONE	0.8274368542840731	8.676898143884398e-07	3.5185846803940664e-06	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.30999552522328155	0.986	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.44825424225777194	1.0
PGK1	hsa:5230	True	False	False	True	DONE	0.5792779756006876	8.588248020887774e-05	0.00022566059850802057	DONE	Myeloids	Monocyte	Myeloid	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.7217529030363458	0.554	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.8370222634648234	1.0
PGK2	hsa:5232	True	False	False	True	DONE	-0.3596151787223045	0.006398051558888373	0.01091058461201163	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
PGLS	hsa:25796	True	False	False	True	DONE	0.1371691548975181	0.05146904831727276	0.07106316322626131	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7315836279595647	0.548	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.6580345111473175	0.977
PGM2L1	hsa:283209	True	False	False	True	DONE	0.5798011528865217	0.004304218675535565	0.0077506035590937635	DONE	Stromal cells	Endothelial	Stromal	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.30747522471033506	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.42585423553630675	0.999
PGM3	hsa:5238	True	False	False	True	DONE	0.7209476428358907	6.654155351490568e-07	2.8321405008410265e-06	DONE	Stromal cells	Plasma	Stromal	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.23575186829595945	0.941	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.07954175558842042	0.566
PGS1	hsa:9489	True	False	False	False	DONE	-0.12893015627193832	0.2012637316765771	0.24503740381427236	DONE	Stromal cells	暂不可定位	Stromal	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.14717128010243644	0.999	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Pericytes	5	0.008108108108108109	0.499
PHGDH	hsa:26227	True	True	False	True	DONE	1.1449699235178425	0.007112796758070636	0.011931890327056603	DONE	Epithelial cells	Plasma	Epithelial	B_lineage	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.2553238789038479	1.0	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.2014561797677263	0.97
PKLR	hsa:5313	True	False	True	True	DONE	-0.1982402521154317	0.33175591614666666	0.37799623189277287	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.002928709254066016	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.009962376288337882	0.532
PKM	hsa:5315	True	False	True	True	DONE	0.9166422978132939	4.287888753421638e-06	1.5022195292599617e-05	DONE	Stromal cells	Monocyte	Stromal	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.8559106544079769	0.912	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.7827574461600285	0.984
PLA2G15	hsa:23659	True	False	False	True	DONE	0.4078409554372304	0.00025209789764895084	0.0006095324755361957	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	融合特异siRNA不能作为普通基因抑制的支持证据	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.08571807550586583	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.17587014095822864	0.999
PLB1	hsa:151056	True	False	False	True	DONE	-0.5543440131469783	0.010535545128383724	0.0172300232921205	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.02683858799191136	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.05204984729726642	1.0
PLOD1	hsa:5351	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.49734826557819956	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.30467743172173123	0.443
PLOD2	hsa:5352	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.5071253047174138	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.5451028139581796	0.779
PLOD3	hsa:8985	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.48299697459828755	0.925	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4302181425705521	0.96
PNMT	hsa:5409	True	False	False	True	DONE	0.06831054493366699	0.8679717282615166	0.8834099605823736	DONE	暂不可定位	Mast	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.008273213969630055	0.871	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.06168714536605839	0.999
PNP	hsa:4860	True	False	True	True	DONE	0.4448794001929545	0.001255572750055803	0.002628536448287555	DONE	Myeloids	Endothelial	Myeloid	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.28843169291221027	0.673	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.569173677601357	0.989
PNPLA6	hsa:10908	True	False	False	True	DONE	-0.2507851339096374	0.006986691366954923	0.011758647235234591	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.16970627688689371	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.267930078684049	0.834
PNPLA7	hsa:375775	True	False	False	True	DONE	-1.1555516577612437	1.159442000152552e-05	3.597064036617857e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.02084298340580731	0.863	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.05281613985096085	0.998
POMGNT2	hsa:84892	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.09701665262490076	0.772	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.08270124614154489	0.807
