gene	human_gene_id	current_direct	current_conditional	current_unresolved	historical_retained	identity_status	RNA_effect	RNA_p_value	RNA_q_value	RNA_status	Lee_display_top	Uhlitz_display_top	Lee_shared_top	Uhlitz_shared_top	descriptive_stable_concordance	counterevidence_or_limit_cn	Lee__source_status	Lee__reason	Lee__display_top	Lee__mechanical_top	Lee__top_n	Lee__top_detection	Lee__bootstrap	Uhlitz__source_status	Uhlitz__reason	Uhlitz__display_top	Uhlitz__mechanical_top	Uhlitz__top_n	Uhlitz__top_detection	Uhlitz__bootstrap
SLC38A7	hsa:55238	True	False	False	True	DONE	0.2109164792481697	0.07111221143407981	0.09438863115605954	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.06366864236266215	0.811	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.12721382938444062	0.853
SLC38A8	hsa:146167	True	False	False	True	DONE	-0.3453887856714658	0.06333387637490195	0.08538467626459295	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.00033311125916055963	0.517	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC38A9	hsa:153129	True	False	False	True	DONE	-0.24296895657103776	0.018939001280802503	0.02868701664592144	DONE	Myeloids	Endothelial	Myeloid	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.04215589025774687	0.706	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.08127304051615787	0.518
SLC43A1	hsa:8501	True	False	False	True	DONE	0.5991741034298396	0.02128530441197688	0.03195898475850756	DONE	Epithelial cells	Fibroblast	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.1343638125481064	0.607	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.09714003922324671	0.386
SLC43A2	hsa:124935	True	False	False	True	DONE	-0.04347113156253115	0.7836523597866745	0.8127757697459037	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.389375199278159	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5182808763551704	1.0
SLC43A3	hsa:29015	True	False	False	True	DONE	0.3154053412409882	0.23968634446779563	0.2850772919189717	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.2769894601806483	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.024655296400535185	0.991
SLC45A1	hsa:50651	True	False	False	True	DONE	-0.09807561287084753	0.5374924474975398	0.5889544903430489	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.032294301992985976	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.03443169079831669	0.609
SLC45A2	hsa:51151	True	False	False	True	DONE	-0.6662448237645737	0.00023341107818717317	0.0005670127606905385	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0016917009041020018	0.755	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.001532567049808429	0.615111111111111
SLC45A4	hsa:57210	True	False	False	True	DONE	0.2631993160341116	0.14263989936198174	0.17743852215318984	DONE	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.13356559103165913	0.981	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.1021262103837013	0.589
SLC47A1	hsa:55244	True	False	False	True	DONE	-0.8802325949412959	0.0015742265241223017	0.0031793202349921	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.016352856817549465	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.013127701619720539	0.375
SLC47A2	hsa:146802	True	False	False	True	DONE	-0.8116517818447101	0.001352789346383448	0.0027756434796313775	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.001976629138841199	0.898	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0004025121541742467	0.9991111111111111
SLC5A1	hsa:6523	True	False	False	True	DONE	0.6458319463863217	0.015203272425525138	0.023372194922822227	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.22901746702102388	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.2264557854534698	1.0
SLC5A11	hsa:115584	True	False	False	True	DONE	-1.6152493068177314	5.618313310731498e-05	0.00015556082553907103	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.001379524419060462	0.692	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.001218812863021044	0.803
SLC5A2	hsa:6524	True	False	False	True	DONE	-0.13450003225695295	0.038654951855335073	0.05469038517993836	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.004156715005811828	0.657	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Tcells	12	0.0003173541531645043	0.5151111111111111
SLC5A6	hsa:8884	True	False	False	False	DONE	0.34774923140844244	8.595520140533183e-06	2.7494986784935337e-05	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.29480924856642665	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.09080217914279597	0.998
SLC5A8	hsa:160728	True	True	False	True	DONE	-0.2020960586140979	0.4479580351953053	0.4940008311040305	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0025042346918989584	0.9967999999999999	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0037533959587134815	1.0
SLC60A2	hsa:91749	True	False	False	True	DONE	-0.3049792049689837	0.0005020394713716739	0.0011290407325607514	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A1	hsa:6529	True	False	False	True	DONE	-0.2820466886637494	0.1589248617887976	0.19627410988304742	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.015040479167982526	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.10383347863993024	0.999
SLC6A11	hsa:6538	True	False	False	True	DONE	-0.5568777088193478	0.012821808150069567	0.020255310421122167	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.001370692224201983	0.807	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A12	hsa:6539	True	False	False	False	DONE	-0.25610350357002515	0.39681003136945325	0.442331528474607	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.012490065491829681	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.022345030985284106	0.999
SLC6A13	hsa:6540	True	False	False	True	DONE	-0.6652138869721068	0.004369039700458926	0.007812692519917872	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0015118576437468357	0.649	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A14	hsa:11254	True	True	False	True	DONE	2.0366156740099606	0.0037961939509023887	0.006957437312152064	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.0972019954016541	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.04480354612575769	1.0
SLC6A15	hsa:55117	True	True	False	True	DONE	-0.44438951575589725	0.006652105429673361	0.011269191764084805	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	B cells	22	0.0	0.19999999999999718	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A17	hsa:388662	True	False	False	True	DONE	0.048946109249656256	0.6488824129931003	0.7005753515543955	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	相关较强不等于CRC依赖；不能把囊泡转运视作癌细胞质膜摄取	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0027102483765664423	0.9972000000000001	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC6A19	hsa:340024	True	True	False	True	DONE	-3.3028091643460855	6.288468291020928e-09	4.9069108634481486e-08	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0016288503404645938	0.993	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.009542180324672397	0.859
SLC6A20	hsa:54716	True	False	False	True	DONE	0.5559142581230687	0.0847955426289172	0.11138147061122962	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.15879606128075863	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.028470775593382597	1.0
SLC6A4	hsa:6532	True	False	False	True	DONE	0.5839367473143684	0.34612362141341757	0.3917662967646375	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.02520713310170034	1.0	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.008610266908919879	0.318
SLC6A6	hsa:6533	True	False	False	True	DONE	2.569528912012918	1.1186975636706886e-12	7.630356979195547e-11	DONE	Stromal cells	Endothelial	Stromal	Myeloid	False	主要为存活/耐药和侧群表型，非全部条件增殖加速；机制已知	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.23937275809909464	0.762	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.257424259474106	0.659
SLC6A7	hsa:6534	True	False	False	True	DONE	-0.962738690914072	0.0027380111211795103	0.005203231466448147	DONE	Epithelial cells	暂不可定位	Epithelial	暂不可定位	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.025623659722236458	0.947	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0019140801346447499	1.0
SLC6A8	hsa:6535	True	False	False	True	DONE	-1.4824029376534928	2.7013778101184955e-06	9.728738267209966e-06	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.3317995019908309	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.34057615290878623	1.0
SLC7A10	hsa:56301	True	True	False	True	DONE	-0.07564219285571507	0.8096499832409774	0.8322749328724618	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	T cells	23	0.000898091175025082	0.999	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Fibroblast	10	0.003189423923454859	0.912
SLC7A11	hsa:23657	True	True	False	True	DONE	2.052017411806586	7.922194084354234e-07	3.2902660914858314e-06	DONE	Myeloids	Epithelial	Myeloid	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.11648551703599573	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.14450400366272606	0.795
SLC7A13	hsa:157724	True	True	False	True	DONE	-0.1992510568491755	0.22163802980901492	0.2659747619486858	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Stromal cells	19	0.0002518257365902795	0.6880000000000024	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SLC7A5	hsa:8140	True	True	False	True	DONE	3.6914888644255046	1.238442651224657e-11	3.037133168479516e-10	DONE	Myeloids	Monocyte	Myeloid	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.35836883489796667	0.601	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.37508630117836805	0.99
SLC7A6	hsa:9057	True	False	False	True	DONE	0.8464701663498105	2.1256221853513767e-07	1.0425670718628181e-06	DONE	Stromal cells	Endothelial	Stromal	Tcells	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.12902930088012807	0.649	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.21162097656295792	0.628
SLC7A7	hsa:9056	True	False	False	True	DONE	0.21497951166309784	0.2593859986608065	0.3042910918230418	DONE	Myeloids	Monocyte	Myeloid	Myeloid	True	NA	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.3877293772732983	1.0	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.5258373109684161	1.0
SLC7A8	hsa:23428	True	True	False	True	DONE	0.9809574210479604	1.7364686214990577e-05	5.22971543901763e-05	DONE	Myeloids	Epithelial	Myeloid	Epithelial	False	LAT1/SLC7A5不是LAT2/SLC7A8；其他癌种不能自动迁移	DONE	DESCRIPTIVE_ONLY	Myeloids	Myeloids	23	0.11073482219300833	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.160672352714615	0.635
SLC7A9	hsa:11136	True	False	False	True	DONE	-0.27635108334391056	0.5257483743138571	0.5773143129459198	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.009995307886391573	0.903	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Monocyte	12	0.0048860136325366045	0.634
SLCO3A1	hsa:28232	True	False	False	True	DONE	0.3972732888912385	0.017272368554137815	0.026317366288109392	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.21828356335743768	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.37692734670154027	0.999
SLCO4A1	hsa:28231	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.40409096307297115	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02054219665957353	0.998
SMOX	hsa:54498	True	False	False	True	DONE	2.1029130827986746	5.961180347148738e-12	1.9187549242385e-10	DONE	Stromal cells	Endothelial	Stromal	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.20103388166392636	0.549	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.11791837162607959	0.531
SMS	hsa:6611	True	False	False	True	DONE	0.9198885811875697	5.02667902104774e-11	7.844665744968443e-10	DONE	Epithelial cells	Monocyte	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.7371767626222231	0.997	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.4375923800363615	0.907
SMYD1	hsa:150572	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.0004442812620505046	1.0	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
SMYD2	hsa:56950	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.31941373373983795	0.975	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.20272769543737285	0.888
SMYD3	hsa:64754	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Mast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.17881940912359093	0.998	DONE	DESCRIPTIVE_ONLY	Mast	Mast	8	0.38219763541065643	0.999
SPTLC1	hsa:10558	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Pericytes	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.15232912657054354	0.601	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.06066782911944202	0.502
SPTLC2	hsa:9517	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Myeloid	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.29961598776679466	0.997	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.4935492046120764	1.0
SPTLC3	hsa:55304	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Fibroblast	Epithelial	Stromal	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.01914420424344733	0.54	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.025570095932452557	0.467
SQOR	hsa:58472	True	False	False	True	DONE	-1.4914267862005182	1.5530645252228239e-09	1.5996564609795087e-08	DONE	暂不可定位	Monocyte	暂不可定位	Myeloid	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	DONE	DESCRIPTIVE_ONLY	Monocyte	Monocyte	12	0.41631170150896163	0.686
SRM	hsa:6723	True	False	False	True	DONE	1.2913686718821007	5.470628527016238e-11	8.286393210039302e-10	DONE	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.5291629586479916	0.986	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.47474716652136006	0.624
SRR	hsa:63826	False	True	False	False	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Stromal cells	Pericytes	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.0708545523764061	1.0	DONE	DESCRIPTIVE_ONLY	Pericytes	Pericytes	5	0.05065765765765766	0.584
ST6GALNAC3	hsa:256435	True	False	False	False	DONE	-0.979270494399889	1.533983627977341e-06	5.808835061825961e-06	DONE	Stromal cells	Endothelial	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.03798627080106152	1.0	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.26801837458566957	1.0
ST6GALNAC4	hsa:27090	True	False	False	False	DONE	-0.24110238410602045	0.013711639518029065	0.021398467732681725	DONE	B cells	Plasma	B_lineage	B_lineage	True	NA	DONE	DESCRIPTIVE_ONLY	B cells	B cells	22	0.2571876454496399	1.0	DONE	DESCRIPTIVE_ONLY	Plasma	Plasma	11	0.3760406511438463	0.999
SUCLA2	hsa:8803	True	False	True	False	DONE	0.1536158839342712	0.18820264224242012	0.2296785799877876	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.34654917167364685	0.983	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.06793827665330587	0.447
SUCLG1	hsa:8802	True	False	False	False	DONE	-0.602957963265394	8.097208984817428e-09	5.712414557782158e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.6723121212810161	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.4537910710673676	0.997
SUCLG2	hsa:8801	True	False	False	False	DONE	-0.8631864284982242	5.451797721367132e-09	4.386993478912614e-08	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.5667825769786651	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.15782376433897485	0.993
SUGCT	hsa:79783	True	True	False	False	DONE	-1.2864819046864613	2.4100408308819562e-08	1.4602012092990675e-07	DONE	Stromal cells	Fibroblast	Stromal	Stromal	True	NA	DONE	DESCRIPTIVE_ONLY	Stromal cells	Stromal cells	19	0.07828317994357413	1.0	DONE	DESCRIPTIVE_ONLY	Fibroblast	Fibroblast	10	0.11402982045680277	0.591
SUV39H1	hsa:6839	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Epithelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.04747308904792711	0.851	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.02130741891662968	0.627
SUV39H2	hsa:79723	False	True	False	True	DONE	NA	NA	NA	NOT_RUN_CURRENT_FAMILY	Epithelial cells	Endothelial	Epithelial	Epithelial	False	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.09405185575310032	0.959	DONE	DESCRIPTIVE_ONLY	Endothelial	Endothelial	7	0.04792950256581242	0.677
TARS1	hsa:6897	True	False	False	False	DONE	0.47038138672523633	4.8731646718971945e-05	0.0001378944948366514	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
TARS2	hsa:80222	True	False	False	False	DONE	0.6982150140681378	5.269058333881545e-08	3.0150722688322174e-07	DONE	Epithelial cells	Epithelial	Epithelial	Epithelial	True	NA	DONE	DESCRIPTIVE_ONLY	Epithelial cells	Epithelial cells	22	0.16058361658148892	1.0	DONE	DESCRIPTIVE_ONLY	Epithelial	Epithelial	12	0.12603151434476673	0.998
TARS3	hsa:123283	True	False	False	False	DONE	-0.39341508039730033	0.0072925987725303626	0.012193793402120573	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	暂不可定位	NA	NA	NA	NA
TAT	hsa:6898	True	True	True	True	DONE	-0.4912125716443206	0.002288214765321659	0.0044135977683170576	DONE	暂不可定位	暂不可定位	暂不可定位	暂不可定位	False	NA	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial cells	22	0.00039725934119134933	0.705	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	暂不可定位	Epithelial	12	0.0014267776807462117	0.807
