gene	Lee_shared_top	Uhlitz_shared_top	Lee_status	Uhlitz_status	Lee_top_frequency	Uhlitz_top_frequency	common_category_n	both_evaluable	same_common_top	descriptive_stable_concordance	interpretation
SLC7A6	Stromal	Tcells	DONE	DONE	0.667	0.999	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SLC7A7	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SLC7A8	Myeloid	Epithelial	DONE	DONE	1.0	0.671	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SLC7A9	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.924	0.71	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SLCO3A1	Stromal	Stromal	DONE	DONE	1.0	0.932	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SLCO4A1	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SMOX	Stromal	Myeloid	DONE	DONE	0.529	0.994	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SMS	Epithelial	Myeloid	DONE	DONE	0.998	0.892	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SMYD1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.9984000000000001	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SMYD2	Epithelial	Epithelial	DONE	DONE	0.979	0.73	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SMYD3	Stromal	Stromal	DONE	DONE	0.991	0.944	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SPTLC1	Epithelial	Stromal	DONE	DONE	0.539	0.546	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SPTLC2	Epithelial	Myeloid	DONE	DONE	0.996	0.624	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SPTLC3	Epithelial	Stromal	DONE	DONE	0.567	0.598	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SQOR	暂不可定位	Myeloid	NOT_EVALUABLE	DONE	NA	0.668	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SRM	Stromal	Stromal	DONE	DONE	0.984	0.915	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SRR	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
ST6GALNAC3	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
ST6GALNAC4	B_lineage	B_lineage	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SUCLA2	Epithelial	Epithelial	DONE	DONE	0.985	0.988	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SUCLG1	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SUCLG2	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SUGCT	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SUV39H1	Epithelial	Epithelial	DONE	DONE	0.847	0.771	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
SUV39H2	Epithelial	Epithelial	DONE	DONE	0.952	0.775	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TARS1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TARS2	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TARS3	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TAT	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.712	0.94	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TET1	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TH	Epithelial	暂不可定位	DONE	NOT_EVALUABLE	1.0	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TKFC	Epithelial	暂不可定位	DONE	NOT_EVALUABLE	1.0	0.848	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TKT	Epithelial	Myeloid	DONE	DONE	1.0	0.994	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TKTL1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.99	0.693	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TKTL2	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.6476000000000003	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TMEM86A	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TMEM86B	Epithelial	Epithelial	DONE	DONE	0.999	0.862	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TMLHE	Epithelial	Stromal	DONE	DONE	0.998	0.702	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TOMT	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TPI1	Epithelial	Myeloid	DONE	DONE	0.995	0.684	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TPMT	Epithelial	Myeloid	DONE	DONE	1.0	0.936	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TPO	暂不可定位	Stromal	NOT_EVALUABLE	DONE	1.0	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TREH	暂不可定位	Epithelial	NOT_EVALUABLE	DONE	1.0	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TRMT5	Epithelial	Epithelial	DONE	DONE	0.929	0.478	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TTYH1	Stromal	Stromal	DONE	DONE	0.644	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TTYH2	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TTYH3	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TXNDC12	Stromal	Stromal	DONE	DONE	0.976	0.797	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TYMP	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
TYR	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UAP1	Epithelial	Epithelial	DONE	DONE	0.845	0.947	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UAP1L1	Myeloid	Myeloid	DONE	DONE	0.946	0.9	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UCK1	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UCK2	Stromal	Epithelial	DONE	DONE	0.655	0.99	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UCKL1	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UCP2	Myeloid	Myeloid	DONE	DONE	0.999	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGCG	Stromal	Stromal	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGDH	Epithelial	Epithelial	DONE	DONE	0.554	0.92	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGP2	Stromal	Epithelial	DONE	DONE	0.657	0.489	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.81	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A10	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.7914000000000001	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A3	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A4	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.7112000000000023	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A5	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A6	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.9822000000000001	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A7	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.997	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A8	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.9912000000000003	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT1A9	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.7128000000000024	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2A1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2A2	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2A3	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2B10	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	1.0	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2B11	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.9904000000000002	0.42019999999999996	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2B15	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2B17	暂不可定位	Epithelial	NOT_EVALUABLE	DONE	0.7774000000000001	1.0	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2B28	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.19999999999999718	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2B4	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.887	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT2B7	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UGT8	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UMPS	Epithelial	Epithelial	DONE	DONE	1.0	0.968	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UPB1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.975	0.858	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UPP1	Myeloid	Myeloid	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UPP2	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.9984	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
URAD	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
UXS1	Tcells	Stromal	DONE	DONE	0.759	0.999	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
VDAC1	Epithelial	Epithelial	DONE	DONE	1.0	0.997	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
VNN1	Epithelial	Epithelial	DONE	DONE	0.718	0.648	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
VNN2	Myeloid	Myeloid	DONE	DONE	0.77	1.0	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
XDH	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
XYLB	Epithelial	Epithelial	DONE	DONE	1.0	1.0	5	True	True	True	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
YARS1	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	5	False	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
YARS2	Epithelial	Epithelial	DONE	DONE	0.958	0.638	5	True	True	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
YRDC	Epithelial	Stromal	DONE	DONE	0.985	0.789	5	True	False	False	BROAD_COMPARTMENT_ONLY;NOT_IDENTICAL_SUBTYPE_OR_MECHANISM
