gene	stable_gene_id	in_current_pool	history_only	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_background	GSE263733__source_status	GSE263733__reason	GSE263733__display_top	GSE263733__mechanical_top	GSE263733__top_n	GSE263733__top_detection	GSE263733__bootstrap	GSE278688__source_status	GSE278688__reason	GSE278688__display_top	GSE278688__mechanical_top	GSE278688__top_n	GSE278688__top_detection	GSE278688__bootstrap	GSE242230__source_status	GSE242230__reason	GSE242230__display_top	GSE242230__mechanical_top	GSE242230__top_n	GSE242230__top_detection	GSE242230__bootstrap
KDM8	UniProtKB:Q8N371	False	True	-0.3017778900936078	0.0544661167339826	0.1461765263654361	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Acinar	Acinar	4	0.0165460791556218	0.304	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0167947650471934	0.45	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.0236430936231273	0.711
KMT2A	UniProtKB:Q03164	False	True	-0.0817308502814517	0.5928326619591153	0.6978463581685506	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.8031946817904339	0.677	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.4553681582443168	0.83	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.2952951312844983	0.822
KMT2B	UniProtKB:Q9UMN6	False	True	-0.18920323600212	0.0699074893696576	0.1682001657746422	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5854681248511465	0.997	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.2006726073017922	0.746	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.2594903288271565	0.998
KMT2C	UniProtKB:Q8NEZ4	False	True	0.0347171329531189	0.8180728281191005	0.887297883865741	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.5883605521001788	0.861	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.4474080052597463	0.934	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.5450392325204919	0.717
KMT2D	UniProtKB:O14686	False	True	-0.023301409460381	0.8353980072582322	0.8982098875032122	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	20	0.1310457655741885	0.93	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1919800255813897	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.1902585054990235	0.584
KMT5A	UniProtKB:Q9NQR1	False	True	0.2179196429023646	0.1279050605907529	0.2406634692694429	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4916712037196917	0.762	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.2001465354338311	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0921497584541062	0.339
KMT5B	UniProtKB:Q4FZB7	False	True	0.0892341831398001	0.4280276614681783	0.5515634589468092	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.6152008574537415	0.906	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.2446497071427408	0.946	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.3932739826667862	0.697
KMT5C	UniProtKB:Q86Y97	False	True	-0.2396925659345227	0.030814927753833	0.1057781156101085	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3900196261332723	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.0879227394394983	0.864	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.1187051890145377	0.859
KYAT1	UniProtKB:Q16773	True	False	0.0970206330247318	0.4670953086758952	0.5644781477947173	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1213165072665126	0.87	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0350100548922811	0.586	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0715822503198209	0.985
KYAT3	UniProtKB:Q6YP21	False	True	0.157989053533398	0.4224184417422059	0.5474849290253968	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2905091470417411	0.939	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.1371685041909725	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2655319776009431	0.941
L2HGDH	UniProtKB:Q9H9P8	True	False	0.0865933687219935	0.2760672755783335	0.380941994792449	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1660099188736254	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0363927916380385	0.525	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.0615556340720776	0.514
LACC1	UniProtKB:Q8IV20	True	False	0.1602024191515272	0.2921067192499659	0.3964305475535251	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.2541534535571264	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.0977866578960657	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0464641792578887	0.439
LARS1	UniProtKB:Q9P2J5	True	False	0.0872534926571254	0.2646858578274717	0.371462539110145	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.4953399438180702	0.704	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.3850140092323234	0.995	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.2873059923938739	0.278
LARS2	UniProtKB:Q15031	True	False	0.1795791482786846	0.1389893088031984	0.2417630934816198	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.0967527646781809	0.725	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0663941916676793	0.735	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.032643671939836	0.597
LCMT1	UniProtKB:Q9UIC8	False	True	-0.306268679567469	0.0187935968765839	0.0794021174124732	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.513032317145336	0.724	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.1499978613619771	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.4072094294732975	0.951
LCMT2	UniProtKB:O60294	False	True	-0.0953054369350028	0.4020569841573367	0.529087258292937	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.0716746027423088	0.733	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0325071288550516	0.81	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0776399727486684	0.557
LDHA	UniProtKB:P00338	True	False	0.875359323258549	0.0074553628588665	0.0490225946823629	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.9000190676342128	0.935	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.7412099425243728	0.879	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.7050186365757607	0.399
LDHAL6A	UniProtKB:Q6ZMR3	True	False	-0.2732021883517119	0.0937950253981274	0.1943133356634547	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
LDHAL6B	UniProtKB:Q9BYZ2	False	True	-0.0725246938148255	0.5505346084596237	0.6629415085888706	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
LDHB	UniProtKB:P07195	True	False	-0.1838313865556046	0.2837222202798021	0.3871789414868018	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	20	0.6654509925327139	0.823	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.6459771237265725	1.0	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.6590736438642227	1.0
LDHC	UniProtKB:P07864	False	True	-0.0115816623257009	0.8286400857988018	0.8954322337725087	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.0193193741026642	0.478	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
LDHD	UniProtKB:Q86WU2	True	False	-0.3750749850552474	0.0102574033323351	0.0573197600388821	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1173964602914002	0.983	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0332848757542796	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0845587889815775	0.708
LIPA	UniProtKB:P38571	True	False	0.5364047412636318	0.1269839042941114	0.2289417836543469	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.5482073856311374	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.3328089701628756	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.3546111203779315	1.0
LIPC	UniProtKB:P11150	False	True	-0.2839952138562571	0.060497652526296	0.1528462134948653	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Acinar	Acinar	4	0.0157663040591759	0.399	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0521421169905313	0.993	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0798944010900532	0.944
LIPE	UniProtKB:Q05469	True	False	-0.4792380993156709	0.003572810710763	0.0360085897666478	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1699731074551311	0.791	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0488655559365963	0.854	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0758325624421831	0.559
LRRC8A	UniProtKB:Q8IWT6	True	False	0.6445984363552628	0.0022387920230947	0.0319639403272975	11	FDR_SUPPORTED	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.6013474812755689	0.718	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.4485968116166037	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.2460222016651248	0.51
LRRC8B	UniProtKB:Q6P9F7	False	True	-0.0987748240086245	0.4210456737991931	0.5474849290253968	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3134285766088098	0.998	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1031446096903376	0.981	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1756277843983991	0.81
LRRC8C	UniProtKB:Q8TDW0	False	True	0.3076050923251718	0.0778023295112133	0.1756109461535955	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.4015845509280564	0.797	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.4153999867125506	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.1973507040805838	0.574
LRRC8D	UniProtKB:Q7L1W4	False	True	0.1888863822550275	0.1857774138234622	0.3058560928649125	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.1589631240112052	1.0	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0923593302932896	0.734	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.1255071881176011	0.99
LRRC8E	UniProtKB:Q6NSJ5	False	True	-0.4184753127155008	0.0210804819738828	0.0837363589518124	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.1671741832631877	0.998	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0375998429923169	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.0923320391086508	0.88
LYPLA1	UniProtKB:O75608	True	False	0.4076190162026353	0.0777225407261634	0.1698890934456846	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7647592435657874	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.3944209979833765	0.867	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.3745192974611487	0.843
LYPLA2	UniProtKB:O95372	True	False	-0.2456465303032417	0.0747907525075642	0.1681321851954083	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5938458774258699	0.998	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.265742788770907	0.923	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.5007572602587596	0.848
MBLAC2	UniProtKB:Q68D91	True	False	-0.144683422638419	0.1862509155920632	0.2911644060205038	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.0988408434614662	0.75	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.0456986117622204	0.808	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.0651505807379997	0.582
MDH1	UniProtKB:P40925	True	False	0.4641864875061146	0.0139828023177458	0.0644720412952697	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7644333968950041	0.663	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.4649873335503447	0.982	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.7182933640017598	0.962
MDH2	UniProtKB:P40926	False	True	0.0672294050956873	0.6080244678341619	0.7107424978224944	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7909859286535552	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.5653104428878328	0.547	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.7486560672655126	0.949
ME1	UniProtKB:P48163	True	False	0.4326473032754972	0.1139916718650743	0.2182631236486307	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.0859389260853553	0.947	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.0585410599234789	0.919	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1281102504303403	0.936
ME2	UniProtKB:P23368	True	False	0.1094124965525255	0.4928392878929392	0.5879689041562701	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.4534651055902033	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.3085324344577648	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.2810733642467891	1.0
ME3	UniProtKB:Q16798	True	False	0.121193144501882	0.0674272360032843	0.1601396855078003	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1538855173339469	0.534	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1776230181740811	0.999	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.1719432097007393	0.574
MECOM	UniProtKB:Q03112	False	True	-0.5935319937258345	0.0007441847252726	0.0548657216119157	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.4491366582297898	0.756	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.5177190305813911	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	3	0.2692106074622263	0.585
MEPCE	UniProtKB:Q7L2J0	False	True	-0.1254454560201581	0.2704921846221387	0.4001418869065432	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	17	0.2828489964029411	1.0	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.1109893536777515	0.839	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2436232204410615	0.948
METTL1	UniProtKB:Q9UBP6	False	True	-0.1624414572386236	0.3312564050512095	0.4554775569454132	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.2265533771427479	0.699	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	13	0.0794219003168721	0.878	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	7	0.1168854684850675	0.831
METTL13	UniProtKB:Q8N6R0	False	True	0.1931585915699045	0.2856316651003055	0.4125790718115524	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.3766231914690678	0.999	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.1796006335363443	0.701
METTL15	UniProtKB:A6NJ78	False	True	0.2923965178669828	0.1512393130167324	0.2704518589185974	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.469420785192996	0.998	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.1262927515643885	0.927	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2593687664714651	0.818
METTL16	UniProtKB:Q86W50	False	True	0.019327725968859	0.878891774632337	0.9309742501661052	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	17	0.1474012991821251	0.862	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.1296184965458773	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2046020259101218	0.484
METTL18	UniProtKB:O95568	False	True	0.1384670810306854	0.1340411680670149	0.245742141456194	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.243220082385784	0.691	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.034164984727442	0.913	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1616679373988219	0.779
METTL21A	UniProtKB:Q8WXB1	False	True	0.1964893263429245	0.0698895241167821	0.1682001657746422	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	17	0.2180658269451915	1.0	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.2111421370163453	1.0	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	15	0.1166127815055622	0.702
METTL21C	UniProtKB:Q5VZV1	False	True	-0.1627992608409045	0.1156206431001051	0.2240351613512867	11	NOT_SUPPORTED_THIS_TEST	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA	NOT_EVALUABLE	INSUFFICIENT_CATEGORIES_OR_SIGNAL	暂不可定位	NOT_EVALUABLE	NA	NA	NA
METTL22	UniProtKB:Q9BUU2	False	True	0.0036902247255835	0.968881254000781	0.9826242505114304	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.1546661685254971	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	13	0.1184592060280437	0.996	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.1597305011604324	1.0
METTL23	UniProtKB:Q86XA0	False	True	-0.1271193735101872	0.2844474514145949	0.4122566103272338	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.5716226383395493	0.87	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.2172989846992754	0.967	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.4574372002033171	0.953
METTL2A	UniProtKB:Q96IZ6	False	True	0.076400696794956	0.6575308377511904	0.7509193889677779	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4264029590941651	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.0799837328863025	0.629	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2370143453914068	0.903
METTL2B	UniProtKB:Q6P1Q9	False	True	0.2881773200241926	0.0045833286661638	0.0584311321184284	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.4261337089359431	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.1076307519646623	0.593	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1939291038241563	0.49
METTL3	UniProtKB:Q86U44	False	True	0.2464679456881509	0.1450321193448802	0.2614234420124102	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1772043737536432	0.589	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	13	0.1234514660192529	0.949	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.2740765835031202	0.958
METTL4	UniProtKB:Q8N3J2	False	True	0.4457357912290819	0.0214719802531812	0.0837930996167616	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Endothelial	Endothelial	4	0.1629012310170271	0.426	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0923099799094368	0.999	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	21	0.0628518818490204	0.558
METTL5	UniProtKB:Q9NRN9	False	True	-0.1136002195206007	0.4748507792052772	0.5842263045892485	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	18	0.7428341891276686	1.0	DONE	Descriptive donor-equal ranking;not differential expression	Ductal (unresolved)	Ductal (unresolved)	12	0.2519759890213391	0.669	DONE	Descriptive donor-equal ranking;not differential expression	Malignant (author)	Malignant (author)	23	0.4041177872712221	0.505
METTL6	UniProtKB:Q8TCB7	False	True	0.4715191586604929	0.0135318205971132	0.0702742022750811	11	NOMINAL_EXPLORATORY	DONE	Descriptive donor-equal ranking;not differential expression	Fibroblast/CAF	Fibroblast/CAF	11	0.1819878917568077	0.516	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.0524080594587664	0.399	DONE	Descriptive donor-equal ranking;not differential expression	Normal epithelial (author)	Normal epithelial (author)	6	0.1121434475070157	0.407
METTL8	UniProtKB:Q9H825	False	True	0.2110815388769391	0.0546622477297307	0.1461765263654361	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	17	0.1521571717952383	0.926	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	11	0.1347818160417692	1.0	DONE	Descriptive donor-equal ranking;not differential expression	B/Plasma	B/Plasma	15	0.114011234179363	1.0
METTL9	UniProtKB:Q9H1A3	False	True	0.2993220343465515	0.0597396342417594	0.1528462134948653	11	NOT_SUPPORTED_THIS_TEST	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.5782745302901182	0.516	DONE	Descriptive donor-equal ranking;not differential expression	T/NK	T/NK	13	0.3198598279591591	0.744	DONE	Descriptive donor-equal ranking;not differential expression	Myeloid	Myeloid	20	0.3640761089348739	0.638
