cohort	gene	matrix_label	method
GSE242230	DOT1L	DOT1L	EXACT_CANONICAL
GSE242230	DPEP1	DPEP1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	DPH5	DPH5	EXACT_CANONICAL
GSE242230	EEF1AKMT1	EEF1AKMT1	EXACT_CANONICAL
GSE242230	EEF1AKMT2	EEF1AKMT2	EXACT_CANONICAL
GSE242230	EEF1AKMT3	EEF1AKMT3	EXACT_CANONICAL
GSE242230	EEF1AKMT4	EEF1AKMT4	EXACT_CANONICAL
GSE242230	EEF2KMT	EEF2KMT	EXACT_CANONICAL
GSE242230	EGLN1	EGLN1	EXACT_CANONICAL
GSE242230	EGLN2	EGLN2	EXACT_CANONICAL
GSE242230	EGLN3	EGLN3	EXACT_CANONICAL
GSE242230	EHMT1	EHMT1	EXACT_CANONICAL
GSE242230	EHMT2	EHMT2	EXACT_CANONICAL
GSE242230	EMG1	NA	MISSING_OR_AMBIGUOUS
GSE242230	ENPP6	ENPP6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	EPHX1	EPHX1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ETFBKMT	ETFBKMT	EXACT_CANONICAL
GSE242230	EZH1	EZH1	EXACT_CANONICAL
GSE242230	EZH2	EZH2	EXACT_CANONICAL
GSE242230	FAAH	FAAH	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	FAHD1	FAHD1	EXACT_CANONICAL
GSE242230	FBL	FBL	EXACT_CANONICAL
GSE242230	FBLL1	FBLL1	EXACT_CANONICAL
GSE242230	FMO1	FMO1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	FMO3	FMO3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	FTO	FTO	EXACT_CANONICAL
GSE242230	FTSJ1	FTSJ1	EXACT_CANONICAL
GSE242230	FTSJ3	FTSJ3	EXACT_CANONICAL
GSE242230	GAD1	GAD1	EXACT_CANONICAL
GSE242230	GAD2	GAD2	EXACT_CANONICAL
GSE242230	GADL1	GADL1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GAMT	GAMT	EXACT_CANONICAL
GSE242230	GATM	GATM	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GDPD2	GDPD2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GDPD3	GDPD3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GDPD5	GDPD5	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GGCT	GGCT	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GGT1	GGT1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GGT5	GGT5	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GK	GK	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GK2	GK2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GK3	GK3P	UNIQUE_REVIEWED_ALIAS
GSE242230	GK5	GK5	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GLUD1	GLUD1	EXACT_CANONICAL
GSE242230	GLUD2	GLUD2	EXACT_CANONICAL
GSE242230	GNMT	GNMT	EXACT_CANONICAL
GSE242230	GOT1	GOT1	EXACT_CANONICAL
GSE242230	GOT1L1	GOT1L1	EXACT_CANONICAL
GSE242230	GOT2	GOT2	EXACT_CANONICAL
GSE242230	GPCPD1	GPCPD1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	GPT	GPT	EXACT_CANONICAL
GSE242230	GPT2	GPT2	EXACT_CANONICAL
GSE242230	HAO1	HAO1	EXACT_CANONICAL
GSE242230	HAO2	HAO2	EXACT_CANONICAL
GSE242230	HDAC10	HDAC10	EXACT_CANONICAL
GSE242230	HEMK1	HEMK1	EXACT_CANONICAL
GSE242230	HEMK2	N6AMT1	UNIQUE_REVIEWED_ALIAS
GSE242230	HENMT1	HENMT1	EXACT_CANONICAL
GSE242230	HIF1AN	HIF1AN	EXACT_CANONICAL
GSE242230	HNMT	HNMT	EXACT_CANONICAL
GSE242230	HOGA1	HOGA1	EXACT_CANONICAL
GSE242230	HPD	HPD	EXACT_CANONICAL
GSE242230	HR	HR	EXACT_CANONICAL
GSE242230	ICMT	ICMT	EXACT_CANONICAL
GSE242230	IDH1	IDH1	EXACT_CANONICAL
GSE242230	IDH2	IDH2	EXACT_CANONICAL
GSE242230	IDH3A	IDH3A	EXACT_CANONICAL
GSE242230	IDO1	IDO1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	IDO2	IDO2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	IL4I1	IL4I1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	IMPA1	IMPA1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	IMPA2	IMPA2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	INMT	INMT	EXACT_CANONICAL
GSE242230	JMJD4	JMJD4	EXACT_CANONICAL
GSE242230	JMJD6	JMJD6	EXACT_CANONICAL
GSE242230	JMJD7	JMJD7	EXACT_CANONICAL
GSE242230	KDM1A	KDM1A	EXACT_CANONICAL
GSE242230	KDM2A	KDM2A	EXACT_CANONICAL
GSE242230	KDM2B	KDM2B	EXACT_CANONICAL
GSE242230	KDM3A	KDM3A	EXACT_CANONICAL
GSE242230	KDM3B	KDM3B	EXACT_CANONICAL
GSE242230	KDM4A	KDM4A	EXACT_CANONICAL
GSE242230	KDM4B	KDM4B	EXACT_CANONICAL
GSE242230	KDM4C	KDM4C	EXACT_CANONICAL
GSE242230	KDM4D	KDM4D	EXACT_CANONICAL
GSE242230	KDM4E	KDM4E	EXACT_CANONICAL
GSE242230	KDM4F	KDM4F	EXACT_CANONICAL
GSE242230	KDM5A	KDM5A	EXACT_CANONICAL
GSE242230	KDM5B	KDM5B	EXACT_CANONICAL
GSE242230	KDM5C	KDM5C	EXACT_CANONICAL
GSE242230	KDM5D	KDM5D	EXACT_CANONICAL
GSE242230	KDM6A	KDM6A	EXACT_CANONICAL
GSE242230	KDM6B	KDM6B	EXACT_CANONICAL
GSE242230	KDM7A	KDM7A	EXACT_CANONICAL
GSE242230	KDM8	KDM8	EXACT_CANONICAL
GSE242230	KMT2A	KMT2A	EXACT_CANONICAL
GSE242230	KMT2B	KMT2B	EXACT_CANONICAL
GSE242230	KMT2C	KMT2C	EXACT_CANONICAL
GSE242230	KMT2D	KMT2D	EXACT_CANONICAL
GSE242230	KMT5A	KMT5A	EXACT_CANONICAL
GSE242230	KMT5B	KMT5B	EXACT_CANONICAL
GSE242230	KMT5C	KMT5C	EXACT_CANONICAL
GSE242230	KYAT1	KYAT1	EXACT_CANONICAL
GSE242230	KYAT3	KYAT3	EXACT_CANONICAL
GSE242230	L2HGDH	L2HGDH	EXACT_CANONICAL
GSE242230	LACC1	LACC1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LARS1	LARS	UNIQUE_REVIEWED_ALIAS
GSE242230	LARS2	LARS2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LCMT1	LCMT1	EXACT_CANONICAL
GSE242230	LCMT2	LCMT2	EXACT_CANONICAL
GSE242230	LDHA	LDHA	EXACT_CANONICAL
GSE242230	LDHAL6A	LDHAL6A	EXACT_CANONICAL
GSE242230	LDHAL6B	LDHAL6B	EXACT_CANONICAL
GSE242230	LDHB	LDHB	EXACT_CANONICAL
GSE242230	LDHC	LDHC	EXACT_CANONICAL
GSE242230	LDHD	LDHD	EXACT_CANONICAL
GSE242230	LIPA	LIPA	EXACT_CANONICAL
GSE242230	LIPC	LIPC	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LIPE	LIPE	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LRRC8A	LRRC8A	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LRRC8B	LRRC8B	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LRRC8C	LRRC8C	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LRRC8D	LRRC8D	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LRRC8E	LRRC8E	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LYPLA1	LYPLA1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	LYPLA2	LYPLA2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	MBLAC2	MBLAC2	EXACT_CANONICAL
GSE242230	MDH1	MDH1	EXACT_CANONICAL
GSE242230	ME1	ME1	EXACT_CANONICAL
GSE242230	ME2	ME2	EXACT_CANONICAL
GSE242230	ME3	ME3	EXACT_CANONICAL
GSE242230	MECOM	MECOM	EXACT_CANONICAL
GSE242230	MEPCE	MEPCE	EXACT_CANONICAL
GSE242230	METTL1	METTL1	EXACT_CANONICAL
GSE242230	METTL13	METTL13	EXACT_CANONICAL
GSE242230	METTL15	METTL15	EXACT_CANONICAL
GSE242230	METTL16	METTL16	EXACT_CANONICAL
GSE242230	METTL18	METTL18	EXACT_CANONICAL
GSE242230	METTL21A	METTL21A	EXACT_CANONICAL
GSE242230	METTL21C	METTL21C	EXACT_CANONICAL
GSE242230	METTL22	METTL22	EXACT_CANONICAL
GSE242230	METTL23	METTL23	EXACT_CANONICAL
GSE242230	METTL2A	METTL2A	EXACT_CANONICAL
GSE242230	METTL2B	METTL2B	EXACT_CANONICAL
GSE242230	METTL3	METTL3	EXACT_CANONICAL
GSE242230	METTL4	METTL4	EXACT_CANONICAL
GSE242230	METTL5	METTL5	EXACT_CANONICAL
GSE242230	METTL6	METTL6	EXACT_CANONICAL
GSE242230	METTL8	METTL8	EXACT_CANONICAL
GSE242230	METTL9	METTL9	EXACT_CANONICAL
GSE242230	MGLL	MGLL	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	MOGAT1	MOGAT1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	MOGAT2	MOGAT2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	MOGAT3	MOGAT3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	MPC1	MPC1	EXACT_CANONICAL
GSE242230	MPC1L	MPC1L	EXACT_CANONICAL
GSE242230	MPC2	MPC2	EXACT_CANONICAL
GSE242230	MPST	MPST	EXACT_CANONICAL
GSE242230	MRM1	MRM1	EXACT_CANONICAL
GSE242230	MRM2	MRM2	EXACT_CANONICAL
GSE242230	MRM3	MRM3	EXACT_CANONICAL
GSE242230	MTO1	MTO1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	MTRR	MTRR	EXACT_CANONICAL
GSE242230	NAAA	NAAA	EXACT_CANONICAL
GSE242230	NDUFAF7	NDUFAF7	EXACT_CANONICAL
GSE242230	NIT1	NIT1	EXACT_CANONICAL
GSE242230	NIT2	NIT2	EXACT_CANONICAL
GSE242230	NNMT	NNMT	EXACT_CANONICAL
GSE242230	NOP2	NOP2	EXACT_CANONICAL
GSE242230	NPL	NPL	EXACT_CANONICAL
GSE242230	NSD1	NSD1	EXACT_CANONICAL
GSE242230	NSD2	NSD2	EXACT_CANONICAL
GSE242230	NSD3	NSD3	EXACT_CANONICAL
GSE242230	NSUN2	NSUN2	EXACT_CANONICAL
GSE242230	NSUN3	NSUN3	EXACT_CANONICAL
GSE242230	NSUN4	NSUN4	EXACT_CANONICAL
GSE242230	NSUN5	NSUN5	EXACT_CANONICAL
GSE242230	NSUN6	NSUN6	EXACT_CANONICAL
GSE242230	NT5C	NT5C	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	NT5C1A	NT5C1A	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	NT5C2	NT5C2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	NT5E	NT5E	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	NT5M	NT5M	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	NTMT1	NTMT1	EXACT_CANONICAL
GSE242230	NTMT2	METTL11B	UNIQUE_REVIEWED_ALIAS
GSE242230	OAT	OAT	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ODC1	ODC1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	OGDH	OGDH	EXACT_CANONICAL
GSE242230	OGDHL	OGDHL	EXACT_CANONICAL
GSE242230	OGFOD1	OGFOD1	EXACT_CANONICAL
GSE242230	OLAH	OLAH	EXACT_CANONICAL
GSE242230	OTC	OTC	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	P3H1	P3H1	EXACT_CANONICAL
GSE242230	P3H2	P3H2	EXACT_CANONICAL
GSE242230	P3H3	P3H3	EXACT_CANONICAL
GSE242230	P4HA1	P4HA1	EXACT_CANONICAL
GSE242230	P4HA2	P4HA2	EXACT_CANONICAL
GSE242230	P4HA3	P4HA3	EXACT_CANONICAL
GSE242230	P4HTM	P4HTM	EXACT_CANONICAL
GSE242230	PAOX	PAOX	EXACT_CANONICAL
GSE242230	PC	PC	EXACT_CANONICAL
GSE242230	PCIF1	PCIF1	EXACT_CANONICAL
GSE242230	PCMT1	PCMT1	EXACT_CANONICAL
GSE242230	PDHA1	PDHA1	EXACT_CANONICAL
GSE242230	PDHA2	PDHA2	EXACT_CANONICAL
GSE242230	PDHB	PDHB	EXACT_CANONICAL
GSE242230	PEMT	PEMT	EXACT_CANONICAL
GSE242230	PEPD	PEPD	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PGP	PGP	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PHF2	PHF2	EXACT_CANONICAL
GSE242230	PHF8	PHF8	EXACT_CANONICAL
GSE242230	PHGDH	PHGDH	EXACT_CANONICAL
GSE242230	PHYH	PHYH	EXACT_CANONICAL
GSE242230	PIPOX	PIPOX	EXACT_CANONICAL
GSE242230	PKLR	PKLR	EXACT_CANONICAL
GSE242230	PKM	PKM	EXACT_CANONICAL
GSE242230	PLA2G15	PLA2G15	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLA2G4A	PLA2G4A	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLA2G4B	PLA2G4B	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLA2G4C	PLA2G4C	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLA2G4E	PLA2G4E	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLA2G4F	PLA2G4F	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLA2G6	PLA2G6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLB1	PLB1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLBD1	PLBD1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLD3	PLD3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLD4	PLD4	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PLOD1	PLOD1	EXACT_CANONICAL
GSE242230	PLOD2	PLOD2	EXACT_CANONICAL
GSE242230	PLOD3	PLOD3	EXACT_CANONICAL
GSE242230	PM20D1	PM20D1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PM20D2	PM20D2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PNLIPRP2	NA	MISSING_OR_AMBIGUOUS
GSE242230	PNMT	PNMT	EXACT_CANONICAL
GSE242230	PNP	PNP	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PNPLA2	PNPLA2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PNPLA3	PNPLA3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PNPLA4	PNPLA4	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PNPLA6	PNPLA6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PNPLA7	PNPLA7	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PNPLA8	PNPLA8	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	PRDM16	PRDM16	EXACT_CANONICAL
GSE242230	PRDM2	PRDM2	EXACT_CANONICAL
GSE242230	PRDM6	PRDM6	EXACT_CANONICAL
GSE242230	PRDM7	PRDM7	EXACT_CANONICAL
GSE242230	PRDM9	PRDM9	EXACT_CANONICAL
GSE242230	PRMT1	PRMT1	EXACT_CANONICAL
GSE242230	PRMT2	PRMT2	EXACT_CANONICAL
GSE242230	PRMT3	PRMT3	EXACT_CANONICAL
GSE242230	PRMT5	PRMT5	EXACT_CANONICAL
GSE242230	PRMT6	PRMT6	EXACT_CANONICAL
GSE242230	PRMT7	PRMT7	EXACT_CANONICAL
GSE242230	PRMT8	PRMT8	EXACT_CANONICAL
GSE242230	PRMT9	PRMT9	EXACT_CANONICAL
GSE242230	PSAT1	PSAT1	EXACT_CANONICAL
GSE242230	PTER	PTER	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	RAD23A	RAD23A	EXACT_CANONICAL
GSE242230	RAD23B	RAD23B	EXACT_CANONICAL
GSE242230	RIDA	RIDA	EXACT_CANONICAL
GSE242230	RIOX1	RIOX1	EXACT_CANONICAL
GSE242230	RIOX2	RIOX2	EXACT_CANONICAL
GSE242230	RNMT	RNMT	EXACT_CANONICAL
GSE242230	RSBN1	RSBN1	EXACT_CANONICAL
GSE242230	SAMHD1	SAMHD1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SDS	SDS	EXACT_CANONICAL
GSE242230	SDSL	SDSL	EXACT_CANONICAL
GSE242230	SETD1A	SETD1A	EXACT_CANONICAL
GSE242230	SETD1B	SETD1B	EXACT_CANONICAL
GSE242230	SETD2	SETD2	EXACT_CANONICAL
GSE242230	SETD3	SETD3	EXACT_CANONICAL
GSE242230	SETD4	SETD4	EXACT_CANONICAL
GSE242230	SETD5	SETD5	EXACT_CANONICAL
GSE242230	SETD6	SETD6	EXACT_CANONICAL
GSE242230	SETD7	SETD7	EXACT_CANONICAL
GSE242230	SETDB1	SETDB1	EXACT_CANONICAL
GSE242230	SETDB2	SETDB2	EXACT_CANONICAL
GSE242230	SETMAR	SETMAR	EXACT_CANONICAL
GSE242230	SLC13A2	SLC13A2	EXACT_CANONICAL
GSE242230	SLC13A3	SLC13A3	EXACT_CANONICAL
GSE242230	SLC15A1	SLC15A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC15A2	SLC15A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC16A1	SLC16A1	EXACT_CANONICAL
GSE242230	SLC16A10	SLC16A10	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC16A11	SLC16A11	EXACT_CANONICAL
GSE242230	SLC16A3	SLC16A3	EXACT_CANONICAL
GSE242230	SLC16A6	SLC16A6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC16A7	SLC16A7	EXACT_CANONICAL
GSE242230	SLC22A1	SLC22A1	EXACT_CANONICAL
GSE242230	SLC22A2	SLC22A2	EXACT_CANONICAL
GSE242230	SLC22A7	SLC22A7	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC22A8	SLC22A8	EXACT_CANONICAL
GSE242230	SLC25A11	SLC25A11	EXACT_CANONICAL
GSE242230	SLC25A15	SLC25A15	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC25A2	SLC25A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC25A20	SLC25A20	EXACT_CANONICAL
GSE242230	SLC25A21	SLC25A21	EXACT_CANONICAL
GSE242230	SLC25A26	SLC25A26	EXACT_CANONICAL
GSE242230	SLC25A29	SLC25A29	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC25A36	SLC25A36	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC25A44	SLC25A44	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC28A1	SLC28A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC28A2	SLC28A2	EXACT_CANONICAL
GSE242230	SLC28A3	SLC28A3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC29A1	SLC29A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC29A2	SLC29A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC29A3	SLC29A3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC32A1	SLC32A1	EXACT_CANONICAL
GSE242230	SLC36A1	SLC36A1	EXACT_CANONICAL
GSE242230	SLC36A2	SLC36A2	EXACT_CANONICAL
GSE242230	SLC36A4	SLC36A4	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC38A10	SLC38A10	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC38A2	SLC38A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC38A8	SLC38A8	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC38A9	SLC38A9	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC43A1	SLC43A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC43A2	SLC43A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC45A4	SLC45A4	EXACT_CANONICAL
GSE242230	SLC5A12	SLC5A12	EXACT_CANONICAL
GSE242230	SLC5A8	SLC5A8	EXACT_CANONICAL
GSE242230	SLC6A1	SLC6A1	EXACT_CANONICAL
GSE242230	SLC6A11	SLC6A11	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC6A12	SLC6A12	EXACT_CANONICAL
GSE242230	SLC6A13	SLC6A13	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC6A14	SLC6A14	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC6A15	SLC6A15	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC6A17	SLC6A17	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC6A19	SLC6A19	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC6A20	SLC6A20	EXACT_CANONICAL
GSE242230	SLC6A6	SLC6A6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC6A7	SLC6A7	EXACT_CANONICAL
GSE242230	SLC7A1	SLC7A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC7A13	SLC7A13	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC7A14	SLC7A14	EXACT_CANONICAL
GSE242230	SLC7A2	SLC7A2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC7A3	SLC7A3	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC7A5	SLC7A5	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC7A6	SLC7A6	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC7A7	SLC7A7	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC7A8	SLC7A8	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLC7A9	SLC7A9	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SLCO3A1	SLCO3A1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	SMYD1	SMYD1	EXACT_CANONICAL
GSE242230	SMYD2	SMYD2	EXACT_CANONICAL
GSE242230	SMYD3	SMYD3	EXACT_CANONICAL
GSE242230	SMYD4	SMYD4	EXACT_CANONICAL
GSE242230	SMYD5	SMYD5	EXACT_CANONICAL
GSE242230	SPOUT1	SPOUT1	EXACT_CANONICAL
GSE242230	SRM	SRM	EXACT_CANONICAL
GSE242230	SRR	SRR	EXACT_CANONICAL
GSE242230	SUV39H1	SUV39H1	EXACT_CANONICAL
GSE242230	SUV39H2	SUV39H2	EXACT_CANONICAL
GSE242230	TARBP1	TARBP1	EXACT_CANONICAL
GSE242230	TAT	TAT	EXACT_CANONICAL
GSE242230	TDO2	TDO2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TET1	TET1	EXACT_CANONICAL
GSE242230	TET2	TET2	EXACT_CANONICAL
GSE242230	TET3	TET3	EXACT_CANONICAL
GSE242230	TFB1M	TFB1M	EXACT_CANONICAL
GSE242230	TFB2M	TFB2M	EXACT_CANONICAL
GSE242230	TGS1	TGS1	EXACT_CANONICAL
GSE242230	THEM4	THEM4	EXACT_CANONICAL
GSE242230	THUMPD2	THUMPD2	EXACT_CANONICAL
GSE242230	THUMPD3	THUMPD3	EXACT_CANONICAL
GSE242230	TK1	TK1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TK2	TK2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TKFC	TKFC	EXACT_CANONICAL
GSE242230	TMEM68	TMEM68	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TMEM86A	TMEM86A	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TMEM86B	TMEM86B	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TMLHE	TMLHE	EXACT_CANONICAL
GSE242230	TMT1A	METTL7A	UNIQUE_REVIEWED_ALIAS
GSE242230	TMT1B	METTL7B	UNIQUE_REVIEWED_ALIAS
GSE242230	TOMT	LRTOMT	UNIQUE_REVIEWED_ALIAS
GSE242230	TPH1	TPH1	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TPH2	TPH2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TPMT	TPMT	EXACT_CANONICAL
GSE242230	TRDMT1	TRDMT1	EXACT_CANONICAL
GSE242230	TRMO	TRMO	EXACT_CANONICAL
GSE242230	TRMT1	TRMT1	EXACT_CANONICAL
GSE242230	TRMT10A	TRMT10A	EXACT_CANONICAL
GSE242230	TRMT10B	TRMT10B	EXACT_CANONICAL
GSE242230	TRMT10C	TRMT10C	EXACT_CANONICAL
GSE242230	TRMT11	TRMT11	EXACT_CANONICAL
GSE242230	TRMT13	TRMT13	EXACT_CANONICAL
GSE242230	TRMT1L	TRMT1L	EXACT_CANONICAL
GSE242230	TRMT2A	TRMT2A	EXACT_CANONICAL
GSE242230	TRMT2B	TRMT2B	EXACT_CANONICAL
GSE242230	TRMT44	TRMT44	EXACT_CANONICAL
GSE242230	TRMT5	TRMT5	EXACT_CANONICAL
GSE242230	TRMT61A	TRMT61A	EXACT_CANONICAL
GSE242230	TRMT61B	TRMT61B	EXACT_CANONICAL
GSE242230	TYMP	TYMP	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	TYW1	TYW1	EXACT_CANONICAL
GSE242230	TYW1B	TYW1B	EXACT_CANONICAL
GSE242230	TYW3	TYW3	EXACT_CANONICAL
GSE242230	TYW5	TYW5	EXACT_CANONICAL
GSE242230	UCK1	UCK1	EXACT_CANONICAL
GSE242230	UCK2	UCK2	EXACT_CANONICAL
GSE242230	UCKL1	UCKL1	EXACT_CANONICAL
GSE242230	UPP1	UPP1	EXACT_CANONICAL
GSE242230	UPP2	UPP2	EXACT_CANONICAL
GSE242230	USB1	USB1	EXACT_CANONICAL
GSE242230	UTY	UTY	EXACT_CANONICAL
GSE242230	VCPKMT	VCPKMT	EXACT_CANONICAL
GSE242230	WARS1	WARS	UNIQUE_REVIEWED_ALIAS
GSE242230	WARS2	WARS2	REUSED_IDENTICAL_DONOR_SUMMARIES
GSE242230	ZCCHC4	ZCCHC4	EXACT_CANONICAL
