stable_gene_id	cancer	gene	all3_same_unique_top	all3_top_bootstrap_ge080	cell_background	source_type	GSE263733_top_celltype	GSE263733_runner_celltype	GSE263733_top_gap	GSE263733_bootstrap_top_frequency	GSE263733_bootstrap_valid	GSE263733_max_detection	GSE263733_n_evaluable_celltypes	GSE263733_status	GSE263733_matrix_coverage_status	GSE263733_top_detection_fraction	GSE263733_top_source_labels	GSE278688_top_celltype	GSE278688_runner_celltype	GSE278688_top_gap	GSE278688_bootstrap_top_frequency	GSE278688_bootstrap_valid	GSE278688_max_detection	GSE278688_n_evaluable_celltypes	GSE278688_status	GSE278688_matrix_coverage_status	GSE278688_top_detection_fraction	GSE278688_top_source_labels	GSE242230_top_celltype	GSE242230_runner_celltype	GSE242230_top_gap	GSE242230_bootstrap_top_frequency	GSE242230_bootstrap_valid	GSE242230_max_detection	GSE242230_n_evaluable_celltypes	GSE242230_status	GSE242230_matrix_coverage_status	GSE242230_top_detection_fraction	GSE242230_top_source_labels
UniProtKB:P21549	PDAC	AGXT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0031207377549776	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0001416029453412	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0029154518950437	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q9BYV1	PDAC	AGXT2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0002426006792819	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0007251631617113	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P23526	PDAC	AHCY	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0713866570532806	0.975	1000	0.5820203506098429	7	DONE	DONE	0.5820203506098429	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0776750262852683	0.944	1000	0.3154937974525754	6	DONE	DONE	0.2885925615831244	12.0	Normal epithelial (author)	Fibroblast/CAF	0.0178582370741475	0.642	1000	0.5074668862150121	8	DONE	DONE	0.5074668862150121	6.0
UniProtKB:O95831	PDAC	AIFM1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.0222881720171466	0.833	1000	0.3751668684007843	7	DONE	DONE	0.3751668684007843	18.0	Endothelial	Ductal (unresolved)	0.0133422724435538	0.797	1000	0.1101802730716221	6	DONE	DONE	0.1101802730716221	13.0	Normal epithelial (author)	Malignant (author)	0.0504744656614528	0.939	1000	0.2275177582149096	8	DONE	DONE	0.2275177582149096	6.0
UniProtKB:Q9BRQ8	PDAC	AIFM2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0348669037865981	0.989	1000	0.3108452572681991	7	DONE	DONE	0.3108452572681991	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0276695016690397	0.999	1000	0.0821513027598344	6	DONE	DONE	0.0821513027598344	12.0	Normal epithelial (author)	Malignant (author)	0.0167711099396472	0.828	1000	0.174683705155969	8	DONE	DONE	0.174683705155969	6.0
UniProtKB:P27144	PDAC	AK4	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.1679027504066642	0.998	1000	0.5008678608574467	7	DONE	DONE	0.5008678608574467	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0357990092980658	0.997	1000	0.094992445602906	6	DONE	DONE	0.094992445602906	12.0	Malignant (author)	Normal epithelial (author)	0.0888313392686867	0.937	1000	0.2722803474033934	8	DONE	DONE	0.2722803474033934	23.0
UniProtKB:Q5TCS8	PDAC	AK9	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	B/Plasma	0.0195034102064942	0.607	1000	0.1750239886008643	7	DONE	DONE	0.1489426340312931	4.0	B/Plasma	Endothelial	0.0064688180683434	0.777	1000	0.0648306077883719	6	DONE	DONE	0.0544556744428644	11.0	Normal epithelial (author)	T/NK	0.0177598398146194	0.898	1000	0.1053905739437973	8	DONE	DONE	0.1053905739437973	6.0
UniProtKB:P14550	PDAC	AKR1A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0321382381062589	0.688	1000	0.700160232827709	7	DONE	DONE	0.583164697432325	20.0	Myeloid	Fibroblast/CAF	0.1903022483352365	1.0	1000	0.5296736624794289	6	DONE	DONE	0.5296736624794289	13.0	Normal epithelial (author)	Myeloid	0.0680732352755026	0.818	1000	0.7280745845026204	8	DONE	DONE	0.7280745845026204	6.0
UniProtKB:P15121	PDAC	AKR1B1	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.0601986137418175	0.895	1000	0.4530691213592499	7	DONE	DONE	0.3702226216891355	20.0	Myeloid	Fibroblast/CAF	0.24867779492232	1.0	1000	0.3899407938130771	6	DONE	DONE	0.3899407938130771	13.0	Myeloid	T/NK	0.099584175418623	0.972	1000	0.2969093714527058	8	DONE	DONE	0.2857178389577536	20.0
UniProtKB:Q04828	PDAC	AKR1C1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0192770141098549	0.697	1000	0.2075027069982479	7	DONE	DONE	0.2075027069982479	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0242703536555501	0.644	1000	0.1532673499039845	6	DONE	DONE	0.1344175460302316	12.0	Normal epithelial (author)	Malignant (author)	0.2169612159020738	0.95	1000	0.3838299333239363	8	DONE	DONE	0.3838299333239363	6.0
UniProtKB:P52895	PDAC	AKR1C2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.1545914511511001	0.999	1000	0.1857655674466726	7	DONE	DONE	0.1857655674466726	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0792480610816392	0.98	1000	0.0819747161632842	6	DONE	DONE	0.0819747161632842	12.0	Normal epithelial (author)	Malignant (author)	0.6431135943008263	0.962	1000	0.4729758518176809	8	DONE	DONE	0.4729758518176809	6.0
UniProtKB:P42330	PDAC	AKR1C3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0905238739011767	0.961	1000	0.5535407699154191	7	DONE	DONE	0.5535407699154191	18.0	Ductal (unresolved)	Endothelial	0.1508687484852119	1.0	1000	0.2530701113930899	6	DONE	DONE	0.2530701113930899	12.0	Normal epithelial (author)	Malignant (author)	0.68202414373864	0.946	1000	0.6259432249687122	8	DONE	DONE	0.6259432249687122	6.0
UniProtKB:P17516	PDAC	AKR1C4	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0290294788678087	1.0	1000	0.0621193473246112	7	DONE	DONE	0.0621193473246112	18.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.006459823836231	6	NOT_EVALUABLE	DONE	NA	NA	Normal epithelial (author)	Malignant (author)	0.0463871236250422	0.949	1000	0.0836538461538461	8	DONE	DONE	0.0836538461538461	6.0
UniProtKB:O43488	PDAC	AKR7A2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.1427828375479888	0.997	1000	0.631582533096947	7	DONE	DONE	0.631582533096947	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0643841215433631	0.976	1000	0.3529483644619851	6	DONE	DONE	0.3529483644619851	13.0	Normal epithelial (author)	Fibroblast/CAF	0.1758309784193799	0.959	1000	0.6849812807271579	8	DONE	DONE	0.6849812807271579	6.0
UniProtKB:P00352	PDAC	ALDH1A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Acinar	0.130224160376107	0.885	1000	0.4323138957363367	7	DONE	DONE	0.4209280532543265	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0159336743320675	0.582	1000	0.292669232299675	6	DONE	DONE	0.292669232299675	13.0	Normal epithelial (author)	Malignant (author)	0.4597313626875966	0.971	1000	0.7063610288872658	8	DONE	DONE	0.7063610288872658	6.0
UniProtKB:O94788	PDAC	ALDH1A2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0730817542097607	0.881	1000	0.1912532048685836	7	DONE	DONE	0.1912532048685836	11.0	Myeloid	Ductal (unresolved)	0.0105086108579984	0.614	1000	0.0503356644148144	6	DONE	DONE	0.0498705937938552	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0954915137547898	0.837	1000	0.2831440049206166	8	DONE	DONE	0.2831440049206166	6.0
UniProtKB:P47895	PDAC	ALDH1A3	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.2523828424136432	1.0	1000	0.4275212269121402	7	DONE	DONE	0.4275212269121402	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0944638179070038	1.0	1000	0.137091057031874	6	DONE	DONE	0.137091057031874	13.0	Fibroblast/CAF	Normal epithelial (author)	0.1682410180551102	0.979	1000	0.1830475081531025	8	DONE	DONE	0.1830475081531025	7.0
UniProtKB:P30837	PDAC	ALDH1B1	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0568994849593533	0.998	1000	0.2272282384522538	7	DONE	DONE	0.2272282384522538	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0568958414989666	1.0	1000	0.1092819002777039	6	DONE	DONE	0.1092819002777039	13.0	Fibroblast/CAF	Normal epithelial (author)	0.0307108375021025	0.876	1000	0.202027511885083	8	DONE	DONE	0.1758299010504219	7.0
UniProtKB:P05091	PDAC	ALDH2	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.1827853356233234	0.967	1000	0.6709493169319306	7	DONE	DONE	0.6709493169319306	20.0	Myeloid	Ductal (unresolved)	0.0747086630400979	0.839	1000	0.4388030884354436	6	DONE	DONE	0.4388030884354436	13.0	Myeloid	Normal epithelial (author)	0.0915518440646192	0.838	1000	0.6330906128132514	8	DONE	DONE	0.4610958772003554	20.0
UniProtKB:P30838	PDAC	ALDH3A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0418089184890606	1.0	1000	0.1203757422325198	7	DONE	DONE	0.1203757422325198	18.0	Ductal (unresolved)	Myeloid	0.0471692951977707	1.0	1000	0.0440071563005394	6	DONE	DONE	0.0440071563005394	12.0	Malignant (author)	Normal epithelial (author)	0.0476808642964384	1.0	1000	0.0718151813404419	8	DONE	DONE	0.0718151813404419	23.0
UniProtKB:P51648	PDAC	ALDH3A2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0842741379175353	0.974	1000	0.5042463056812192	7	DONE	DONE	0.5042463056812192	18.0	Ductal (unresolved)	Myeloid	0.1411683174301447	1.0	1000	0.2289551429109464	6	DONE	DONE	0.2289551429109464	12.0	Normal epithelial (author)	Malignant (author)	0.4560159199481195	0.962	1000	0.679467371015347	8	DONE	DONE	0.679467371015347	6.0
UniProtKB:P43353	PDAC	ALDH3B1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.0657102592749467	0.997	1000	0.5310582501790602	7	DONE	DONE	0.5310582501790602	18.0	Myeloid	Ductal (unresolved)	0.0177269085150403	0.847	1000	0.1828980835206508	6	DONE	DONE	0.1828980835206508	13.0	Malignant (author)	Myeloid	0.0006193907089113	0.345	1000	0.3193394221692572	8	DONE	DONE	0.2707353512740617	23.0
UniProtKB:P30038	PDAC	ALDH4A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0037009635632112	0.48	1000	0.1042398461862655	7	DONE	DONE	0.0527053133149256	4.0	Ductal (unresolved)	Fibroblast/CAF	0.0032474322440486	0.63	1000	0.0281519734766015	6	DONE	DONE	0.0281519734766015	12.0	Normal epithelial (author)	Endothelial	0.0206920674301532	0.884	1000	0.0847636011054302	8	DONE	DONE	0.0847636011054302	6.0
UniProtKB:P51649	PDAC	ALDH5A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0139469472138651	0.901	1000	0.1915861877941515	7	DONE	DONE	0.1915861877941515	18.0	B/Plasma	Ductal (unresolved)	0.0386720572702202	0.998	1000	0.061936956794026	6	DONE	DONE	0.061936956794026	11.0	Normal epithelial (author)	Erythrocyte	0.0153736572618737	0.736	1000	0.130308350098455	8	DONE	DONE	0.130308350098455	6.0
UniProtKB:Q02252	PDAC	ALDH6A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0018779775337407	0.49	1000	0.3527663090762257	7	DONE	DONE	0.2736274938785529	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0333928807961366	0.982	1000	0.145569120634897	6	DONE	DONE	0.145569120634897	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0504996987411645	0.951	1000	0.275864952139315	8	DONE	DONE	0.275864952139315	6.0
UniProtKB:P49419	PDAC	ALDH7A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.018670001958236	0.76	1000	0.3882440527392106	7	DONE	DONE	0.3597401772966155	11.0	Ductal (unresolved)	Fibroblast/CAF	0.0106936701958102	0.669	1000	0.1966775561949962	6	DONE	DONE	0.1768217180171879	12.0	Normal epithelial (author)	Fibroblast/CAF	0.0661955675277716	0.957	1000	0.3736428794149933	8	DONE	DONE	0.3736428794149933	6.0
UniProtKB:Q9H2A2	PDAC	ALDH8A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0081929439870585	0.91	1000	0.0410603074767888	7	DONE	DONE	0.0410603074767888	11.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0053590557175476	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0053971749967886	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:P49189	PDAC	ALDH9A1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0269933276768439	0.782	1000	0.5174266020931482	7	DONE	DONE	0.4964022645521022	11.0	Endothelial	T/NK	0.0899834517973248	1.0	1000	0.2985636139632126	6	DONE	DONE	0.2985636139632126	13.0	Normal epithelial (author)	Endothelial	0.0930034662826837	0.93	1000	0.4654420119000328	8	DONE	DONE	0.4654420119000328	6.0
UniProtKB:Q13686	PDAC	ALKBH1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0022764004578405	0.512	1000	0.1367624676408131	7	DONE	DONE	0.0980276547238942	11.0	T/NK	B/Plasma	0.0011288824481118	0.543	1000	0.0575430358423569	6	DONE	DONE	0.0451704557391932	13.0	Myeloid	Endothelial	0.0008027137579511	0.372	1000	0.1001114827201783	8	DONE	DONE	0.047591380922545	20.0
UniProtKB:Q6NS38	PDAC	ALKBH2	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0257402621672508	0.912	1000	0.3043043553722795	7	DONE	DONE	0.2740336025482277	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0559772046442559	1.0	1000	0.1521718415094542	6	DONE	DONE	0.1521718415094542	13.0	Fibroblast/CAF	Normal epithelial (author)	0.0368117657271939	0.898	1000	0.2333963894121315	8	DONE	DONE	0.1789956057178822	7.0
UniProtKB:Q96Q83	PDAC	ALKBH3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.0226244681304921	0.515	1000	0.2776321938549476	7	DONE	DONE	0.1638213377703575	4.0	Endothelial	Fibroblast/CAF	0.007623965165539	0.785	1000	0.1312468217008335	6	DONE	DONE	0.1312468217008335	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0599462841498757	0.964	1000	0.2730798596428281	8	DONE	DONE	0.2730798596428281	6.0
UniProtKB:Q9NXW9	PDAC	ALKBH4	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0527633310098151	1.0	1000	0.2827898749452075	7	DONE	DONE	0.2827898749452075	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0157472738053074	0.963	1000	0.0997884261537327	6	DONE	DONE	0.0997884261537327	13.0	Endothelial	Normal epithelial (author)	0.0359343481451613	0.478	1000	0.211893732620869	8	DONE	DONE	0.1032146160962072	3.0
UniProtKB:Q6P6C2	PDAC	ALKBH5	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	T/NK	Ductal (unresolved)	0.0338807378913945	0.73	1000	0.5788039094248703	7	DONE	DONE	0.285931639157007	20.0	T/NK	Fibroblast/CAF	0.0351339631527374	0.997	1000	0.2797897537077717	6	DONE	DONE	0.2127074336391625	13.0	Normal epithelial (author)	Fibroblast/CAF	0.0195489571281827	0.643	1000	0.325160710243169	8	DONE	DONE	0.325160710243169	6.0
UniProtKB:Q9BT30	PDAC	ALKBH7	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0925356163885295	0.908	1000	0.7348735750991143	7	DONE	DONE	0.6629708689652486	11.0	Fibroblast/CAF	Ductal (unresolved)	0.0541617670299442	0.77	1000	0.504717565668219	6	DONE	DONE	0.504717565668219	13.0	Normal epithelial (author)	Fibroblast/CAF	0.1470926009810067	0.925	1000	0.7512201698296151	8	DONE	DONE	0.7512201698296151	6.0
UniProtKB:Q96BT7	PDAC	ALKBH8	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Ductal (unresolved)	0.0024043885106054	0.467	1000	0.1447955208113979	7	DONE	DONE	0.1112999316550724	11.0	Endothelial	T/NK	0.0148774359982513	0.957	1000	0.0559511652946118	6	DONE	DONE	0.0559511652946118	13.0	Endothelial	B/Plasma	0.0033655212708146	0.309	1000	0.0556940546820606	8	DONE	DONE	0.0509661835748792	3.0
UniProtKB:Q9BQD7	PDAC	ANTKMT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.1314185382563194	1.0	1000	0.6573996367916225	7	DONE	DONE	0.6573996367916225	18.0	Ductal (unresolved)	Fibroblast/CAF	0.0812729179692174	0.996	1000	0.2771627242735562	6	DONE	DONE	0.2771627242735562	12.0	Normal epithelial (author)	Myeloid	0.1295064628337675	0.953	1000	0.5437778973760983	8	DONE	DONE	0.5437778973760983	6.0
UniProtKB:P19801	PDAC	AOC1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Acinar	0.164165295068082	1.0	1000	0.3483272117974373	7	DONE	DONE	0.3483272117974373	18.0	Ductal (unresolved)	Myeloid	0.1807731730388236	1.0	1000	0.1451142192975242	6	DONE	DONE	0.1451142192975242	12.0	Malignant (author)	Normal epithelial (author)	0.1889903002183015	1.0	1000	0.2489666318372871	8	DONE	DONE	0.2489666318372871	23.0
UniProtKB:P29972	PDAC	AQP1	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Endothelial	Fibroblast/CAF	1.431759558668718	0.8	1000	0.7264444556296978	7	DONE	DONE	0.7264444556296978	4.0	Endothelial	Ductal (unresolved)	1.627811538381173	1.0	1000	0.8047978270777716	6	DONE	DONE	0.8047978270777716	13.0	Endothelial	Normal epithelial (author)	1.4461889168707405	0.587	1000	0.8232346592661116	8	DONE	DONE	0.8232346592661116	3.0
UniProtKB:Q96PS8	PDAC	AQP10	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0098450203252032	7	NOT_EVALUABLE	DONE	NA	NA	Myeloid	T/NK	0.0163672619282764	1.0	1000	0.0169556911766436	6	DONE	DONE	0.0169556911766436	13.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0046970990652025	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q8NBQ7	PDAC	AQP11	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Acinar	0.0095238794967311	0.967	1000	0.0886880236643385	7	DONE	DONE	0.0886880236643385	18.0	Ductal (unresolved)	Myeloid	0.0032549206426453	0.873	1000	0.0141258178256302	6	DONE	DONE	0.0141258178256302	12.0	Normal epithelial (author)	Malignant (author)	0.0096814923969978	0.782	1000	0.0776793761239038	8	DONE	DONE	0.0776793761239038	6.0
UniProtKB:P41181	PDAC	AQP2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0084234747300419	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0052173316879199	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0021754894851341	8	NOT_EVALUABLE	DONE	NA	NA
UniProtKB:Q92482	PDAC	AQP3	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	T/NK	0.0023437777384247	0.496	1000	0.356819942917574	7	DONE	DONE	0.356819942917574	18.0	T/NK	Ductal (unresolved)	0.2440120739282212	0.999	1000	0.2886551138306172	6	DONE	DONE	0.2886551138306172	13.0	Normal epithelial (author)	T/NK	0.3759307328973998	0.878	1000	0.5538831545765578	8	DONE	DONE	0.5538831545765578	6.0
UniProtKB:O14520	PDAC	AQP7	True	False	ALL3_SAME_TOP	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0350918623591361	0.784	1000	0.0996905679552078	7	DONE	DONE	0.0996905679552078	4.0	Endothelial	Ductal (unresolved)	0.0501520681192964	0.991	1000	0.070914826295379	6	DONE	DONE	0.070914826295379	13.0	Endothelial	Normal epithelial (author)	0.0219849788206008	0.379	1000	0.1684236407437307	8	DONE	DONE	0.0635342789598108	3.0
UniProtKB:A0A075B734	PDAC	AQP7B	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA
UniProtKB:O43315	PDAC	AQP9	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Fibroblast/CAF	0.5781769370957166	1.0	1000	0.5101004394000218	7	DONE	DONE	0.5101004394000218	20.0	Myeloid	Endothelial	0.2891608965912373	1.0	1000	0.1914678960379871	6	DONE	DONE	0.1914678960379871	13.0	Myeloid	Fibroblast/CAF	0.2059539581520886	1.0	1000	0.2019635691850084	8	DONE	DONE	0.2019635691850084	20.0
UniProtKB:P05089	PDAC	ARG1	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0020608487828952	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0011213388577138	6	NOT_EVALUABLE	DONE	NA	NA	Erythrocyte	Myeloid	0.0176111708088933	0.456	1000	0.0200298953662182	8	DONE	DONE	0.0200298953662182	3.0
UniProtKB:P78540	PDAC	ARG2	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0293079548149193	0.969	1000	0.1772163343275131	7	DONE	DONE	0.1772163343275131	18.0	T/NK	B/Plasma	0.0326328360952623	0.804	1000	0.1197909976527324	6	DONE	DONE	0.1197909976527324	13.0	Erythrocyte	Normal epithelial (author)	0.0691541586691998	0.46	1000	0.088490284005979	8	DONE	DONE	0.088490284005979	3.0
UniProtKB:Q9HBK9	PDAC	AS3MT	False	False	STUDY_DEPENDENT_OR_NOT_EVALUABLE	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	7	NOT_EVALUABLE	DONE	NA	NA	Fibroblast/CAF	Ductal (unresolved)	0.0183142092242936	0.971	1000	0.0433443786282696	6	DONE	DONE	0.0433443786282696	13.0	Fibroblast/CAF	Normal epithelial (author)	0.003608481431907	0.777	1000	0.0235411778652858	8	DONE	DONE	0.0235411778652858	7.0
UniProtKB:Q13510	PDAC	ASAH1	True	True	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	Expression-source descriptive only;not unique action cell	Myeloid	Ductal (unresolved)	0.8181103980576303	1.0	1000	0.8705787803324263	7	DONE	DONE	0.8705787803324263	20.0	Myeloid	Fibroblast/CAF	0.8042326118832124	1.0	1000	0.7302489022978962	6	DONE	DONE	0.7302489022978962	13.0	Myeloid	Normal epithelial (author)	0.2847253533448206	0.999	1000	0.768232123254612	8	DONE	DONE	0.6531773641828986	20.0
