feature_id	metabolite_key	metabolite_name	n_direct_relations	status	reason
GBM_FEATURE:79b5e832916054c7	HMDB:HMDB12380	PS(18:0/18:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:2089087f0386dcb1	HMDB:HMDB0112375	PS(18:0/20:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d1ad636c58008469	HMDB:HMDB0112376	PS(18:0/20:2)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:db7a1eb12c8146f7	NAME:PS(18:0/20:3)_A	PS(18:0/20:3)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:369eb485d89896b7	NAME:PS(18:0/22:4)_A	PS(18:0/22:4)_A	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1ec43c42aa09a68f	NAME:PS(18:0/22:4)_B	PS(18:0/22:4)_B	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:c4622225927e5894	KEGG:C02737	PS(18:0/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:9dbd6159c8ebef82	NAME:PS(18:0/24:4)	PS(18:0/24:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f5e9b2b9ae52ef6b	NAME:PS(18:1/0:0)	PS(18:1/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f9936bcaca43d231	HMDB:HMDB12390	PS(18:1/18:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:12dda00860c1386d	HMDB:HMDB0112393	PS(18:1/20:1)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:271e7087ae01fc0f	HMDB:HMDB12394	PS(18:1/20:4)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:f279d863a3a5dd04	HMDB:HMDB12439	PS(20:4/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:d7e4737372ecb7be	NAME:PS(22:6/0:0)	PS(22:6/0:0)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
GBM_FEATURE:1e1da1f0e00b7318	HMDB:HMDB12450	PS(22:6/22:6)	0	NEEDS_REVIEW	no exact identity match in current reviewed catalog;not proof of no human enzyme
