cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	PNPLA7	UniProtKB:Q6ZV29	GSE263733	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	B/Plasma	True	0.762	0.635	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PNPLA7	UniProtKB:Q6ZV29	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	B/Plasma	True	0.934	0.635	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PNPLA8	UniProtKB:Q9NP80	GSE263733	GSE278688	Myeloid	B/Plasma	6	False	Myeloid	B/Plasma	False	1.0	0.634	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PNPLA8	UniProtKB:Q9NP80	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	0.373	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PNPLA8	UniProtKB:Q9NP80	GSE278688	GSE242230	B/Plasma	Myeloid	5	False	B/Plasma	Myeloid	False	0.634	0.373	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM16	UniProtKB:Q9HAZ2	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	0.995	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM16	UniProtKB:Q9HAZ2	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.954	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM16	UniProtKB:Q9HAZ2	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.995	0.954	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM2	UniProtKB:Q13029	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM2	UniProtKB:Q13029	GSE263733	GSE242230	B/Plasma	T/NK	5	False	B/Plasma	T/NK	False	1.0	0.534	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM2	UniProtKB:Q13029	GSE278688	GSE242230	B/Plasma	T/NK	5	False	B/Plasma	T/NK	False	1.0	0.534	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM6	UniProtKB:Q9NQX0	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM6	UniProtKB:Q9NQX0	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.982	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM6	UniProtKB:Q9NQX0	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.982	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM7	UniProtKB:Q9NQW5	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM7	UniProtKB:Q9NQW5	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM7	UniProtKB:Q9NQW5	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM9	UniProtKB:Q9NQV7	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM9	UniProtKB:Q9NQV7	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRDM9	UniProtKB:Q9NQV7	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT1	UniProtKB:Q99873	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.78	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT1	UniProtKB:Q99873	GSE263733	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.78	0.586	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT1	UniProtKB:Q99873	GSE278688	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	1.0	0.586	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT2	UniProtKB:P55345	GSE263733	GSE278688	T/NK	T/NK	6	True	T/NK	T/NK	True	0.985	0.994	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT2	UniProtKB:P55345	GSE263733	GSE242230	T/NK	T/NK	5	True	T/NK	T/NK	True	0.985	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT2	UniProtKB:P55345	GSE278688	GSE242230	T/NK	T/NK	5	True	T/NK	T/NK	True	0.994	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT3	UniProtKB:O60678	GSE263733	GSE278688	Fibroblast/CAF	Ductal (unresolved)	6	False	Fibroblast/CAF	Ductal (unresolved)	False	0.569	0.37	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT3	UniProtKB:O60678	GSE263733	GSE242230	Fibroblast/CAF	B/Plasma	5	False	Fibroblast/CAF	B/Plasma	False	0.569	0.41	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT3	UniProtKB:O60678	GSE278688	GSE242230	Ductal (unresolved)	B/Plasma	5	False	B/Plasma	B/Plasma	True	0.37	0.41	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT5	UniProtKB:O14744	GSE263733	GSE278688	Ductal (unresolved)	Fibroblast/CAF	6	False	Ductal (unresolved)	Fibroblast/CAF	False	0.961	0.754	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT5	UniProtKB:O14744	GSE263733	GSE242230	Ductal (unresolved)	Malignant (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.961	0.746	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT5	UniProtKB:O14744	GSE278688	GSE242230	Fibroblast/CAF	Malignant (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.754	0.746	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT6	UniProtKB:Q96LA8	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.615	0.941	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT6	UniProtKB:Q96LA8	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.615	0.72	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT6	UniProtKB:Q96LA8	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.941	0.72	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT7	UniProtKB:Q9NVM4	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.999	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT7	UniProtKB:Q9NVM4	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.999	0.597	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT7	UniProtKB:Q9NVM4	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	T/NK	T/NK	True	1.0	0.597	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT8	UniProtKB:Q9NR22	GSE263733	GSE278688	Acinar	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	0.577	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT8	UniProtKB:Q9NR22	GSE263733	GSE242230	Acinar	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	0.577	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT8	UniProtKB:Q9NR22	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT9	UniProtKB:Q6P2P2	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	0.572	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT9	UniProtKB:Q6P2P2	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	0.967	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PRMT9	UniProtKB:Q6P2P2	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	0.572	0.967	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PSAT1	UniProtKB:Q9Y617	GSE263733	GSE278688	Acinar	T/NK	6	False	Ductal (unresolved)	T/NK	False	0.719	0.996	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PSAT1	UniProtKB:Q9Y617	GSE263733	GSE242230	Acinar	Malignant (author)	5	False	B/Plasma	B/Plasma	True	0.719	0.825	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PSAT1	UniProtKB:Q9Y617	GSE278688	GSE242230	T/NK	Malignant (author)	5	False	T/NK	B/Plasma	False	0.996	0.825	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PTER	UniProtKB:Q96BW5	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	0.989	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PTER	UniProtKB:Q96BW5	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	1.0	0.945	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PTER	UniProtKB:Q96BW5	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	T/NK	T/NK	True	0.989	0.945	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PTGR2	UniProtKB:Q8N8N7	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.999	0.998	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PTGR2	UniProtKB:Q8N8N7	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.999	0.937	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PTGR2	UniProtKB:Q8N8N7	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	0.998	0.937	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR1	UniProtKB:P32322	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.985	0.764	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR1	UniProtKB:P32322	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.985	0.941	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR1	UniProtKB:P32322	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.764	0.941	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR2	UniProtKB:Q96C36	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.947	0.56	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR2	UniProtKB:Q96C36	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.947	0.957	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR2	UniProtKB:Q96C36	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	T/NK	T/NK	True	0.56	0.957	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR3	UniProtKB:Q53H96	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.959	0.847	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR3	UniProtKB:Q53H96	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	B/Plasma	False	0.959	0.667	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYCR3	UniProtKB:Q53H96	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	B/Plasma	False	0.847	0.667	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYROXD1	UniProtKB:Q8WU10	GSE263733	GSE278688	Ductal (unresolved)	T/NK	6	False	Ductal (unresolved)	T/NK	False	1.0	0.956	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYROXD1	UniProtKB:Q8WU10	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	T/NK	T/NK	True	1.0	0.546	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	PYROXD1	UniProtKB:Q8WU10	GSE278688	GSE242230	T/NK	Normal epithelial (author)	5	False	T/NK	T/NK	True	0.956	0.546	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	QARS1	UniProtKB:P47897	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.552	0.843	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	QARS1	UniProtKB:P47897	GSE263733	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	0.552	0.805	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	QARS1	UniProtKB:P47897	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	0.843	0.805	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	QDPR	UniProtKB:P09417	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.731	0.474	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	QDPR	UniProtKB:P09417	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.731	0.956	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	QDPR	UniProtKB:P09417	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.474	0.956	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RAD23A	UniProtKB:P54725	GSE263733	GSE278688	Ductal (unresolved)	Fibroblast/CAF	6	False	Ductal (unresolved)	Fibroblast/CAF	False	0.887	0.837	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RAD23A	UniProtKB:P54725	GSE263733	GSE242230	Ductal (unresolved)	Erythrocyte	5	False	Endothelial	Fibroblast/CAF	False	0.887	0.578	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RAD23A	UniProtKB:P54725	GSE278688	GSE242230	Fibroblast/CAF	Erythrocyte	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.837	0.578	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RAD23B	UniProtKB:P54727	GSE263733	GSE278688	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.522	0.905	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RAD23B	UniProtKB:P54727	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.522	0.505	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RAD23B	UniProtKB:P54727	GSE278688	GSE242230	Endothelial	Normal epithelial (author)	5	False	Endothelial	Endothelial	True	0.905	0.505	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RDH16	UniProtKB:O75452	GSE263733	GSE278688	Ductal (unresolved)	NOT_EVALUABLE	6	NA	Ductal (unresolved)	NOT_EVALUABLE	NA	0.6	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RDH16	UniProtKB:O75452	GSE263733	GSE242230	Ductal (unresolved)	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	0.6	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RDH16	UniProtKB:O75452	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	5	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RDH5	UniProtKB:Q92781	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.841	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RDH5	UniProtKB:Q92781	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.841	0.905	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RDH5	UniProtKB:Q92781	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.905	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIDA	UniProtKB:P52758	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.942	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIDA	UniProtKB:P52758	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.942	0.963	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIDA	UniProtKB:P52758	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.963	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIOX1	UniProtKB:Q9H6W3	GSE263733	GSE278688	T/NK	T/NK	6	True	T/NK	T/NK	True	0.719	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIOX1	UniProtKB:Q9H6W3	GSE263733	GSE242230	T/NK	T/NK	5	True	T/NK	T/NK	True	0.719	0.902	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIOX1	UniProtKB:Q9H6W3	GSE278688	GSE242230	T/NK	T/NK	5	True	T/NK	T/NK	True	1.0	0.902	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIOX2	UniProtKB:Q8IUF8	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.782	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIOX2	UniProtKB:Q8IUF8	GSE263733	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.782	0.356	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RIOX2	UniProtKB:Q8IUF8	GSE278688	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	1.0	0.356	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RNLS	UniProtKB:Q5VYX0	GSE263733	GSE278688	Ductal (unresolved)	Fibroblast/CAF	6	False	Ductal (unresolved)	Fibroblast/CAF	False	0.971	0.696	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RNLS	UniProtKB:Q5VYX0	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.971	0.911	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RNLS	UniProtKB:Q5VYX0	GSE278688	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.696	0.911	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RNMT	UniProtKB:O43148	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	0.585	0.887	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RNMT	UniProtKB:O43148	GSE263733	GSE242230	B/Plasma	Malignant (author)	5	False	B/Plasma	Fibroblast/CAF	False	0.585	0.57	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RNMT	UniProtKB:O43148	GSE278688	GSE242230	B/Plasma	Malignant (author)	5	False	B/Plasma	Fibroblast/CAF	False	0.887	0.57	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RSBN1	UniProtKB:Q5VWQ0	GSE263733	GSE278688	T/NK	T/NK	6	True	T/NK	T/NK	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RSBN1	UniProtKB:Q5VWQ0	GSE263733	GSE242230	T/NK	T/NK	5	True	T/NK	T/NK	True	1.0	0.993	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RSBN1	UniProtKB:Q5VWQ0	GSE278688	GSE242230	T/NK	T/NK	5	True	T/NK	T/NK	True	1.0	0.993	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RTN4IP1	UniProtKB:Q8WWV3	GSE263733	GSE278688	B/Plasma	B/Plasma	6	True	B/Plasma	B/Plasma	True	0.592	0.999	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	RTN4IP1	UniProtKB:Q8WWV3	GSE263733	GSE242230	B/Plasma	B/Plasma	5	True	B/Plasma	B/Plasma	True	0.592	0.831	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
