cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	MPC2	UniProtKB:O95563	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.96	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPC2	UniProtKB:O95563	GSE278688	GSE242230	T/NK	Normal epithelial (author)	5	False	T/NK	Fibroblast/CAF	False	0.645	0.96	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPST	UniProtKB:P25325	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPST	UniProtKB:P25325	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.937	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MPST	UniProtKB:P25325	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.937	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM1	UniProtKB:Q6IN84	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.741	0.499	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM1	UniProtKB:Q6IN84	GSE263733	GSE242230	Ductal (unresolved)	T/NK	5	False	Endothelial	T/NK	False	0.741	0.579	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM1	UniProtKB:Q6IN84	GSE278688	GSE242230	Ductal (unresolved)	T/NK	5	False	B/Plasma	T/NK	False	0.499	0.579	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM2	UniProtKB:Q9UI43	GSE263733	GSE278688	Ductal (unresolved)	B/Plasma	6	False	Ductal (unresolved)	B/Plasma	False	0.76	0.43	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM2	UniProtKB:Q9UI43	GSE263733	GSE242230	Ductal (unresolved)	B/Plasma	5	False	Fibroblast/CAF	B/Plasma	False	0.76	0.564	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM2	UniProtKB:Q9UI43	GSE278688	GSE242230	B/Plasma	B/Plasma	5	True	B/Plasma	B/Plasma	True	0.43	0.564	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM3	UniProtKB:Q9HC36	GSE263733	GSE278688	Acinar	B/Plasma	6	False	Endothelial	B/Plasma	False	0.566	1.0	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM3	UniProtKB:Q9HC36	GSE263733	GSE242230	Acinar	Normal epithelial (author)	5	False	Endothelial	Fibroblast/CAF	False	0.566	0.954	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MRM3	UniProtKB:Q9HC36	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	Fibroblast/CAF	False	1.0	0.954	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTHFD2	UniProtKB:P13995	GSE263733	GSE278688	Myeloid	Fibroblast/CAF	6	False	Myeloid	Fibroblast/CAF	False	1.0	0.952	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTHFD2	UniProtKB:P13995	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	0.976	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTHFD2	UniProtKB:P13995	GSE278688	GSE242230	Fibroblast/CAF	Myeloid	5	False	Fibroblast/CAF	Myeloid	False	0.952	0.976	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTO1	UniProtKB:Q9Y2Z2	GSE263733	GSE278688	Endothelial	B/Plasma	6	False	Endothelial	B/Plasma	False	0.545	0.948	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTO1	UniProtKB:Q9Y2Z2	GSE263733	GSE242230	Endothelial	T/NK	5	False	Endothelial	T/NK	False	0.545	0.981	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTO1	UniProtKB:Q9Y2Z2	GSE278688	GSE242230	B/Plasma	T/NK	5	False	B/Plasma	T/NK	False	0.948	0.981	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTRR	UniProtKB:Q9UBK8	GSE263733	GSE278688	Fibroblast/CAF	T/NK	6	False	Fibroblast/CAF	T/NK	False	0.432	0.946	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTRR	UniProtKB:Q9UBK8	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.432	0.85	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	MTRR	UniProtKB:Q9UBK8	GSE278688	GSE242230	T/NK	Normal epithelial (author)	5	False	T/NK	T/NK	True	0.946	0.85	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NAAA	UniProtKB:Q02083	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	0.999	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NAAA	UniProtKB:Q02083	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NAAA	UniProtKB:Q02083	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	0.999	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADK	UniProtKB:O95544	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADK	UniProtKB:O95544	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	0.998	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADK	UniProtKB:O95544	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	1.0	0.998	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADK2	UniProtKB:Q4G0N4	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.903	0.997	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADK2	UniProtKB:Q4G0N4	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.903	0.677	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADK2	UniProtKB:Q4G0N4	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.997	0.677	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADSYN1	UniProtKB:Q6IA69	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.963	0.982	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADSYN1	UniProtKB:Q6IA69	GSE263733	GSE242230	Ductal (unresolved)	Myeloid	5	False	Myeloid	Myeloid	True	0.963	0.592	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NADSYN1	UniProtKB:Q6IA69	GSE278688	GSE242230	Ductal (unresolved)	Myeloid	5	False	Myeloid	Myeloid	True	0.982	0.592	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NDUFAF7	UniProtKB:Q7L592	GSE263733	GSE278688	Fibroblast/CAF	B/Plasma	6	False	Fibroblast/CAF	B/Plasma	False	0.685	0.578	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NDUFAF7	UniProtKB:Q7L592	GSE263733	GSE242230	Fibroblast/CAF	Normal epithelial (author)	5	False	Fibroblast/CAF	T/NK	False	0.685	0.432	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NDUFAF7	UniProtKB:Q7L592	GSE278688	GSE242230	B/Plasma	Normal epithelial (author)	5	False	B/Plasma	T/NK	False	0.578	0.432	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NIT1	UniProtKB:Q86X76	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.999	0.817	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NIT1	UniProtKB:Q86X76	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.999	0.95	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NIT1	UniProtKB:Q86X76	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Endothelial	False	0.817	0.95	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NIT2	UniProtKB:Q9NQR4	GSE263733	GSE278688	Ductal (unresolved)	Ductal (unresolved)	6	True	Ductal (unresolved)	Ductal (unresolved)	True	0.617	0.686	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NIT2	UniProtKB:Q9NQR4	GSE263733	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.617	0.96	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NIT2	UniProtKB:Q9NQR4	GSE278688	GSE242230	Ductal (unresolved)	Normal epithelial (author)	5	False	Fibroblast/CAF	Fibroblast/CAF	True	0.686	0.96	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT1	UniProtKB:Q9HAN9	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.592	0.999	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT1	UniProtKB:Q9HAN9	GSE263733	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.592	0.596	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT1	UniProtKB:Q9HAN9	GSE278688	GSE242230	Endothelial	Endothelial	5	True	Endothelial	Endothelial	True	0.999	0.596	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT2	UniProtKB:Q9BZQ4	GSE263733	GSE278688	Ductal (unresolved)	Fibroblast/CAF	6	False	Ductal (unresolved)	Fibroblast/CAF	False	0.699	0.985	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT2	UniProtKB:Q9BZQ4	GSE263733	GSE242230	Ductal (unresolved)	Fibroblast/CAF	5	False	Endothelial	NOT_EVALUABLE	NA	0.699	0.689	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT2	UniProtKB:Q9BZQ4	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	NOT_EVALUABLE	NA	0.985	0.689	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT3	UniProtKB:Q96T66	GSE263733	GSE278688	Endothelial	Fibroblast/CAF	6	False	Endothelial	Fibroblast/CAF	False	0.444	0.578	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT3	UniProtKB:Q96T66	GSE263733	GSE242230	Endothelial	Fibroblast/CAF	5	False	Endothelial	Fibroblast/CAF	False	0.444	0.864	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NMNAT3	UniProtKB:Q96T66	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	0.578	0.864	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NNMT	UniProtKB:P40261	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NNMT	UniProtKB:P40261	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.979	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NNMT	UniProtKB:P40261	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	5	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.979	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NOCT	UniProtKB:Q9UK39	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.764	0.856	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NOCT	UniProtKB:Q9UK39	GSE263733	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	0.764	0.731	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NOCT	UniProtKB:Q9UK39	GSE278688	GSE242230	Myeloid	Myeloid	5	True	Myeloid	Myeloid	True	0.856	0.731	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NOP2	UniProtKB:P46087	GSE263733	GSE278688	Ductal (unresolved)	T/NK	6	False	Ductal (unresolved)	T/NK	False	0.942	0.835	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NOP2	UniProtKB:P46087	GSE263733	GSE242230	Ductal (unresolved)	T/NK	5	False	Endothelial	T/NK	False	0.942	0.817	False	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NOP2	UniProtKB:P46087	GSE278688	GSE242230	T/NK	T/NK	5	True	T/NK	T/NK	True	0.835	0.817	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
PDAC	NPL	UniProtKB:Q9BXD5	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Strict identity labels;malignant and unresolved ductal never equated;shared-category result excludes nonshared epithelial identities
